bin,sex,location,date,count
5,M,Zachodniopomorskie,2021-01-30,1.0
6,M,Zachodniopomorskie,2021-01-30,2.0
7,M,Zachodniopomorskie,2021-01-30,2.0
8,M,Zachodniopomorskie,2021-01-30,7.0
6,K,Łódzkie,2021-01-30,2.0
7,K,Łódzkie,2021-01-30,1.0
8,K,Łódzkie,2021-01-30,5.0
4,M,Łódzkie,2021-01-30,1.0
5,M,Łódzkie,2021-01-30,1.0
6,M,Łódzkie,2021-01-30,1.0
7,M,Łódzkie,2021-01-30,2.0
8,M,Łódzkie,2021-01-30,1.0
6,K,Śląskie,2021-01-30,1.0
7,K,Śląskie,2021-01-30,3.0
8,K,Śląskie,2021-01-30,7.0
6,M,Śląskie,2021-01-30,2.0
7,M,Śląskie,2021-01-30,6.0
8,b.d.,Śląskie,2021-01-30,1.0
8,K,Świętokrzyskie,2021-01-30,4.0
7,M,Świętokrzyskie,2021-01-30,1.0
8,M,Świętokrzyskie,2021-01-30,1.0
7,M,Dolnośląskie,2021-01-31,1.0
6,K,Kujawsko-Pomorskie,2021-01-31,1.0
7,K,Kujawsko-Pomorskie,2021-01-31,2.0
8,K,Kujawsko-Pomorskie,2021-01-31,2.0
4,M,Kujawsko-Pomorskie,2021-01-31,1.0
5,M,Kujawsko-Pomorskie,2021-01-31,1.0
6,M,Kujawsko-Pomorskie,2021-01-31,2.0
7,M,Kujawsko-Pomorskie,2021-01-31,1.0
6,K,Lubelskie,2021-01-31,1.0
7,K,Lubelskie,2021-01-31,1.0
6,M,Lubelskie,2021-01-31,1.0
8,M,Lubelskie,2021-01-31,1.0
7,M,Lubuskie,2021-01-31,1.0
4,K,Mazowieckie,2021-01-31,1.0
6,K,Mazowieckie,2021-01-31,3.0
7,K,Mazowieckie,2021-01-31,4.0
8,K,Mazowieckie,2021-01-31,7.0
5,M,Mazowieckie,2021-01-31,1.0
6,M,Mazowieckie,2021-01-31,4.0
7,M,Mazowieckie,2021-01-31,6.0
8,M,Mazowieckie,2021-01-31,7.0
6,M,Małopolskie,2021-01-31,1.0
8,K,Podkarpackie,2021-01-31,4.0
8,M,Podkarpackie,2021-01-31,1.0
6,K,Podlaskie,2021-01-31,1.0
7,K,Podlaskie,2021-01-31,2.0
8,K,Podlaskie,2021-01-31,2.0
6,M,Podlaskie,2021-01-31,2.0
7,M,Podlaskie,2021-01-31,2.0
8,M,Podlaskie,2021-01-31,2.0
6,K,Wielkopolskie,2021-01-31,2.0
7,K,Wielkopolskie,2021-01-31,1.0
8,K,Wielkopolskie,2021-01-31,3.0
5,M,Wielkopolskie,2021-01-31,1.0
6,M,Wielkopolskie,2021-01-31,1.0
7,M,Wielkopolskie,2021-01-31,1.0
8,M,Wielkopolskie,2021-01-31,6.0
3,K,Zachodniopomorskie,2021-01-31,1.0
7,K,Zachodniopomorskie,2021-01-31,2.0
8,K,Zachodniopomorskie,2021-01-31,2.0
6,M,Zachodniopomorskie,2021-01-31,1.0
7,M,Zachodniopomorskie,2021-01-31,1.0
8,M,Zachodniopomorskie,2021-01-31,2.0
7,M,Łódzkie,2021-01-31,1.0
8,M,Łódzkie,2021-01-31,3.0
7,K,Śląskie,2021-01-31,1.0
5,M,Śląskie,2021-01-31,1.0
7,M,Śląskie,2021-01-31,1.0
8,K,Świętokrzyskie,2021-01-31,1.0
6,K,Kujawsko-Pomorskie,2021-02-01,1.0
7,K,Kujawsko-Pomorskie,2021-02-01,2.0
6,M,Lubelskie,2021-02-01,1.0
7,M,Lubelskie,2021-02-01,1.0
8,M,Lubelskie,2021-02-01,1.0
6,K,Mazowieckie,2021-02-01,1.0
7,K,Mazowieckie,2021-02-01,2.0
8,K,Mazowieckie,2021-02-01,6.0
6,M,Mazowieckie,2021-02-01,2.0
7,M,Mazowieckie,2021-02-01,2.0
8,M,Mazowieckie,2021-02-01,9.0
4,K,Podlaskie,2021-02-01,1.0
7,K,Wielkopolskie,2021-02-01,1.0
8,K,Wielkopolskie,2021-02-01,2.0
5,M,Wielkopolskie,2021-02-01,1.0
8,M,Wielkopolskie,2021-02-01,2.0
7,K,Zachodniopomorskie,2021-02-01,1.0
8,K,Zachodniopomorskie,2021-02-01,2.0
6,K,Śląskie,2021-02-01,1.0
8,K,Śląskie,2021-02-01,2.0
5,M,Śląskie,2021-02-01,1.0
8,M,Śląskie,2021-02-01,1.0
6,K,Dolnośląskie,2021-02-02,1.0
7,K,Dolnośląskie,2021-02-02,3.0
8,K,Dolnośląskie,2021-02-02,3.0
5,M,Dolnośląskie,2021-02-02,1.0
6,M,Dolnośląskie,2021-02-02,5.0
7,M,Dolnośląskie,2021-02-02,6.0
8,M,Dolnośląskie,2021-02-02,4.0
4,K,Kujawsko-Pomorskie,2021-02-02,1.0
6,K,Kujawsko-Pomorskie,2021-02-02,2.0
7,K,Kujawsko-Pomorskie,2021-02-02,1.0
8,K,Kujawsko-Pomorskie,2021-02-02,9.0
6,M,Kujawsko-Pomorskie,2021-02-02,1.0
7,M,Kujawsko-Pomorskie,2021-02-02,5.0
8,M,Kujawsko-Pomorskie,2021-02-02,3.0
6,K,Lubelskie,2021-02-02,4.0
7,K,Lubelskie,2021-02-02,4.0
8,K,Lubelskie,2021-02-02,3.0
6,M,Lubelskie,2021-02-02,3.0
7,M,Lubelskie,2021-02-02,2.0
8,M,Lubelskie,2021-02-02,3.0
6,K,Lubuskie,2021-02-02,1.0
7,M,Lubuskie,2021-02-02,1.0
4,K,Mazowieckie,2021-02-02,1.0
6,K,Mazowieckie,2021-02-02,4.0
7,K,Mazowieckie,2021-02-02,5.0
8,K,Mazowieckie,2021-02-02,6.0
4,M,Mazowieckie,2021-02-02,3.0
6,M,Mazowieckie,2021-02-02,6.0
7,M,Mazowieckie,2021-02-02,12.0
8,M,Mazowieckie,2021-02-02,7.0
6,K,Małopolskie,2021-02-02,1.0
7,K,Małopolskie,2021-02-02,4.0
8,K,Małopolskie,2021-02-02,3.0
4,M,Małopolskie,2021-02-02,2.0
5,M,Małopolskie,2021-02-02,1.0
7,M,Małopolskie,2021-02-02,4.0
8,M,Małopolskie,2021-02-02,5.0
5,K,Opolskie,2021-02-02,1.0
6,K,Opolskie,2021-02-02,1.0
7,K,Opolskie,2021-02-02,1.0
6,M,Opolskie,2021-02-02,1.0
7,M,Opolskie,2021-02-02,4.0
7,K,Podkarpackie,2021-02-02,2.0
8,K,Podkarpackie,2021-02-02,2.0
6,M,Podkarpackie,2021-02-02,1.0
7,M,Podkarpackie,2021-02-02,1.0
8,M,Podkarpackie,2021-02-02,4.0
7,M,Podlaskie,2021-02-02,1.0
8,M,Podlaskie,2021-02-02,1.0
5,K,Pomorskie,2021-02-02,1.0
6,K,Pomorskie,2021-02-02,2.0
7,K,Pomorskie,2021-02-02,4.0
8,K,Pomorskie,2021-02-02,6.0
6,M,Pomorskie,2021-02-02,6.0
7,M,Pomorskie,2021-02-02,6.0
8,M,Pomorskie,2021-02-02,7.0
6,K,Warmińsko-Mazurskie,2021-02-02,2.0
8,K,Warmińsko-Mazurskie,2021-02-02,1.0
6,M,Warmińsko-Mazurskie,2021-02-02,2.0
7,M,Warmińsko-Mazurskie,2021-02-02,1.0
8,M,Warmińsko-Mazurskie,2021-02-02,5.0
6,K,Wielkopolskie,2021-02-02,1.0
8,K,Wielkopolskie,2021-02-02,2.0
6,M,Wielkopolskie,2021-02-02,1.0
7,M,Wielkopolskie,2021-02-02,4.0
8,M,Wielkopolskie,2021-02-02,1.0
4,K,Zachodniopomorskie,2021-02-02,1.0
7,K,Zachodniopomorskie,2021-02-02,4.0
8,K,Zachodniopomorskie,2021-02-02,3.0
4,M,Zachodniopomorskie,2021-02-02,1.0
6,M,Zachodniopomorskie,2021-02-02,2.0
7,M,Zachodniopomorskie,2021-02-02,2.0
8,M,Zachodniopomorskie,2021-02-02,1.0
5,K,Łódzkie,2021-02-02,1.0
6,K,Łódzkie,2021-02-02,1.0
7,K,Łódzkie,2021-02-02,2.0
8,K,Łódzkie,2021-02-02,4.0
7,M,Łódzkie,2021-02-02,7.0
8,M,Łódzkie,2021-02-02,3.0
7,K,Śląskie,2021-02-02,1.0
8,K,Śląskie,2021-02-02,8.0
5,M,Śląskie,2021-02-02,1.0
6,M,Śląskie,2021-02-02,2.0
7,M,Śląskie,2021-02-02,1.0
8,M,Śląskie,2021-02-02,5.0
6,M,Świętokrzyskie,2021-02-02,1.0
4,K,Dolnośląskie,2021-02-03,1.0
7,K,Dolnośląskie,2021-02-03,5.0
8,K,Dolnośląskie,2021-02-03,8.0
6,M,Dolnośląskie,2021-02-03,6.0
7,M,Dolnośląskie,2021-02-03,3.0
8,M,Dolnośląskie,2021-02-03,3.0
7,K,Kujawsko-Pomorskie,2021-02-03,1.0
8,K,Kujawsko-Pomorskie,2021-02-03,4.0
3,M,Kujawsko-Pomorskie,2021-02-03,1.0
6,M,Kujawsko-Pomorskie,2021-02-03,4.0
7,M,Kujawsko-Pomorskie,2021-02-03,7.0
8,M,Kujawsko-Pomorskie,2021-02-03,2.0
3,K,Lubelskie,2021-02-03,1.0
5,K,Lubelskie,2021-02-03,1.0
6,K,Lubelskie,2021-02-03,1.0
7,K,Lubelskie,2021-02-03,3.0
8,K,Lubelskie,2021-02-03,7.0
4,M,Lubelskie,2021-02-03,1.0
6,M,Lubelskie,2021-02-03,1.0
7,M,Lubelskie,2021-02-03,6.0
8,M,Lubelskie,2021-02-03,3.0
7,K,Lubuskie,2021-02-03,1.0
8,K,Lubuskie,2021-02-03,4.0
6,M,Lubuskie,2021-02-03,2.0
7,M,Lubuskie,2021-02-03,2.0
8,M,Lubuskie,2021-02-03,4.0
4,K,Mazowieckie,2021-02-03,2.0
5,K,Mazowieckie,2021-02-03,1.0
6,K,Mazowieckie,2021-02-03,6.0
7,K,Mazowieckie,2021-02-03,14.0
8,K,Mazowieckie,2021-02-03,19.0
5,M,Mazowieckie,2021-02-03,4.0
6,M,Mazowieckie,2021-02-03,12.0
7,M,Mazowieckie,2021-02-03,17.0
8,M,Mazowieckie,2021-02-03,18.0
6,K,Małopolskie,2021-02-03,4.0
7,K,Małopolskie,2021-02-03,1.0
8,K,Małopolskie,2021-02-03,11.0
5,M,Małopolskie,2021-02-03,2.0
6,M,Małopolskie,2021-02-03,2.0
7,M,Małopolskie,2021-02-03,4.0
8,M,Małopolskie,2021-02-03,4.0
8,K,Opolskie,2021-02-03,4.0
6,M,Opolskie,2021-02-03,1.0
7,M,Opolskie,2021-02-03,1.0
4,K,Podkarpackie,2021-02-03,1.0
6,K,Podkarpackie,2021-02-03,2.0
7,K,Podkarpackie,2021-02-03,1.0
8,K,Podkarpackie,2021-02-03,5.0
6,M,Podkarpackie,2021-02-03,2.0
7,M,Podkarpackie,2021-02-03,1.0
8,M,Podkarpackie,2021-02-03,3.0
5,K,Podlaskie,2021-02-03,1.0
7,K,Podlaskie,2021-02-03,2.0
4,M,Podlaskie,2021-02-03,1.0
6,M,Podlaskie,2021-02-03,2.0
7,M,Podlaskie,2021-02-03,2.0
8,M,Podlaskie,2021-02-03,3.0
7,K,Pomorskie,2021-02-03,2.0
8,K,Pomorskie,2021-02-03,6.0
7,M,Pomorskie,2021-02-03,4.0
8,M,Pomorskie,2021-02-03,8.0
7,K,Warmińsko-Mazurskie,2021-02-03,5.0
8,K,Warmińsko-Mazurskie,2021-02-03,1.0
6,M,Warmińsko-Mazurskie,2021-02-03,2.0
8,M,Warmińsko-Mazurskie,2021-02-03,3.0
5,K,Wielkopolskie,2021-02-03,2.0
7,K,Wielkopolskie,2021-02-03,5.0
8,K,Wielkopolskie,2021-02-03,8.0
5,M,Wielkopolskie,2021-02-03,1.0
6,M,Wielkopolskie,2021-02-03,3.0
7,M,Wielkopolskie,2021-02-03,7.0
8,M,Wielkopolskie,2021-02-03,8.0
6,K,Zachodniopomorskie,2021-02-03,2.0
7,K,Zachodniopomorskie,2021-02-03,5.0
8,K,Zachodniopomorskie,2021-02-03,8.0
3,M,Zachodniopomorskie,2021-02-03,1.0
5,M,Zachodniopomorskie,2021-02-03,1.0
6,M,Zachodniopomorskie,2021-02-03,4.0
7,M,Zachodniopomorskie,2021-02-03,5.0
8,M,Zachodniopomorskie,2021-02-03,2.0
6,K,Łódzkie,2021-02-03,4.0
7,K,Łódzkie,2021-02-03,7.0
8,K,Łódzkie,2021-02-03,11.0
3,M,Łódzkie,2021-02-03,2.0
4,M,Łódzkie,2021-02-03,1.0
5,M,Łódzkie,2021-02-03,1.0
6,M,Łódzkie,2021-02-03,10.0
7,M,Łódzkie,2021-02-03,9.0
8,M,Łódzkie,2021-02-03,8.0
6,K,Śląskie,2021-02-03,3.0
7,K,Śląskie,2021-02-03,4.0
8,K,Śląskie,2021-02-03,7.0
4,M,Śląskie,2021-02-03,1.0
6,M,Śląskie,2021-02-03,6.0
7,M,Śląskie,2021-02-03,7.0
8,M,Śląskie,2021-02-03,5.0
7,K,Świętokrzyskie,2021-02-03,2.0
8,K,Świętokrzyskie,2021-02-03,2.0
6,M,Świętokrzyskie,2021-02-03,1.0
7,M,Świętokrzyskie,2021-02-03,3.0
8,M,Świętokrzyskie,2021-02-03,1.0
6,K,Dolnośląskie,2021-02-04,1.0
7,K,Dolnośląskie,2021-02-04,1.0
7,M,Dolnośląskie,2021-02-04,3.0
8,M,Dolnośląskie,2021-02-04,2.0
5,K,Kujawsko-Pomorskie,2021-02-04,1.0
6,K,Kujawsko-Pomorskie,2021-02-04,5.0
7,K,Kujawsko-Pomorskie,2021-02-04,4.0
8,K,Kujawsko-Pomorskie,2021-02-04,14.0
3,M,Kujawsko-Pomorskie,2021-02-04,1.0
5,M,Kujawsko-Pomorskie,2021-02-04,3.0
6,M,Kujawsko-Pomorskie,2021-02-04,3.0
7,M,Kujawsko-Pomorskie,2021-02-04,15.0
8,M,Kujawsko-Pomorskie,2021-02-04,6.0
6,K,Lubelskie,2021-02-04,3.0
7,K,Lubelskie,2021-02-04,4.0
8,K,Lubelskie,2021-02-04,6.0
4,M,Lubelskie,2021-02-04,1.0
5,M,Lubelskie,2021-02-04,4.0
6,M,Lubelskie,2021-02-04,8.0
7,M,Lubelskie,2021-02-04,5.0
8,M,Lubelskie,2021-02-04,13.0
6,K,Lubuskie,2021-02-04,1.0
7,K,Lubuskie,2021-02-04,5.0
8,K,Lubuskie,2021-02-04,1.0
1,M,Lubuskie,2021-02-04,1.0
4,M,Lubuskie,2021-02-04,1.0
5,M,Lubuskie,2021-02-04,1.0
6,M,Lubuskie,2021-02-04,2.0
7,M,Lubuskie,2021-02-04,1.0
8,M,Lubuskie,2021-02-04,3.0
3,K,Mazowieckie,2021-02-04,1.0
5,K,Mazowieckie,2021-02-04,1.0
7,K,Mazowieckie,2021-02-04,4.0
8,K,Mazowieckie,2021-02-04,24.0
3,M,Mazowieckie,2021-02-04,2.0
4,M,Mazowieckie,2021-02-04,1.0
5,M,Mazowieckie,2021-02-04,4.0
6,M,Mazowieckie,2021-02-04,16.0
7,M,Mazowieckie,2021-02-04,18.0
8,M,Mazowieckie,2021-02-04,20.0
7,K,Małopolskie,2021-02-04,2.0
8,K,Małopolskie,2021-02-04,1.0
2,M,Małopolskie,2021-02-04,1.0
6,M,Małopolskie,2021-02-04,1.0
7,M,Małopolskie,2021-02-04,3.0
7,K,Opolskie,2021-02-04,1.0
8,K,Opolskie,2021-02-04,3.0
6,M,Opolskie,2021-02-04,1.0
7,M,Opolskie,2021-02-04,1.0
8,M,Opolskie,2021-02-04,2.0
6,K,Podkarpackie,2021-02-04,2.0
7,K,Podkarpackie,2021-02-04,2.0
8,K,Podkarpackie,2021-02-04,1.0
6,M,Podkarpackie,2021-02-04,4.0
7,M,Podkarpackie,2021-02-04,4.0
8,M,Podkarpackie,2021-02-04,7.0
6,K,Podlaskie,2021-02-04,1.0
7,K,Podlaskie,2021-02-04,1.0
8,K,Podlaskie,2021-02-04,6.0
6,M,Podlaskie,2021-02-04,2.0
7,M,Podlaskie,2021-02-04,2.0
8,M,Podlaskie,2021-02-04,3.0
3,K,Pomorskie,2021-02-04,1.0
6,K,Pomorskie,2021-02-04,6.0
7,K,Pomorskie,2021-02-04,3.0
8,K,Pomorskie,2021-02-04,11.0
3,M,Pomorskie,2021-02-04,1.0
6,M,Pomorskie,2021-02-04,7.0
7,M,Pomorskie,2021-02-04,5.0
8,M,Pomorskie,2021-02-04,4.0
7,K,Warmińsko-Mazurskie,2021-02-04,2.0
8,K,Warmińsko-Mazurskie,2021-02-04,2.0
7,M,Warmińsko-Mazurskie,2021-02-04,4.0
8,M,Warmińsko-Mazurskie,2021-02-04,2.0
4,K,Wielkopolskie,2021-02-04,1.0
5,K,Wielkopolskie,2021-02-04,1.0
6,K,Wielkopolskie,2021-02-04,2.0
7,K,Wielkopolskie,2021-02-04,11.0
8,K,Wielkopolskie,2021-02-04,8.0
5,M,Wielkopolskie,2021-02-04,1.0
6,M,Wielkopolskie,2021-02-04,3.0
7,M,Wielkopolskie,2021-02-04,10.0
8,M,Wielkopolskie,2021-02-04,5.0
6,K,Zachodniopomorskie,2021-02-04,4.0
7,K,Zachodniopomorskie,2021-02-04,3.0
8,K,Zachodniopomorskie,2021-02-04,1.0
3,M,Zachodniopomorskie,2021-02-04,1.0
5,M,Zachodniopomorskie,2021-02-04,1.0
6,M,Zachodniopomorskie,2021-02-04,2.0
7,M,Zachodniopomorskie,2021-02-04,7.0
8,M,Zachodniopomorskie,2021-02-04,2.0
4,K,Łódzkie,2021-02-04,1.0
5,K,Łódzkie,2021-02-04,1.0
7,K,Łódzkie,2021-02-04,3.0
8,K,Łódzkie,2021-02-04,7.0
3,M,Łódzkie,2021-02-04,1.0
5,M,Łódzkie,2021-02-04,1.0
6,M,Łódzkie,2021-02-04,3.0
7,M,Łódzkie,2021-02-04,4.0
8,M,Łódzkie,2021-02-04,6.0
5,b.d.,Łódzkie,2021-02-04,1.0
5,K,Śląskie,2021-02-04,1.0
7,K,Śląskie,2021-02-04,5.0
8,K,Śląskie,2021-02-04,5.0
4,M,Śląskie,2021-02-04,1.0
5,M,Śląskie,2021-02-04,2.0
6,M,Śląskie,2021-02-04,4.0
7,M,Śląskie,2021-02-04,4.0
8,M,Śląskie,2021-02-04,4.0
5,K,Świętokrzyskie,2021-02-04,1.0
6,K,Świętokrzyskie,2021-02-04,4.0
7,K,Świętokrzyskie,2021-02-04,1.0
6,M,Świętokrzyskie,2021-02-04,5.0
7,M,Świętokrzyskie,2021-02-04,3.0
8,M,Świętokrzyskie,2021-02-04,2.0
6,b.d.,Świętokrzyskie,2021-02-04,1.0
4,K,Dolnośląskie,2021-02-05,1.0
6,K,Dolnośląskie,2021-02-05,1.0
7,K,Dolnośląskie,2021-02-05,3.0
8,K,Dolnośląskie,2021-02-05,1.0
6,M,Dolnośląskie,2021-02-05,3.0
7,M,Dolnośląskie,2021-02-05,4.0
8,M,Dolnośląskie,2021-02-05,6.0
4,K,Kujawsko-Pomorskie,2021-02-05,1.0
5,K,Kujawsko-Pomorskie,2021-02-05,2.0
6,K,Kujawsko-Pomorskie,2021-02-05,4.0
7,K,Kujawsko-Pomorskie,2021-02-05,11.0
8,K,Kujawsko-Pomorskie,2021-02-05,11.0
4,M,Kujawsko-Pomorskie,2021-02-05,1.0
5,M,Kujawsko-Pomorskie,2021-02-05,2.0
6,M,Kujawsko-Pomorskie,2021-02-05,7.0
7,M,Kujawsko-Pomorskie,2021-02-05,20.0
8,M,Kujawsko-Pomorskie,2021-02-05,18.0
4,K,Lubelskie,2021-02-05,1.0
8,K,Lubelskie,2021-02-05,7.0
4,M,Lubelskie,2021-02-05,1.0
7,M,Lubelskie,2021-02-05,1.0
8,M,Lubelskie,2021-02-05,5.0
4,K,Lubuskie,2021-02-05,1.0
6,K,Lubuskie,2021-02-05,1.0
7,K,Lubuskie,2021-02-05,1.0
8,K,Lubuskie,2021-02-05,1.0
6,M,Lubuskie,2021-02-05,1.0
7,M,Lubuskie,2021-02-05,2.0
3,K,Mazowieckie,2021-02-05,1.0
6,K,Mazowieckie,2021-02-05,6.0
7,K,Mazowieckie,2021-02-05,10.0
8,K,Mazowieckie,2021-02-05,13.0
4,M,Mazowieckie,2021-02-05,1.0
5,M,Mazowieckie,2021-02-05,3.0
6,M,Mazowieckie,2021-02-05,5.0
7,M,Mazowieckie,2021-02-05,15.0
8,M,Mazowieckie,2021-02-05,10.0
7,K,Małopolskie,2021-02-05,1.0
8,K,Małopolskie,2021-02-05,2.0
4,M,Małopolskie,2021-02-05,1.0
7,M,Małopolskie,2021-02-05,3.0
8,M,Małopolskie,2021-02-05,2.0
8,K,Opolskie,2021-02-05,1.0
7,K,Podkarpackie,2021-02-05,2.0
2,M,Podkarpackie,2021-02-05,1.0
7,M,Podkarpackie,2021-02-05,1.0
8,M,Podkarpackie,2021-02-05,4.0
4,K,Podlaskie,2021-02-05,1.0
5,K,Podlaskie,2021-02-05,1.0
6,K,Podlaskie,2021-02-05,1.0
8,K,Podlaskie,2021-02-05,2.0
6,M,Podlaskie,2021-02-05,2.0
7,M,Podlaskie,2021-02-05,6.0
8,M,Podlaskie,2021-02-05,3.0
6,K,Pomorskie,2021-02-05,1.0
7,K,Pomorskie,2021-02-05,5.0
8,K,Pomorskie,2021-02-05,15.0
4,M,Pomorskie,2021-02-05,1.0
5,M,Pomorskie,2021-02-05,1.0
6,M,Pomorskie,2021-02-05,5.0
7,M,Pomorskie,2021-02-05,7.0
8,M,Pomorskie,2021-02-05,8.0
5,K,Warmińsko-Mazurskie,2021-02-05,1.0
6,K,Warmińsko-Mazurskie,2021-02-05,1.0
7,K,Warmińsko-Mazurskie,2021-02-05,2.0
8,K,Warmińsko-Mazurskie,2021-02-05,3.0
5,M,Warmińsko-Mazurskie,2021-02-05,1.0
6,M,Warmińsko-Mazurskie,2021-02-05,3.0
7,M,Warmińsko-Mazurskie,2021-02-05,2.0
8,M,Warmińsko-Mazurskie,2021-02-05,1.0
4,K,Wielkopolskie,2021-02-05,1.0
7,K,Wielkopolskie,2021-02-05,5.0
8,K,Wielkopolskie,2021-02-05,7.0
2,M,Wielkopolskie,2021-02-05,1.0
4,M,Wielkopolskie,2021-02-05,1.0
6,M,Wielkopolskie,2021-02-05,2.0
7,M,Wielkopolskie,2021-02-05,2.0
8,M,Wielkopolskie,2021-02-05,6.0
6,K,Zachodniopomorskie,2021-02-05,1.0
7,K,Zachodniopomorskie,2021-02-05,2.0
8,K,Zachodniopomorskie,2021-02-05,4.0
6,M,Zachodniopomorskie,2021-02-05,3.0
7,M,Zachodniopomorskie,2021-02-05,2.0
8,M,Zachodniopomorskie,2021-02-05,2.0
6,K,Łódzkie,2021-02-05,1.0
7,K,Łódzkie,2021-02-05,1.0
8,K,Łódzkie,2021-02-05,1.0
4,M,Łódzkie,2021-02-05,2.0
5,M,Łódzkie,2021-02-05,2.0
6,M,Łódzkie,2021-02-05,3.0
7,M,Łódzkie,2021-02-05,5.0
8,M,Łódzkie,2021-02-05,4.0
5,K,Śląskie,2021-02-05,1.0
6,K,Śląskie,2021-02-05,3.0
7,K,Śląskie,2021-02-05,2.0
8,K,Śląskie,2021-02-05,5.0
4,M,Śląskie,2021-02-05,1.0
6,M,Śląskie,2021-02-05,2.0
7,M,Śląskie,2021-02-05,5.0
8,M,Śląskie,2021-02-05,4.0
7,K,Świętokrzyskie,2021-02-05,3.0
8,K,Świętokrzyskie,2021-02-05,1.0
5,M,Świętokrzyskie,2021-02-05,1.0
7,M,Świętokrzyskie,2021-02-05,6.0
8,M,Świętokrzyskie,2021-02-05,3.0
3,K,Dolnośląskie,2021-02-06,1.0
5,K,Dolnośląskie,2021-02-06,1.0
6,K,Dolnośląskie,2021-02-06,2.0
8,K,Dolnośląskie,2021-02-06,3.0
6,M,Dolnośląskie,2021-02-06,1.0
7,M,Dolnośląskie,2021-02-06,2.0
8,M,Dolnośląskie,2021-02-06,1.0
6,K,Kujawsko-Pomorskie,2021-02-06,1.0
7,K,Kujawsko-Pomorskie,2021-02-06,4.0
8,K,Kujawsko-Pomorskie,2021-02-06,5.0
6,M,Kujawsko-Pomorskie,2021-02-06,4.0
7,M,Kujawsko-Pomorskie,2021-02-06,4.0
8,M,Kujawsko-Pomorskie,2021-02-06,4.0
5,K,Lubelskie,2021-02-06,2.0
6,K,Lubelskie,2021-02-06,3.0
8,K,Lubelskie,2021-02-06,8.0
4,M,Lubelskie,2021-02-06,1.0
5,M,Lubelskie,2021-02-06,1.0
6,M,Lubelskie,2021-02-06,2.0
7,M,Lubelskie,2021-02-06,2.0
8,M,Lubelskie,2021-02-06,1.0
8,K,Lubuskie,2021-02-06,2.0
6,M,Lubuskie,2021-02-06,1.0
7,M,Lubuskie,2021-02-06,4.0
8,M,Lubuskie,2021-02-06,2.0
6,K,Mazowieckie,2021-02-06,5.0
7,K,Mazowieckie,2021-02-06,7.0
8,K,Mazowieckie,2021-02-06,6.0
5,M,Mazowieckie,2021-02-06,2.0
6,M,Mazowieckie,2021-02-06,6.0
7,M,Mazowieckie,2021-02-06,8.0
8,M,Mazowieckie,2021-02-06,8.0
7,K,Małopolskie,2021-02-06,1.0
8,K,Małopolskie,2021-02-06,4.0
6,M,Małopolskie,2021-02-06,5.0
7,M,Małopolskie,2021-02-06,1.0
8,M,Małopolskie,2021-02-06,5.0
6,K,Opolskie,2021-02-06,1.0
8,K,Opolskie,2021-02-06,7.0
3,M,Opolskie,2021-02-06,1.0
4,M,Opolskie,2021-02-06,1.0
5,M,Opolskie,2021-02-06,1.0
6,M,Opolskie,2021-02-06,3.0
7,M,Opolskie,2021-02-06,4.0
8,M,Opolskie,2021-02-06,1.0
6,K,Podkarpackie,2021-02-06,1.0
7,K,Podkarpackie,2021-02-06,2.0
8,K,Podkarpackie,2021-02-06,6.0
7,M,Podkarpackie,2021-02-06,1.0
8,M,Podkarpackie,2021-02-06,6.0
7,K,Podlaskie,2021-02-06,2.0
8,K,Podlaskie,2021-02-06,1.0
7,M,Podlaskie,2021-02-06,3.0
8,M,Podlaskie,2021-02-06,2.0
5,K,Pomorskie,2021-02-06,1.0
7,K,Pomorskie,2021-02-06,5.0
8,K,Pomorskie,2021-02-06,5.0
5,M,Pomorskie,2021-02-06,2.0
6,M,Pomorskie,2021-02-06,2.0
7,M,Pomorskie,2021-02-06,3.0
8,M,Pomorskie,2021-02-06,2.0
6,K,Warmińsko-Mazurskie,2021-02-06,1.0
7,K,Warmińsko-Mazurskie,2021-02-06,2.0
8,K,Warmińsko-Mazurskie,2021-02-06,2.0
6,M,Warmińsko-Mazurskie,2021-02-06,3.0
7,M,Warmińsko-Mazurskie,2021-02-06,2.0
8,M,Warmińsko-Mazurskie,2021-02-06,2.0
5,K,Wielkopolskie,2021-02-06,1.0
6,K,Wielkopolskie,2021-02-06,2.0
7,K,Wielkopolskie,2021-02-06,3.0
8,K,Wielkopolskie,2021-02-06,4.0
4,M,Wielkopolskie,2021-02-06,1.0
5,M,Wielkopolskie,2021-02-06,2.0
6,M,Wielkopolskie,2021-02-06,2.0
7,M,Wielkopolskie,2021-02-06,1.0
8,M,Wielkopolskie,2021-02-06,7.0
5,K,Zachodniopomorskie,2021-02-06,1.0
6,K,Zachodniopomorskie,2021-02-06,1.0
7,K,Zachodniopomorskie,2021-02-06,1.0
8,K,Zachodniopomorskie,2021-02-06,3.0
4,M,Zachodniopomorskie,2021-02-06,2.0
5,M,Zachodniopomorskie,2021-02-06,2.0
6,M,Zachodniopomorskie,2021-02-06,4.0
7,M,Zachodniopomorskie,2021-02-06,4.0
8,M,Zachodniopomorskie,2021-02-06,1.0
3,K,Łódzkie,2021-02-06,1.0
6,K,Łódzkie,2021-02-06,1.0
7,K,Łódzkie,2021-02-06,3.0
8,K,Łódzkie,2021-02-06,3.0
6,M,Łódzkie,2021-02-06,1.0
