bin,sex,location,date,count
8,K,Małopolskie,2021-01-07,1.0
8,M,Małopolskie,2021-01-07,1.0
6,M,Opolskie,2021-01-07,1.0
7,M,Opolskie,2021-01-07,3.0
8,M,Opolskie,2021-01-07,1.0
4,K,Podkarpackie,2021-01-07,1.0
7,K,Podkarpackie,2021-01-07,2.0
6,M,Podkarpackie,2021-01-07,1.0
7,M,Podkarpackie,2021-01-07,1.0
8,M,Podkarpackie,2021-01-07,2.0
8,K,Podlaskie,2021-01-07,2.0
7,M,Podlaskie,2021-01-07,1.0
8,M,Podlaskie,2021-01-07,3.0
6,K,Pomorskie,2021-01-07,1.0
7,K,Pomorskie,2021-01-07,3.0
8,K,Pomorskie,2021-01-07,3.0
7,M,Pomorskie,2021-01-07,3.0
6,K,Warmińsko-Mazurskie,2021-01-07,1.0
7,K,Warmińsko-Mazurskie,2021-01-07,4.0
8,K,Warmińsko-Mazurskie,2021-01-07,2.0
6,M,Warmińsko-Mazurskie,2021-01-07,2.0
8,M,Warmińsko-Mazurskie,2021-01-07,1.0
6,K,Wielkopolskie,2021-01-07,1.0
7,K,Wielkopolskie,2021-01-07,5.0
8,K,Wielkopolskie,2021-01-07,7.0
5,M,Wielkopolskie,2021-01-07,1.0
6,M,Wielkopolskie,2021-01-07,3.0
7,M,Wielkopolskie,2021-01-07,5.0
8,M,Wielkopolskie,2021-01-07,5.0
5,K,Zachodniopomorskie,2021-01-07,1.0
6,K,Zachodniopomorskie,2021-01-07,3.0
7,K,Zachodniopomorskie,2021-01-07,1.0
8,K,Zachodniopomorskie,2021-01-07,4.0
6,M,Zachodniopomorskie,2021-01-07,1.0
7,M,Zachodniopomorskie,2021-01-07,4.0
8,M,Zachodniopomorskie,2021-01-07,3.0
8,b.d.,Zachodniopomorskie,2021-01-07,1.0
5,K,Łódzkie,2021-01-07,2.0
6,K,Łódzkie,2021-01-07,1.0
7,K,Łódzkie,2021-01-07,3.0
8,K,Łódzkie,2021-01-07,6.0
6,M,Łódzkie,2021-01-07,6.0
7,M,Łódzkie,2021-01-07,5.0
8,M,Łódzkie,2021-01-07,6.0
6,K,Śląskie,2021-01-07,1.0
7,K,Śląskie,2021-01-07,4.0
8,K,Śląskie,2021-01-07,1.0
5,M,Śląskie,2021-01-07,1.0
6,M,Śląskie,2021-01-07,1.0
7,M,Śląskie,2021-01-07,3.0
8,M,Śląskie,2021-01-07,4.0
6,M,Świętokrzyskie,2021-01-07,2.0
7,M,Świętokrzyskie,2021-01-07,1.0
5,K,Dolnośląskie,2021-01-08,2.0
7,K,Dolnośląskie,2021-01-08,1.0
8,K,Dolnośląskie,2021-01-08,2.0
6,M,Dolnośląskie,2021-01-08,1.0
7,M,Dolnośląskie,2021-01-08,3.0
8,M,Dolnośląskie,2021-01-08,4.0
4,K,Kujawsko-Pomorskie,2021-01-08,1.0
5,K,Kujawsko-Pomorskie,2021-01-08,1.0
6,K,Kujawsko-Pomorskie,2021-01-08,2.0
7,K,Kujawsko-Pomorskie,2021-01-08,5.0
8,K,Kujawsko-Pomorskie,2021-01-08,11.0
5,M,Kujawsko-Pomorskie,2021-01-08,2.0
6,M,Kujawsko-Pomorskie,2021-01-08,5.0
7,M,Kujawsko-Pomorskie,2021-01-08,2.0
8,M,Kujawsko-Pomorskie,2021-01-08,10.0
5,K,Lubelskie,2021-01-08,1.0
6,K,Lubelskie,2021-01-08,3.0
7,K,Lubelskie,2021-01-08,3.0
8,K,Lubelskie,2021-01-08,8.0
5,M,Lubelskie,2021-01-08,1.0
6,M,Lubelskie,2021-01-08,5.0
7,M,Lubelskie,2021-01-08,3.0
8,M,Lubelskie,2021-01-08,6.0
4,K,Lubuskie,2021-01-08,1.0
7,K,Lubuskie,2021-01-08,1.0
8,K,Lubuskie,2021-01-08,2.0
6,M,Lubuskie,2021-01-08,3.0
7,M,Lubuskie,2021-01-08,2.0
8,M,Lubuskie,2021-01-08,2.0
5,K,Mazowieckie,2021-01-08,2.0
6,K,Mazowieckie,2021-01-08,2.0
7,K,Mazowieckie,2021-01-08,2.0
8,K,Mazowieckie,2021-01-08,7.0
5,M,Mazowieckie,2021-01-08,2.0
6,M,Mazowieckie,2021-01-08,4.0
7,M,Mazowieckie,2021-01-08,5.0
8,M,Mazowieckie,2021-01-08,5.0
7,K,Małopolskie,2021-01-08,1.0
8,K,Małopolskie,2021-01-08,3.0
6,M,Małopolskie,2021-01-08,3.0
8,M,Małopolskie,2021-01-08,3.0
6,K,Opolskie,2021-01-08,1.0
7,K,Opolskie,2021-01-08,2.0
8,K,Opolskie,2021-01-08,2.0
7,M,Opolskie,2021-01-08,1.0
8,M,Opolskie,2021-01-08,3.0
7,K,Podkarpackie,2021-01-08,2.0
8,K,Podkarpackie,2021-01-08,3.0
7,M,Podkarpackie,2021-01-08,2.0
8,M,Podkarpackie,2021-01-08,1.0
5,M,Podlaskie,2021-01-08,1.0
6,M,Podlaskie,2021-01-08,1.0
7,M,Podlaskie,2021-01-08,1.0
8,M,Podlaskie,2021-01-08,3.0
6,K,Pomorskie,2021-01-08,1.0
7,K,Pomorskie,2021-01-08,2.0
8,K,Pomorskie,2021-01-08,4.0
5,M,Pomorskie,2021-01-08,1.0
6,M,Pomorskie,2021-01-08,5.0
7,M,Pomorskie,2021-01-08,4.0
8,M,Pomorskie,2021-01-08,11.0
6,K,Warmińsko-Mazurskie,2021-01-08,1.0
7,K,Warmińsko-Mazurskie,2021-01-08,4.0
8,K,Warmińsko-Mazurskie,2021-01-08,9.0
7,M,Warmińsko-Mazurskie,2021-01-08,8.0
8,M,Warmińsko-Mazurskie,2021-01-08,4.0
5,K,Wielkopolskie,2021-01-08,1.0
6,K,Wielkopolskie,2021-01-08,2.0
7,K,Wielkopolskie,2021-01-08,1.0
8,K,Wielkopolskie,2021-01-08,4.0
3,M,Wielkopolskie,2021-01-08,1.0
5,M,Wielkopolskie,2021-01-08,1.0
6,M,Wielkopolskie,2021-01-08,7.0
7,M,Wielkopolskie,2021-01-08,9.0
8,M,Wielkopolskie,2021-01-08,4.0
6,K,Zachodniopomorskie,2021-01-08,1.0
7,K,Zachodniopomorskie,2021-01-08,1.0
8,K,Zachodniopomorskie,2021-01-08,1.0
6,M,Zachodniopomorskie,2021-01-08,2.0
7,M,Zachodniopomorskie,2021-01-08,6.0
8,M,Zachodniopomorskie,2021-01-08,4.0
4,K,Łódzkie,2021-01-08,1.0
5,K,Łódzkie,2021-01-08,1.0
6,K,Łódzkie,2021-01-08,3.0
7,K,Łódzkie,2021-01-08,4.0
8,K,Łódzkie,2021-01-08,6.0
4,M,Łódzkie,2021-01-08,1.0
5,M,Łódzkie,2021-01-08,2.0
6,M,Łódzkie,2021-01-08,7.0
7,M,Łódzkie,2021-01-08,17.0
8,M,Łódzkie,2021-01-08,8.0
6,K,Śląskie,2021-01-08,2.0
7,K,Śląskie,2021-01-08,6.0
8,K,Śląskie,2021-01-08,1.0
6,M,Śląskie,2021-01-08,1.0
7,M,Śląskie,2021-01-08,7.0
8,M,Śląskie,2021-01-08,8.0
8,K,Świętokrzyskie,2021-01-08,1.0
8,M,Świętokrzyskie,2021-01-08,2.0
6,K,Dolnośląskie,2021-01-09,2.0
7,K,Dolnośląskie,2021-01-09,2.0
8,K,Dolnośląskie,2021-01-09,4.0
4,M,Dolnośląskie,2021-01-09,1.0
6,M,Dolnośląskie,2021-01-09,6.0
7,M,Dolnośląskie,2021-01-09,1.0
8,M,Dolnośląskie,2021-01-09,6.0
4,K,Kujawsko-Pomorskie,2021-01-09,1.0
5,K,Kujawsko-Pomorskie,2021-01-09,1.0
6,K,Kujawsko-Pomorskie,2021-01-09,2.0
7,K,Kujawsko-Pomorskie,2021-01-09,10.0
8,K,Kujawsko-Pomorskie,2021-01-09,10.0
4,M,Kujawsko-Pomorskie,2021-01-09,2.0
5,M,Kujawsko-Pomorskie,2021-01-09,1.0
6,M,Kujawsko-Pomorskie,2021-01-09,4.0
7,M,Kujawsko-Pomorskie,2021-01-09,14.0
8,M,Kujawsko-Pomorskie,2021-01-09,14.0
5,K,Lubelskie,2021-01-09,1.0
6,K,Lubelskie,2021-01-09,1.0
7,K,Lubelskie,2021-01-09,4.0
8,K,Lubelskie,2021-01-09,5.0
5,M,Lubelskie,2021-01-09,3.0
6,M,Lubelskie,2021-01-09,1.0
7,M,Lubelskie,2021-01-09,6.0
8,M,Lubelskie,2021-01-09,12.0
6,K,Lubuskie,2021-01-09,1.0
8,K,Lubuskie,2021-01-09,1.0
6,M,Lubuskie,2021-01-09,2.0
7,M,Lubuskie,2021-01-09,1.0
8,M,Lubuskie,2021-01-09,2.0
6,K,Mazowieckie,2021-01-09,2.0
7,K,Mazowieckie,2021-01-09,6.0
8,K,Mazowieckie,2021-01-09,13.0
5,M,Mazowieckie,2021-01-09,2.0
6,M,Mazowieckie,2021-01-09,5.0
7,M,Mazowieckie,2021-01-09,9.0
8,M,Mazowieckie,2021-01-09,8.0
5,K,Małopolskie,2021-01-09,1.0
7,K,Małopolskie,2021-01-09,2.0
8,K,Małopolskie,2021-01-09,6.0
7,M,Małopolskie,2021-01-09,1.0
8,M,Małopolskie,2021-01-09,3.0
7,K,Opolskie,2021-01-09,2.0
8,K,Opolskie,2021-01-09,1.0
6,M,Opolskie,2021-01-09,1.0
7,M,Opolskie,2021-01-09,2.0
8,M,Opolskie,2021-01-09,2.0
6,K,Podkarpackie,2021-01-09,1.0
7,K,Podkarpackie,2021-01-09,2.0
8,K,Podkarpackie,2021-01-09,3.0
6,M,Podkarpackie,2021-01-09,1.0
7,M,Podkarpackie,2021-01-09,1.0
8,M,Podkarpackie,2021-01-09,3.0
4,K,Podlaskie,2021-01-09,1.0
5,K,Podlaskie,2021-01-09,1.0
7,K,Podlaskie,2021-01-09,1.0
8,K,Podlaskie,2021-01-09,2.0
5,M,Podlaskie,2021-01-09,1.0
6,M,Podlaskie,2021-01-09,4.0
7,M,Podlaskie,2021-01-09,1.0
8,M,Podlaskie,2021-01-09,6.0
6,K,Pomorskie,2021-01-09,4.0
7,K,Pomorskie,2021-01-09,3.0
8,K,Pomorskie,2021-01-09,5.0
5,M,Pomorskie,2021-01-09,1.0
6,M,Pomorskie,2021-01-09,2.0
7,M,Pomorskie,2021-01-09,4.0
8,M,Pomorskie,2021-01-09,8.0
6,K,Warmińsko-Mazurskie,2021-01-09,1.0
7,K,Warmińsko-Mazurskie,2021-01-09,2.0
8,K,Warmińsko-Mazurskie,2021-01-09,8.0
4,M,Warmińsko-Mazurskie,2021-01-09,1.0
6,M,Warmińsko-Mazurskie,2021-01-09,5.0
7,M,Warmińsko-Mazurskie,2021-01-09,3.0
8,M,Warmińsko-Mazurskie,2021-01-09,7.0
5,K,Wielkopolskie,2021-01-09,1.0
6,K,Wielkopolskie,2021-01-09,2.0
7,K,Wielkopolskie,2021-01-09,2.0
8,K,Wielkopolskie,2021-01-09,15.0
5,M,Wielkopolskie,2021-01-09,2.0
6,M,Wielkopolskie,2021-01-09,8.0
7,M,Wielkopolskie,2021-01-09,12.0
8,M,Wielkopolskie,2021-01-09,12.0
4,K,Zachodniopomorskie,2021-01-09,1.0
6,K,Zachodniopomorskie,2021-01-09,5.0
7,K,Zachodniopomorskie,2021-01-09,4.0
8,K,Zachodniopomorskie,2021-01-09,17.0
5,M,Zachodniopomorskie,2021-01-09,1.0
6,M,Zachodniopomorskie,2021-01-09,2.0
7,M,Zachodniopomorskie,2021-01-09,2.0
8,M,Zachodniopomorskie,2021-01-09,5.0
6,K,Łódzkie,2021-01-09,3.0
7,K,Łódzkie,2021-01-09,2.0
8,K,Łódzkie,2021-01-09,9.0
5,M,Łódzkie,2021-01-09,3.0
6,M,Łódzkie,2021-01-09,5.0
7,M,Łódzkie,2021-01-09,2.0
8,M,Łódzkie,2021-01-09,5.0
4,K,Śląskie,2021-01-09,1.0
6,K,Śląskie,2021-01-09,1.0
7,K,Śląskie,2021-01-09,3.0
8,K,Śląskie,2021-01-09,14.0
5,M,Śląskie,2021-01-09,2.0
6,M,Śląskie,2021-01-09,3.0
7,M,Śląskie,2021-01-09,4.0
8,M,Śląskie,2021-01-09,11.0
8,K,Świętokrzyskie,2021-01-09,8.0
5,M,Świętokrzyskie,2021-01-09,1.0
7,M,Świętokrzyskie,2021-01-09,2.0
8,M,Świętokrzyskie,2021-01-09,3.0
7,K,Dolnośląskie,2021-01-10,1.0
8,K,Dolnośląskie,2021-01-10,1.0
7,M,Dolnośląskie,2021-01-10,2.0
6,K,Kujawsko-Pomorskie,2021-01-10,2.0
7,K,Kujawsko-Pomorskie,2021-01-10,1.0
8,K,Kujawsko-Pomorskie,2021-01-10,3.0
5,M,Kujawsko-Pomorskie,2021-01-10,1.0
6,M,Kujawsko-Pomorskie,2021-01-10,2.0
7,M,Kujawsko-Pomorskie,2021-01-10,4.0
8,M,Kujawsko-Pomorskie,2021-01-10,4.0
7,K,Lubelskie,2021-01-10,4.0
8,K,Lubelskie,2021-01-10,3.0
5,M,Lubelskie,2021-01-10,2.0
6,M,Lubelskie,2021-01-10,2.0
7,M,Lubelskie,2021-01-10,4.0
8,M,Lubelskie,2021-01-10,1.0
7,K,Lubuskie,2021-01-10,1.0
8,K,Lubuskie,2021-01-10,1.0
6,M,Lubuskie,2021-01-10,1.0
7,M,Lubuskie,2021-01-10,1.0
8,M,Lubuskie,2021-01-10,2.0
6,K,Mazowieckie,2021-01-10,3.0
7,K,Mazowieckie,2021-01-10,3.0
8,K,Mazowieckie,2021-01-10,10.0
5,M,Mazowieckie,2021-01-10,1.0
6,M,Mazowieckie,2021-01-10,1.0
7,M,Mazowieckie,2021-01-10,8.0
8,M,Mazowieckie,2021-01-10,14.0
7,M,Małopolskie,2021-01-10,1.0
8,M,Małopolskie,2021-01-10,1.0
5,K,Podkarpackie,2021-01-10,1.0
6,K,Podkarpackie,2021-01-10,1.0
6,M,Podkarpackie,2021-01-10,2.0
7,M,Podkarpackie,2021-01-10,2.0
8,M,Podkarpackie,2021-01-10,1.0
6,K,Podlaskie,2021-01-10,1.0
7,K,Podlaskie,2021-01-10,1.0
8,K,Podlaskie,2021-01-10,2.0
4,M,Podlaskie,2021-01-10,1.0
6,M,Podlaskie,2021-01-10,1.0
8,M,Podlaskie,2021-01-10,1.0
6,K,Pomorskie,2021-01-10,4.0
7,K,Pomorskie,2021-01-10,3.0
8,K,Pomorskie,2021-01-10,4.0
5,M,Pomorskie,2021-01-10,1.0
6,M,Pomorskie,2021-01-10,1.0
7,M,Pomorskie,2021-01-10,5.0
8,M,Pomorskie,2021-01-10,6.0
6,K,Wielkopolskie,2021-01-10,1.0
7,K,Wielkopolskie,2021-01-10,5.0
8,K,Wielkopolskie,2021-01-10,3.0
5,M,Wielkopolskie,2021-01-10,3.0
6,M,Wielkopolskie,2021-01-10,1.0
7,M,Wielkopolskie,2021-01-10,6.0
8,M,Wielkopolskie,2021-01-10,4.0
7,K,Zachodniopomorskie,2021-01-10,3.0
8,K,Zachodniopomorskie,2021-01-10,5.0
8,M,Zachodniopomorskie,2021-01-10,5.0
7,K,Łódzkie,2021-01-10,2.0
8,K,Łódzkie,2021-01-10,3.0
7,M,Łódzkie,2021-01-10,1.0
8,M,Łódzkie,2021-01-10,1.0
5,K,Śląskie,2021-01-10,1.0
7,K,Śląskie,2021-01-10,2.0
8,K,Śląskie,2021-01-10,2.0
6,M,Śląskie,2021-01-10,3.0
8,M,Śląskie,2021-01-10,1.0
8,K,Świętokrzyskie,2021-01-10,1.0
5,K,Kujawsko-Pomorskie,2021-01-11,1.0
6,K,Kujawsko-Pomorskie,2021-01-11,1.0
8,K,Kujawsko-Pomorskie,2021-01-11,1.0
4,M,Kujawsko-Pomorskie,2021-01-11,1.0
7,M,Kujawsko-Pomorskie,2021-01-11,2.0
8,K,Lubelskie,2021-01-11,1.0
7,M,Lubelskie,2021-01-11,4.0
8,K,Lubuskie,2021-01-11,3.0
7,M,Lubuskie,2021-01-11,2.0
6,K,Mazowieckie,2021-01-11,2.0
7,K,Mazowieckie,2021-01-11,1.0
8,K,Mazowieckie,2021-01-11,2.0
6,M,Mazowieckie,2021-01-11,1.0
8,M,Mazowieckie,2021-01-11,3.0
7,K,Małopolskie,2021-01-11,1.0
8,K,Opolskie,2021-01-11,1.0
7,K,Podkarpackie,2021-01-11,1.0
8,M,Podkarpackie,2021-01-11,2.0
6,K,Pomorskie,2021-01-11,1.0
7,K,Pomorskie,2021-01-11,6.0
8,K,Pomorskie,2021-01-11,4.0
6,M,Pomorskie,2021-01-11,1.0
7,M,Pomorskie,2021-01-11,4.0
8,M,Pomorskie,2021-01-11,6.0
8,K,Warmińsko-Mazurskie,2021-01-11,1.0
8,M,Warmińsko-Mazurskie,2021-01-11,2.0
5,K,Wielkopolskie,2021-01-11,1.0
6,K,Wielkopolskie,2021-01-11,1.0
7,K,Wielkopolskie,2021-01-11,1.0
8,K,Wielkopolskie,2021-01-11,1.0
4,M,Wielkopolskie,2021-01-11,1.0
6,M,Wielkopolskie,2021-01-11,4.0
8,M,Wielkopolskie,2021-01-11,1.0
8,K,Zachodniopomorskie,2021-01-11,1.0
4,M,Zachodniopomorskie,2021-01-11,1.0
7,M,Zachodniopomorskie,2021-01-11,1.0
8,M,Zachodniopomorskie,2021-01-11,2.0
7,K,Łódzkie,2021-01-11,1.0
7,M,Łódzkie,2021-01-11,1.0
6,K,Śląskie,2021-01-11,1.0
8,K,Śląskie,2021-01-11,1.0
6,M,Śląskie,2021-01-11,1.0
5,K,Dolnośląskie,2021-01-12,1.0
6,K,Dolnośląskie,2021-01-12,1.0
7,K,Dolnośląskie,2021-01-12,3.0
8,K,Dolnośląskie,2021-01-12,12.0
5,M,Dolnośląskie,2021-01-12,2.0
6,M,Dolnośląskie,2021-01-12,3.0
7,M,Dolnośląskie,2021-01-12,4.0
8,M,Dolnośląskie,2021-01-12,7.0
7,K,Kujawsko-Pomorskie,2021-01-12,3.0
8,K,Kujawsko-Pomorskie,2021-01-12,5.0
4,M,Kujawsko-Pomorskie,2021-01-12,1.0
6,M,Kujawsko-Pomorskie,2021-01-12,5.0
7,M,Kujawsko-Pomorskie,2021-01-12,5.0
8,M,Kujawsko-Pomorskie,2021-01-12,6.0
3,K,Lubelskie,2021-01-12,1.0
6,K,Lubelskie,2021-01-12,1.0
7,K,Lubelskie,2021-01-12,2.0
8,K,Lubelskie,2021-01-12,4.0
3,M,Lubelskie,2021-01-12,1.0
6,M,Lubelskie,2021-01-12,3.0
7,M,Lubelskie,2021-01-12,4.0
8,M,Lubelskie,2021-01-12,9.0
7,K,Lubuskie,2021-01-12,1.0
8,K,Lubuskie,2021-01-12,2.0
5,M,Lubuskie,2021-01-12,1.0
6,M,Lubuskie,2021-01-12,1.0
6,K,Mazowieckie,2021-01-12,3.0
7,K,Mazowieckie,2021-01-12,5.0
8,K,Mazowieckie,2021-01-12,5.0
5,M,Mazowieckie,2021-01-12,2.0
6,M,Mazowieckie,2021-01-12,5.0
7,M,Mazowieckie,2021-01-12,4.0
8,M,Mazowieckie,2021-01-12,2.0
6,K,Małopolskie,2021-01-12,2.0
7,K,Małopolskie,2021-01-12,2.0
8,K,Małopolskie,2021-01-12,9.0
5,M,Małopolskie,2021-01-12,4.0
6,M,Małopolskie,2021-01-12,2.0
7,M,Małopolskie,2021-01-12,4.0
8,M,Małopolskie,2021-01-12,3.0
7,K,Opolskie,2021-01-12,2.0
8,K,Opolskie,2021-01-12,1.0
7,M,Opolskie,2021-01-12,3.0
8,M,Opolskie,2021-01-12,2.0
4,K,Podkarpackie,2021-01-12,1.0
5,K,Podkarpackie,2021-01-12,1.0
6,K,Podkarpackie,2021-01-12,3.0
7,K,Podkarpackie,2021-01-12,1.0
8,K,Podkarpackie,2021-01-12,5.0
4,M,Podkarpackie,2021-01-12,1.0
5,M,Podkarpackie,2021-01-12,1.0
6,M,Podkarpackie,2021-01-12,3.0
7,M,Podkarpackie,2021-01-12,5.0
8,M,Podkarpackie,2021-01-12,3.0
7,K,Podlaskie,2021-01-12,1.0
3,K,Pomorskie,2021-01-12,1.0
6,K,Pomorskie,2021-01-12,4.0
7,K,Pomorskie,2021-01-12,2.0
8,K,Pomorskie,2021-01-12,7.0
6,M,Pomorskie,2021-01-12,2.0
7,M,Pomorskie,2021-01-12,3.0
8,M,Pomorskie,2021-01-12,6.0
4,K,Warmińsko-Mazurskie,2021-01-12,1.0
7,K,Warmińsko-Mazurskie,2021-01-12,6.0
8,K,Warmińsko-Mazurskie,2021-01-12,4.0
5,M,Warmińsko-Mazurskie,2021-01-12,1.0
6,M,Warmińsko-Mazurskie,2021-01-12,2.0
7,M,Warmińsko-Mazurskie,2021-01-12,4.0
8,M,Warmińsko-Mazurskie,2021-01-12,5.0
6,K,Wielkopolskie,2021-01-12,1.0
7,K,Wielkopolskie,2021-01-12,3.0
8,K,Wielkopolskie,2021-01-12,4.0
6,M,Wielkopolskie,2021-01-12,6.0
7,M,Wielkopolskie,2021-01-12,2.0
7,K,Zachodniopomorskie,2021-01-12,1.0
5,M,Zachodniopomorskie,2021-01-12,1.0
6,M,Zachodniopomorskie,2021-01-12,3.0
7,M,Zachodniopomorskie,2021-01-12,4.0
6,K,Łódzkie,2021-01-12,3.0
7,K,Łódzkie,2021-01-12,5.0
8,K,Łódzkie,2021-01-12,3.0
4,M,Łódzkie,2021-01-12,1.0
6,M,Łódzkie,2021-01-12,2.0
7,M,Łódzkie,2021-01-12,10.0
8,M,Łódzkie,2021-01-12,4.0
4,K,Śląskie,2021-01-12,1.0
5,K,Śląskie,2021-01-12,1.0
6,K,Śląskie,2021-01-12,2.0
7,K,Śląskie,2021-01-12,5.0
8,K,Śląskie,2021-01-12,6.0
4,M,Śląskie,2021-01-12,2.0
5,M,Śląskie,2021-01-12,3.0
6,M,Śląskie,2021-01-12,5.0
7,M,Śląskie,2021-01-12,4.0
8,M,Śląskie,2021-01-12,12.0
6,K,Świętokrzyskie,2021-01-12,2.0
7,K,Świętokrzyskie,2021-01-12,2.0
8,K,Świętokrzyskie,2021-01-12,2.0
6,M,Świętokrzyskie,2021-01-12,3.0
7,M,Świętokrzyskie,2021-01-12,1.0
8,M,Świętokrzyskie,2021-01-12,1.0
6,K,Dolnośląskie,2021-01-13,1.0
7,K,Dolnośląskie,2021-01-13,2.0
8,K,Dolnośląskie,2021-01-13,7.0
6,M,Dolnośląskie,2021-01-13,1.0
7,M,Dolnośląskie,2021-01-13,7.0
8,M,Dolnośląskie,2021-01-13,8.0
6,K,Kujawsko-Pomorskie,2021-01-13,3.0
7,K,Kujawsko-Pomorskie,2021-01-13,2.0
8,K,Kujawsko-Pomorskie,2021-01-13,17.0
6,M,Kujawsko-Pomorskie,2021-01-13,6.0
7,M,Kujawsko-Pomorskie,2021-01-13,9.0
8,M,Kujawsko-Pomorskie,2021-01-13,7.0
7,K,Lubelskie,2021-01-13,3.0
8,K,Lubelskie,2021-01-13,7.0
6,M,Lubelskie,2021-01-13,6.0
7,M,Lubelskie,2021-01-13,2.0
8,M,Lubelskie,2021-01-13,3.0
6,K,Lubuskie,2021-01-13,1.0
8,K,Lubuskie,2021-01-13,4.0
4,M,Lubuskie,2021-01-13,1.0
6,M,Lubuskie,2021-01-13,3.0
7,M,Lubuskie,2021-01-13,2.0
8,M,Lubuskie,2021-01-13,2.0
6,K,Mazowieckie,2021-01-13,6.0
7,K,Mazowieckie,2021-01-13,6.0
8,K,Mazowieckie,2021-01-13,13.0
4,M,Mazowieckie,2021-01-13,1.0
5,M,Mazowieckie,2021-01-13,1.0
6,M,Mazowieckie,2021-01-13,5.0
7,M,Mazowieckie,2021-01-13,8.0
8,M,Mazowieckie,2021-01-13,10.0
7,K,Małopolskie,2021-01-13,3.0
8,K,Małopolskie,2021-01-13,15.0
3,M,Małopolskie,2021-01-13,1.0
6,M,Małopolskie,2021-01-13,3.0
7,M,Małopolskie,2021-01-13,8.0
8,M,Małopolskie,2021-01-13,5.0
4,M,Opolskie,2021-01-13,1.0
6,M,Opolskie,2021-01-13,1.0
8,M,Opolskie,2021-01-13,1.0
6,K,Podkarpackie,2021-01-13,1.0
8,K,Podkarpackie,2021-01-13,4.0
5,M,Podkarpackie,2021-01-13,1.0
6,M,Podkarpackie,2021-01-13,1.0
7,M,Podkarpackie,2021-01-13,2.0
8,M,Podkarpackie,2021-01-13,4.0
5,K,Podlaskie,2021-01-13,1.0
7,K,Podlaskie,2021-01-13,2.0
8,K,Podlaskie,2021-01-13,8.0
4,M,Podlaskie,2021-01-13,1.0
6,M,Podlaskie,2021-01-13,4.0
7,M,Podlaskie,2021-01-13,4.0
8,M,Podlaskie,2021-01-13,6.0
4,K,Pomorskie,2021-01-13,1.0
5,K,Pomorskie,2021-01-13,1.0
7,K,Pomorskie,2021-01-13,3.0
8,K,Pomorskie,2021-01-13,7.0
2,M,Pomorskie,2021-01-13,1.0
4,M,Pomorskie,2021-01-13,1.0
5,M,Pomorskie,2021-01-13,1.0
6,M,Pomorskie,2021-01-13,3.0
7,M,Pomorskie,2021-01-13,4.0
8,M,Pomorskie,2021-01-13,10.0
6,K,Warmińsko-Mazurskie,2021-01-13,2.0
7,K,Warmińsko-Mazurskie,2021-01-13,3.0
8,K,Warmińsko-Mazurskie,2021-01-13,4.0
6,M,Warmińsko-Mazurskie,2021-01-13,4.0
7,M,Warmińsko-Mazurskie,2021-01-13,3.0
8,M,Warmińsko-Mazurskie,2021-01-13,3.0
6,K,Wielkopolskie,2021-01-13,5.0
7,K,Wielkopolskie,2021-01-13,11.0
8,K,Wielkopolskie,2021-01-13,16.0
6,M,Wielkopolskie,2021-01-13,9.0
7,M,Wielkopolskie,2021-01-13,14.0
8,M,Wielkopolskie,2021-01-13,10.0
5,K,Zachodniopomorskie,2021-01-13,1.0
6,K,Zachodniopomorskie,2021-01-13,3.0
8,K,Zachodniopomorskie,2021-01-13,17.0
6,M,Zachodniopomorskie,2021-01-13,6.0
7,M,Zachodniopomorskie,2021-01-13,9.0
8,M,Zachodniopomorskie,2021-01-13,6.0
5,K,Łódzkie,2021-01-13,1.0
6,K,Łódzkie,2021-01-13,3.0
7,K,Łódzkie,2021-01-13,10.0
8,K,Łódzkie,2021-01-13,7.0
5,M,Łódzkie,2021-01-13,2.0
6,M,Łódzkie,2021-01-13,3.0
7,M,Łódzkie,2021-01-13,10.0
8,M,Łódzkie,2021-01-13,7.0
6,K,Śląskie,2021-01-13,4.0
7,K,Śląskie,2021-01-13,4.0
8,K,Śląskie,2021-01-13,10.0
5,M,Śląskie,2021-01-13,1.0
6,M,Śląskie,2021-01-13,4.0
7,M,Śląskie,2021-01-13,7.0
8,M,Śląskie,2021-01-13,6.0
8,b.d.,Śląskie,2021-01-13,1.0
7,K,Świętokrzyskie,2021-01-13,1.0
8,K,Świętokrzyskie,2021-01-13,2.0
6,M,Świętokrzyskie,2021-01-13,2.0
7,M,Świętokrzyskie,2021-01-13,4.0
8,M,Świętokrzyskie,2021-01-13,4.0
3,K,Dolnośląskie,2021-01-14,1.0
5,K,Dolnośląskie,2021-01-14,1.0
6,K,Dolnośląskie,2021-01-14,2.0
8,K,Dolnośląskie,2021-01-14,2.0
4,M,Dolnośląskie,2021-01-14,1.0
6,M,Dolnośląskie,2021-01-14,2.0
7,M,Dolnośląskie,2021-01-14,6.0
8,M,Dolnośląskie,2021-01-14,1.0
5,K,Kujawsko-Pomorskie,2021-01-14,1.0
6,K,Kujawsko-Pomorskie,2021-01-14,3.0
7,K,Kujawsko-Pomorskie,2021-01-14,4.0
8,K,Kujawsko-Pomorskie,2021-01-14,6.0
3,M,Kujawsko-Pomorskie,2021-01-14,1.0
4,M,Kujawsko-Pomorskie,2021-01-14,1.0
5,M,Kujawsko-Pomorskie,2021-01-14,2.0
