date,location,hosp_patients,total_beds,icu_patients,total_resp,used_beds,used_resp
2021-03-02,zachodniopomorskie,536.571,1169,69,125,45.9,55.2
2021-03-02,łódzkie,1014.447,2163,82,227,46.9,36.1
2021-03-02,śląskie,1511.136,2592,140,227,58.3,61.7
2021-03-02,świętokrzyskie,565.46,980,97,101,57.7,96.0
2021-03-03,dolnośląskie,1158.604,1777,112,150,65.2,74.7
2021-03-03,kujawsko-pomorskie,1066.338,1519,117,153,70.2,76.5
2021-03-03,lubelskie,908.6560000000001,1708,89,200,53.2,44.5
2021-03-03,lubuskie,546.845,895,44,77,61.1,57.1
2021-03-03,mazowieckie,2530.5,3500,266,370,72.3,71.9
2021-03-03,małopolskie,1047.144,1932,133,184,54.2,72.3
2021-03-03,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-03,podkarpackie,1283.364,1836,122,173,69.9,70.5
2021-03-03,podlaskie,623.712,1168,72,119,53.4,60.5
2021-03-03,polska,15990.521999999999,26387,1654,2607,60.6,63.4
2021-03-03,pomorskie,1063.6680000000001,1644,93,129,64.7,72.1
2021-03-03,warmińsko-mazurskie,764.6670000000001,1143,105,132,66.9,79.5
2021-03-03,wielkopolskie,1001.6220000000001,1721,81,168,58.2,48.2
2021-03-03,zachodniopomorskie,547.092,1169,68,125,46.8,54.4
2021-03-03,łódzkie,1039.441,2161,82,231,48.1,35.5
2021-03-03,śląskie,1581.6689999999999,2623,151,233,60.3,64.8
2021-03-03,świętokrzyskie,585.822,978,100,101,59.9,99.0
2021-03-04,dolnośląskie,1214.5480000000002,1802,104,149,67.4,69.8
2021-03-04,kujawsko-pomorskie,1101.275,1519,118,153,72.5,77.1
2021-03-04,lubelskie,936.5939999999999,1706,93,201,54.9,46.3
2021-03-04,lubuskie,571.905,895,45,77,63.9,58.4
2021-03-04,mazowieckie,2538.576,3468,276,371,73.2,74.4
2021-03-04,małopolskie,1106.37,1941,132,183,57.0,72.1
2021-03-04,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-04,podkarpackie,1296.7680000000003,1842,123,175,70.4,70.3
2021-03-04,podlaskie,659.3159999999999,1169,71,120,56.4,59.2
2021-03-04,polska,16424.208,26448,1671,2616,62.1,63.9
2021-03-04,pomorskie,1047.228,1644,93,129,63.7,72.1
2021-03-04,warmińsko-mazurskie,780.105,1191,109,135,65.5,80.7
2021-03-04,wielkopolskie,1034.3210000000001,1721,94,168,60.1,56.0
2021-03-04,zachodniopomorskie,568.134,1169,65,125,48.6,52.0
2021-03-04,łódzkie,1082.0,2164,85,234,50.0,36.3
2021-03-04,śląskie,1617.0,2625,160,234,61.6,68.4
2021-03-04,świętokrzyskie,619.707,979,84,100,63.3,84.0
2021-03-05,dolnośląskie,1255.28,1846,117,151,68.0,77.5
2021-03-05,kujawsko-pomorskie,1128.111,1569,114,163,71.9,69.9
2021-03-05,lubelskie,955.36,1706,106,201,56.0,52.7
2021-03-05,lubuskie,592.0,925,41,77,64.0,53.2
2021-03-05,mazowieckie,2585.2909999999997,3527,292,379,73.3,77.0
2021-03-05,małopolskie,1107.696,1964,126,187,56.4,67.4
2021-03-05,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-05,podkarpackie,1324.15,1865,127,174,71.0,73.0
2021-03-05,podlaskie,660.738,1182,69,119,55.9,58.0
2021-03-05,polska,16706.976,26774,1715,2639,62.4,65.0
2021-03-05,pomorskie,1081.752,1644,93,128,65.8,72.7
2021-03-05,warmińsko-mazurskie,791.685,1205,109,135,65.7,80.7
2021-03-05,wielkopolskie,1034.3210000000001,1721,86,168,60.1,51.2
2021-03-05,zachodniopomorskie,602.035,1169,71,125,51.5,56.8
2021-03-05,łódzkie,1071.856,2161,88,234,49.6,37.6
2021-03-05,śląskie,1650.6180000000002,2658,169,234,62.1,72.2
2021-03-05,świętokrzyskie,625.6659999999999,1019,88,102,61.4,86.3
2021-03-06,dolnośląskie,1287.7279999999998,1963,121,153,65.6,79.1
2021-03-06,kujawsko-pomorskie,1123.404,1569,131,163,71.6,80.4
2021-03-06,lubelskie,924.6520000000002,1706,100,201,54.2,49.8
2021-03-06,lubuskie,599.4,925,45,77,64.8,58.4
2021-03-06,mazowieckie,2621.509,3557,299,383,73.7,78.1
2021-03-06,małopolskie,1121.76,1968,128,189,57.0,67.7
2021-03-06,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-06,podkarpackie,1328.592,1866,135,174,71.2,77.6
2021-03-06,podlaskie,649.467,1183,67,120,54.9,55.8
2021-03-06,polska,16851.92,26920,1761,2654,62.6,66.4
2021-03-06,pomorskie,1134.36,1644,100,127,69.0,78.7
2021-03-06,warmińsko-mazurskie,789.633,1191,106,135,66.3,78.5
2021-03-06,wielkopolskie,1077.346,1721,94,168,62.6,56.0
2021-03-06,zachodniopomorskie,549.43,1169,64,125,47.0,51.2
2021-03-06,łódzkie,1071.856,2161,88,234,49.6,37.6
2021-03-06,śląskie,1702.4959999999999,2656,171,234,64.1,73.1
2021-03-06,świętokrzyskie,638.388,1028,93,109,62.1,85.3
2021-03-07,dolnośląskie,1350.5439999999999,1963,125,155,68.8,80.6
2021-03-07,kujawsko-pomorskie,1167.336,1569,132,163,74.4,81.0
2021-03-07,lubelskie,946.83,1706,102,201,55.5,50.7
2021-03-07,lubuskie,593.85,925,41,77,64.2,53.2
2021-03-07,mazowieckie,2653.5219999999995,3557,309,385,74.6,80.3
2021-03-07,małopolskie,1178.5610000000001,1961,142,188,60.1,75.5
2021-03-07,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-07,podkarpackie,1324.15,1865,140,176,71.0,79.5
2021-03-07,podlaskie,663.663,1183,72,120,56.1,60.0
2021-03-07,polska,17258.284,26924,1834,2654,64.1,69.1
2021-03-07,pomorskie,1137.6480000000001,1644,97,127,69.2,76.4
2021-03-07,warmińsko-mazurskie,813.453,1191,103,135,68.3,76.3
2021-03-07,wielkopolskie,1125.534,1721,98,168,65.4,58.3
2021-03-07,zachodniopomorskie,619.57,1169,77,125,53.0,61.6
2021-03-07,łódzkie,1074.017,2161,115,231,49.7,49.8
2021-03-07,śląskie,1702.4959999999999,2656,171,234,64.1,73.1
2021-03-07,świętokrzyskie,665.6,1040,91,107,64.0,85.0
2021-03-08,dolnośląskie,1426.9879999999998,1993,126,163,71.6,77.3
2021-03-08,kujawsko-pomorskie,1223.82,1569,120,163,78.0,73.6
2021-03-08,lubelskie,1007.19,1710,98,201,58.9,48.8
2021-03-08,lubuskie,593.85,925,41,77,64.2,53.2
2021-03-08,mazowieckie,2757.06,3604,307,386,76.5,79.5
2021-03-08,małopolskie,1256.85,1995,152,192,63.0,79.2
2021-03-08,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-08,podkarpackie,1374.688,1904,138,179,72.2,77.1
2021-03-08,podlaskie,701.5189999999999,1183,73,120,59.3,60.8
2021-03-08,polska,18058.075,27155,1821,2699,66.5,67.5
2021-03-08,pomorskie,1162.262,1682,105,140,69.1,75.0
2021-03-08,warmińsko-mazurskie,844.4190000000001,1191,102,145,70.9,70.3
2021-03-08,wielkopolskie,1166.838,1721,94,168,67.8,56.0
2021-03-08,zachodniopomorskie,621.908,1169,71,125,53.2,56.8
2021-03-08,łódzkie,1166.922,2169,107,233,53.8,45.9
2021-03-08,śląskie,1830.08,2660,175,238,68.8,73.5
2021-03-08,świętokrzyskie,676.4780000000001,1067,93,107,63.4,86.9
2021-03-09,dolnośląskie,1430.0480000000002,2144,133,165,66.7,80.6
2021-03-09,kujawsko-pomorskie,1228.527,1569,124,163,78.3,76.1
2021-03-09,lubelskie,1034.442,1707,98,201,60.6,48.8
2021-03-09,lubuskie,656.75,925,54,77,71.0,70.1
2021-03-09,mazowieckie,2791.489,3547,307,386,78.7,79.5
2021-03-09,małopolskie,1256.904,2024,155,201,62.1,77.1
2021-03-09,opolskie,237.84399999999997,613,19,62,38.8,30.6
2021-03-09,podkarpackie,1380.714,1923,155,182,71.8,85.2
2021-03-09,podlaskie,714.505,1181,78,118,60.5,66.1
2021-03-09,polska,18294.516,27387,1889,2714,66.8,69.6
2021-03-09,pomorskie,1152.17,1682,107,142,68.5,75.4
2021-03-09,warmińsko-mazurskie,854.155,1229,107,145,69.5,73.8
2021-03-09,wielkopolskie,1175.328,1749,99,168,67.2,58.9
2021-03-09,zachodniopomorskie,612.645,1185,76,125,51.7,60.8
2021-03-09,łódzkie,1185.366,2171,100,234,54.6,42.7
2021-03-09,śląskie,1879.53,2666,184,238,70.5,77.3
2021-03-09,świętokrzyskie,705.3759999999999,1072,93,107,65.8,86.9
2021-03-10,dolnośląskie,1464.125,2125,137,172,68.9,79.7
2021-03-10,kujawsko-pomorskie,1261.476,1569,134,163,80.4,82.2
2021-03-10,lubelskie,1044.771,1677,100,200,62.3,50.0
2021-03-10,lubuskie,640.971,933,43,77,68.7,55.8
2021-03-10,mazowieckie,2858.6739999999995,3614,325,385,79.1,84.4
2021-03-10,małopolskie,1331.264,1952,159,204,68.2,77.9
2021-03-10,opolskie,308.112,588,34,50,52.4,68.0
2021-03-10,podkarpackie,1438.317,1973,160,185,72.9,86.5
2021-03-10,podlaskie,693.528,1221,71,118,56.8,60.2
2021-03-10,polska,18691.16,27487,1919,2736,68.0,70.1
2021-03-10,pomorskie,1173.3670000000002,1703,103,144,68.9,71.5
2021-03-10,warmińsko-mazurskie,854.91,1239,94,165,69.0,57.0
2021-03-10,wielkopolskie,1206.81,1749,92,168,69.0,54.8
2021-03-10,zachodniopomorskie,613.83,1185,81,125,51.8,64.8
2021-03-10,łódzkie,1200.5629999999999,2171,104,234,55.3,44.4
2021-03-10,śląskie,1891.79,2722,187,238,69.5,78.6
2021-03-10,świętokrzyskie,702.4940000000001,1066,95,108,65.9,88.0
2021-03-11,dolnośląskie,1495.97,2107,146,174,71.0,83.9
2021-03-11,kujawsko-pomorskie,1279.01,1619,139,171,79.0,81.3
2021-03-11,lubelskie,1053.987,1681,96,201,62.7,47.8
2021-03-11,lubuskie,651.036,956,55,77,68.1,71.4
2021-03-11,mazowieckie,2898.2239999999997,3664,319,387,79.1,82.4
2021-03-11,małopolskie,1361.6280000000002,1962,167,207,69.4,80.7
2021-03-11,opolskie,336.92400000000004,588,38,55,57.3,69.1
2021-03-11,podkarpackie,1444.555,1939,164,190,74.5,86.3
2021-03-11,podlaskie,709.34,1223,72,120,58.0,60.0
2021-03-11,polska,19097.124,27597,1982,2765,69.2,71.7
2021-03-11,pomorskie,1193.8029999999999,1703,113,144,70.1,78.5
2021-03-11,warmińsko-mazurskie,856.1489999999999,1239,109,165,69.1,66.1
2021-03-11,wielkopolskie,1238.292,1749,93,168,70.8,55.4
2021-03-11,zachodniopomorskie,653.52,1167,81,125,56.0,64.8
2021-03-11,łódzkie,1250.3590000000002,2167,101,234,57.7,43.2
2021-03-11,śląskie,1945.896,2733,196,238,71.2,82.4
2021-03-11,świętokrzyskie,732.6,1100,93,109,66.6,85.3
2021-03-12,dolnośląskie,1503.28,2185,145,184,68.8,78.8
2021-03-12,kujawsko-pomorskie,1270.7939999999999,1659,138,179,76.6,77.1
2021-03-12,lubelskie,1071.4340000000002,1682,99,200,63.7,49.5
2021-03-12,lubuskie,671.4540000000001,1022,60,78,65.7,76.9
2021-03-12,mazowieckie,2974.073,3779,325,394,78.7,82.5
2021-03-12,małopolskie,1419.5829999999999,1991,178,212,71.3,84.0
2021-03-12,opolskie,336.92400000000004,588,38,55,57.3,69.1
2021-03-12,podkarpackie,1496.614,2017,161,205,74.2,78.5
2021-03-12,podlaskie,732.5190000000001,1227,75,119,59.7,63.0
2021-03-12,polska,19515.839999999997,28040,2008,2830,69.6,71.0
2021-03-12,pomorskie,1197.3870000000002,1713,121,145,69.9,83.4
2021-03-12,warmińsko-mazurskie,846.237,1239,102,165,68.3,61.8
2021-03-12,wielkopolskie,1278.519,1749,98,168,73.1,58.3
2021-03-12,zachodniopomorskie,660.5219999999999,1167,77,125,56.6,61.6
2021-03-12,łódzkie,1250.3590000000002,2167,101,234,57.7,43.2
2021-03-12,śląskie,1998.1,2756,199,258,72.5,77.1
2021-03-12,świętokrzyskie,795.676,1099,91,109,72.4,83.5
2021-03-13,dolnośląskie,1508.55,2225,155,187,67.8,82.9
2021-03-13,kujawsko-pomorskie,1270.7939999999999,1659,138,179,76.6,77.1
2021-03-13,lubelskie,1059.436,1687,112,200,62.8,56.0
2021-03-13,lubuskie,719.488,1022,64,88,70.4,72.7
2021-03-13,mazowieckie,3049.098,3783,313,392,80.6,79.8
2021-03-13,małopolskie,1405.6459999999997,1991,183,210,70.6,87.1
2021-03-13,opolskie,367.82199999999995,658,42,69,55.9,60.9
2021-03-13,podkarpackie,1531.486,2078,156,208,73.7,75.0
2021-03-13,podlaskie,729.182,1238,77,120,58.9,64.2
2021-03-13,polska,19683.79,28322,2075,2861,69.5,72.5
2021-03-13,pomorskie,1223.082,1713,120,143,71.4,83.9
2021-03-13,warmińsko-mazurskie,841.25,1250,115,167,67.3,68.9
2021-03-13,wielkopolskie,1281.582,1758,104,168,72.9,61.9
2021-03-13,zachodniopomorskie,629.888,1184,85,125,53.2,68.0
2021-03-13,łódzkie,1259.712,2187,104,234,57.6,44.4
2021-03-13,śląskie,2020.6840000000002,2791,209,258,72.4,81.0
2021-03-13,świętokrzyskie,786.1679999999999,1098,98,113,71.6,86.7
2021-03-14,dolnośląskie,1573.075,2225,157,189,70.7,83.1
2021-03-14,kujawsko-pomorskie,1280.0410000000002,1709,135,174,74.9,77.6
2021-03-14,lubelskie,1096.55,1687,112,200,65.0,56.0
2021-03-14,lubuskie,742.9940000000001,1022,65,88,72.7,73.9
2021-03-14,mazowieckie,3059.683,3839,320,421,79.7,76.0
2021-03-14,małopolskie,1481.0320000000002,1996,179,211,74.2,84.8
2021-03-14,opolskie,367.82199999999995,658,42,69,55.9,60.9
2021-03-14,podkarpackie,1600.2,2100,166,214,76.2,77.6
2021-03-14,podlaskie,757.6560000000001,1238,79,120,61.2,65.8
2021-03-14,polska,20244.303,28473,2084,2882,71.1,72.3
2021-03-14,pomorskie,1254.344,1723,128,143,72.8,89.5
2021-03-14,warmińsko-mazurskie,857.6,1280,113,167,67.0,67.7
2021-03-14,wielkopolskie,1332.5639999999999,1758,105,168,75.8,62.5
2021-03-14,zachodniopomorskie,653.568,1184,85,125,55.2,68.0
2021-03-14,łódzkie,1268.104,2164,98,226,58.6,43.4
2021-03-14,śląskie,2065.34,2791,209,258,74.0,81.0
2021-03-14,świętokrzyskie,841.834,1099,91,109,76.6,83.5
2021-03-15,dolnośląskie,1672.9279999999999,2273,156,191,73.6,81.7
2021-03-15,kujawsko-pomorskie,1338.1170000000002,1763,141,178,75.9,79.2
2021-03-15,lubelskie,1159.9679999999998,1686,122,201,68.8,60.7
2021-03-15,lubuskie,782.28,1060,61,89,73.8,68.5
2021-03-15,mazowieckie,3202.95,3930,334,432,81.5,77.3
2021-03-15,małopolskie,1588.928,2257,186,209,70.4,89.0
2021-03-15,opolskie,369.685,691,49,74,53.5,66.2
2021-03-15,podkarpackie,1634.52,2120,167,219,77.1,76.3
2021-03-15,podlaskie,798.798,1254,81,120,63.7,67.5
2021-03-15,polska,21180.285,29295,2139,2959,72.3,72.3
2021-03-15,pomorskie,1286.56,1720,130,149,74.8,87.2
2021-03-15,warmińsko-mazurskie,883.77,1335,110,174,66.2,63.2
2021-03-15,wielkopolskie,1368.059,1793,111,173,76.3,64.2
2021-03-15,zachodniopomorskie,692.64,1184,85,125,58.5,68.0
2021-03-15,łódzkie,1342.192,2252,102,244,59.6,41.8
2021-03-15,śląskie,2162.556,2838,206,260,76.2,79.2
2021-03-15,świętokrzyskie,896.393,1139,98,121,78.7,81.0
2021-03-16,dolnośląskie,1703.104,2314,155,192,73.6,80.7
2021-03-16,kujawsko-pomorskie,1353.516,1788,141,178,75.7,79.2
2021-03-16,lubelskie,1162.72,1690,120,204,68.8,58.8
2021-03-16,lubuskie,804.7710000000001,1089,66,92,73.9,71.7
2021-03-16,mazowieckie,3251.04,4168,345,435,78.0,79.3
2021-03-16,małopolskie,1611.96,2280,198,214,70.7,92.5
2021-03-16,opolskie,413.21799999999996,691,44,72,59.8,61.1
2021-03-16,podkarpackie,1659.864,2139,179,222,77.6,80.6
2021-03-16,podlaskie,782.4959999999999,1254,77,120,62.4,64.2
2021-03-16,polska,21507.69,29955,2193,2979,71.8,73.6
2021-03-16,pomorskie,1283.643,1737,131,148,73.9,88.5
2021-03-16,warmińsko-mazurskie,881.1,1335,116,164,66.0,70.7
2021-03-16,wielkopolskie,1376.7779999999998,1858,116,177,74.1,65.5
2021-03-16,zachodniopomorskie,711.5840000000001,1184,85,125,60.1,68.0
2021-03-16,łódzkie,1390.164,2294,115,243,60.6,47.3
2021-03-16,śląskie,2216.349,2967,212,272,74.7,77.9
2021-03-16,świętokrzyskie,909.0930000000001,1167,93,121,77.9,76.9
2021-03-17,dolnośląskie,1717.56,2340,163,201,73.4,81.1
2021-03-17,kujawsko-pomorskie,1373.605,1805,134,180,76.1,74.4
2021-03-17,lubelskie,1158.43,1729,112,202,67.0,55.4
2021-03-17,lubuskie,826.5279999999999,1123,71,92,73.6,77.2
2021-03-17,mazowieckie,3304.1659999999997,4247,345,436,77.8,79.1
2021-03-17,małopolskie,1653.75,2450,207,233,67.5,88.8
2021-03-17,opolskie,432.25,665,44,66,65.0,66.7
2021-03-17,podkarpackie,1681.5919999999999,2134,185,221,78.8,83.7
2021-03-17,podlaskie,778.6240000000001,1264,76,121,61.6,62.8
2021-03-17,polska,21856.976000000002,30698,2190,3021,71.2,72.5
2021-03-17,pomorskie,1303.584,1776,124,154,73.4,80.5
2021-03-17,warmińsko-mazurskie,887.775,1335,103,164,66.5,62.8
2021-03-17,wielkopolskie,1393.7,1991,116,178,70.0,65.2
2021-03-17,zachodniopomorskie,720.5090000000001,1187,79,126,60.7,62.7
2021-03-17,łódzkie,1429.516,2332,118,243,61.3,48.6
2021-03-17,śląskie,2260.5719999999997,3084,209,277,73.3,75.5
2021-03-17,świętokrzyskie,933.18,1236,104,127,75.5,81.9
2021-03-18,dolnośląskie,1773.86,2420,164,201,73.3,81.6
2021-03-18,kujawsko-pomorskie,1369.7279999999998,1856,135,180,73.8,75.0
2021-03-18,lubelskie,1179.72,1740,118,206,67.8,57.3
2021-03-18,lubuskie,854.6029999999998,1123,73,92,76.1,79.3
2021-03-18,mazowieckie,3443.325,4443,368,437,77.5,84.2
2021-03-18,małopolskie,1730.832,2568,211,251,67.4,84.1
2021-03-18,opolskie,434.94,659,43,62,66.0,69.4
2021-03-18,podkarpackie,1709.928,2159,183,221,79.2,82.8
2021-03-18,podlaskie,796.8240000000001,1302,79,121,61.2,65.3
2021-03-18,polska,22566.684000000005,31606,2240,3071,71.4,72.9
2021-03-18,pomorskie,1324.71,1795,126,154,73.8,81.8
2021-03-18,warmińsko-mazurskie,893.113,1339,112,164,66.7,68.3
2021-03-18,wielkopolskie,1463.872,2056,113,183,71.2,61.7
2021-03-18,zachodniopomorskie,720.5090000000001,1187,79,126,60.7,62.7
2021-03-18,łódzkie,1487.8980000000001,2358,113,239,63.1,47.3
2021-03-18,śląskie,2394.36,3240,217,287,73.9,75.6
2021-03-18,świętokrzyskie,982.6419999999999,1361,106,147,72.2,72.1
2021-03-19,dolnośląskie,1821.836,2452,167,207,74.3,80.7
2021-03-19,kujawsko-pomorskie,1431.552,1864,144,181,76.8,79.6
2021-03-19,lubelskie,1229.382,1774,121,204,69.3,59.3
2021-03-19,lubuskie,846.2790000000001,1197,78,98,70.7,79.6
2021-03-19,mazowieckie,3626.0840000000003,4697,370,450,77.2,82.2
2021-03-19,małopolskie,1811.02,2852,217,271,63.5,80.1
2021-03-19,opolskie,442.18899999999996,659,48,62,67.1,77.4
2021-03-19,podkarpackie,1724.7060000000001,2214,202,244,77.9,82.8
2021-03-19,podlaskie,793.55,1345,78,121,59.0,64.5
2021-03-19,polska,23248.988999999998,32699,2313,3139,71.1,73.7
2021-03-19,pomorskie,1327.8480000000002,1814,128,154,73.2,83.1
2021-03-19,warmińsko-mazurskie,904.5079999999999,1348,120,165,67.1,72.7
2021-03-19,wielkopolskie,1544.9279999999999,2128,108,186,72.6,58.1
2021-03-19,zachodniopomorskie,746.028,1219,84,126,61.2,66.7
2021-03-19,łódzkie,1487.8980000000001,2358,113,239,63.1,47.3
2021-03-19,śląskie,2489.975,3425,224,282,72.7,79.4
2021-03-19,świętokrzyskie,1035.045,1353,111,149,76.5,74.5
2021-03-20,dolnośląskie,1847.78,2497,171,208,74.0,82.2
2021-03-20,kujawsko-pomorskie,1431.552,1864,144,181,76.8,79.6
2021-03-20,lubelskie,1212.7,1810,121,202,67.0,59.9
2021-03-20,lubuskie,869.9689999999999,1259,85,111,69.1,76.6
2021-03-20,mazowieckie,3667.52,4672,388,453,78.5,85.7
2021-03-20,małopolskie,1824.771,2769,231,278,65.9,83.1
2021-03-20,opolskie,442.18899999999996,659,48,62,67.1,77.4
2021-03-20,podkarpackie,1715.1840000000002,2216,204,241,77.4,84.6
2021-03-20,podlaskie,789.515,1345,75,121,58.7,62.0
2021-03-20,polska,23549.955999999995,32891,2346,3192,71.6,73.5
2021-03-20,pomorskie,1365.3,1845,126,155,74.0,81.3
2021-03-20,warmińsko-mazurskie,901.8120000000001,1348,118,165,66.9,71.5
2021-03-20,wielkopolskie,1592.844,2194,111,205,72.6,54.1
2021-03-20,zachodniopomorskie,752.123,1219,78,126,61.7,61.9
2021-03-20,łódzkie,1529.94,2372,115,254,64.5,45.3
2021-03-20,śląskie,2556.6530000000002,3469,217,282,73.7,77.0
2021-03-20,świętokrzyskie,1070.223,1353,114,148,79.1,77.0
2021-03-21,dolnośląskie,1907.708,2497,179,208,76.4,86.1
2021-03-21,kujawsko-pomorskie,1490.0379999999998,1958,155,206,76.1,75.2
2021-03-21,lubelskie,1272.43,1810,114,202,70.3,56.4
2021-03-21,lubuskie,929.1419999999999,1259,89,111,73.8,80.2
2021-03-21,mazowieckie,3801.5879999999997,4676,380,454,81.3,83.7
2021-03-21,małopolskie,1954.4,2800,246,283,69.8,86.9
2021-03-21,opolskie,442.18899999999996,659,48,62,67.1,77.4
2021-03-21,podkarpackie,1724.272,2222,193,239,77.6,80.8
2021-03-21,podlaskie,829.865,1345,79,121,61.7,65.3
2021-03-21,polska,24618.076,33178,2420,3228,74.2,75.0
2021-03-21,pomorskie,1430.9720000000002,1873,127,158,76.4,80.4
2021-03-21,warmińsko-mazurskie,947.6439999999999,1348,115,165,70.3,69.7
2021-03-21,wielkopolskie,1767.108,2316,121,205,76.3,59.0
2021-03-21,zachodniopomorskie,798.445,1219,80,126,65.5,63.5
2021-03-21,łódzkie,1585.922,2353,126,250,67.4,50.4
2021-03-21,śląskie,2644.356,3484,239,282,75.9,84.8
2021-03-21,świętokrzyskie,1095.354,1359,129,156,80.6,82.7
2021-03-22,dolnośląskie,2068.008,2598,176,209,79.6,84.2
2021-03-22,kujawsko-pomorskie,1511.7079999999999,2021,157,206,74.8,76.2
2021-03-22,lubelskie,1357.72,1820,124,205,74.6,60.5
2021-03-22,lubuskie,978.243,1259,100,111,77.7,90.1
2021-03-22,mazowieckie,4047.7329999999997,4813,412,457,84.1,90.2
2021-03-22,małopolskie,2140.892,3167,250,292,67.6,85.6
2021-03-22,opolskie,470.412,1074,53,82,43.8,64.6
2021-03-22,podkarpackie,1814.035,2305,202,238,78.7,84.9
2021-03-22,podlaskie,847.665,1365,81,121,62.1,66.9
2021-03-22,polska,26068.5,34758,2512,3297,75.0,76.2
2021-03-22,pomorskie,1444.0829999999999,1873,129,156,77.1,82.7
2021-03-22,warmińsko-mazurskie,946.6699999999998,1370,112,165,69.1,67.9
2021-03-22,wielkopolskie,1858.095,2367,120,206,78.5,58.3
2021-03-22,zachodniopomorskie,859.95,1225,80,128,70.2,62.5
2021-03-22,łódzkie,1704.08,2506,144,278,68.0,51.8
2021-03-22,śląskie,2871.54,3612,249,291,79.5,85.6
2021-03-22,świętokrzyskie,1150.656,1383,123,152,83.2,80.9
2021-03-23,dolnośląskie,2077.7,2630,176,211,79.0,83.4
2021-03-23,kujawsko-pomorskie,1489.477,2021,154,206,73.7,74.8
2021-03-23,lubelskie,1350.5639999999999,1868,119,214,72.3,55.6
2021-03-23,lubuskie,982.4159999999999,1266,93,112,77.6,83.0
2021-03-23,mazowieckie,4138.68,4927,431,468,84.0,92.1
2021-03-23,małopolskie,2210.248,3194,255,294,69.2,86.7
2021-03-23,opolskie,512.298,1074,53,82,47.7,64.6
2021-03-23,podkarpackie,1789.881,2377,198,248,75.3,79.8
2021-03-23,podlaskie,874.06,1370,79,121,63.8,65.3
2021-03-23,polska,26512.111999999997,35444,2542,3371,74.8,75.4
2021-03-23,pomorskie,1465.6709999999998,1901,123,156,77.1,78.8
2021-03-23,warmińsko-mazurskie,946.6699999999998,1370,112,165,69.1,67.9
2021-03-23,wielkopolskie,1965.8339999999998,2439,137,209,80.6,65.6
2021-03-23,zachodniopomorskie,895.3560000000001,1309,81,130,68.4,62.3
2021-03-23,łódzkie,1753.911,2553,147,298,68.7,49.3
2021-03-23,śląskie,2892.771,3723,257,305,77.7,84.3
2021-03-23,świętokrzyskie,1154.664,1422,127,152,81.2,83.6
2021-03-24,dolnośląskie,2060.91,2694,195,219,76.5,89.0
2021-03-24,kujawsko-pomorskie,1510.8480000000002,2064,161,214,73.2,75.2
2021-03-24,lubelskie,1354.925,1895,119,214,71.5,55.6
2021-03-24,lubuskie,993.81,1266,92,112,78.5,82.1
2021-03-24,mazowieckie,4251.792,5008,444,494,84.9,89.9
2021-03-24,małopolskie,2237.046,3261,267,306,68.6,87.3
2021-03-24,opolskie,512.298,1074,53,82,47.7,64.6
2021-03-24,podkarpackie,1844.638,2371,211,256,77.8,82.4
2021-03-24,podlaskie,864.1440000000001,1412,83,121,61.2,68.6
2021-03-24,polska,27014.508,36164,2634,3455,74.7,76.2
2021-03-24,pomorskie,1506.18,1931,130,159,78.0,81.8
2021-03-24,warmińsko-mazurskie,967.2199999999998,1370,107,165,70.6,64.8
2021-03-24,wielkopolskie,2068.2450000000003,2655,144,216,77.9,66.7
2021-03-24,zachodniopomorskie,906.378,1329,88,140,68.2,62.9
2021-03-24,łódzkie,1753.911,2553,147,298,68.7,49.3
2021-03-24,śląskie,2999.929,3851,266,305,77.9,87.2
2021-03-24,świętokrzyskie,1181.1799999999998,1430,127,154,82.6,82.5
2021-03-25,dolnośląskie,2147.628,2764,209,230,77.7,90.9
2021-03-25,kujawsko-pomorskie,1545.558,2058,159,214,75.1,74.3
2021-03-25,lubelskie,1390.7159999999997,1956,120,219,71.1,54.8
2021-03-25,lubuskie,976.696,1304,92,127,74.9,72.4
2021-03-25,mazowieckie,4243.9169999999995,5107,477,491,83.1,97.1
2021-03-25,małopolskie,2314.014,3413,280,320,67.8,87.5
2021-03-25,opolskie,616.74,1082,51,90,57.0,56.7
2021-03-25,podkarpackie,1871.9370000000001,2403,224,264,77.9,84.8
2021-03-25,podlaskie,843.357,1427,84,121,59.1,69.4
2021-03-25,polska,27775.916,37084,2730,3554,74.9,76.8
2021-03-25,pomorskie,1525.8080000000002,2029,126,176,75.2,71.6
2021-03-25,warmińsko-mazurskie,975.44,1370,114,165,71.2,69.1
2021-03-25,wielkopolskie,2152.726,2767,161,220,77.8,73.2
2021-03-25,zachodniopomorskie,938.308,1426,88,140,65.8,62.9
2021-03-25,łódzkie,1880.9040000000002,2616,144,316,71.9,45.6
2021-03-25,śląskie,3139.62,3905,277,305,80.4,90.8
2021-03-25,świętokrzyskie,1216.595,1457,124,156,83.5,79.5
2021-03-26,dolnośląskie,2225.328,2864,206,259,77.7,79.5
