date,year,total,age,short,location,typ,country
2019-09-16,2019,106.0,Y_GE80,PL84,podlaskie,W,
2019-09-16,2019,453.0,Y_GE80,PL9,mazowieckie,W,
2019-09-16,2019,5.0,Y_LT20,PL21,małopolskie,W,
2019-09-16,2019,6.0,Y_LT20,PL22,śląskie,W,
2019-09-16,2019,6.0,Y_LT20,PL41,wielkopolskie,W,
2019-09-16,2019,2.0,Y_LT20,PL42,zachodniopomorskie,W,
2019-09-16,2019,218.0,Y_GE80,PL71,łódzkie,W,
2019-09-16,2019,2.0,Y_LT20,PL43,lubuskie,W,
2019-09-16,2019,2.0,Y_LT20,PL52,opolskie,W,
2019-09-16,2019,4.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,5.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,3.0,Y_LT20,PL63,pomorskie,W,
2019-09-16,2019,1.0,Y_LT20,PL71,łódzkie,W,
2019-09-16,2019,0.0,Y_LT20,PL72,świętokrzyskie,W,
2019-09-16,2019,0.0,Y_LT20,PL82,podkarpackie,W,
2019-09-16,2019,3.0,Y_LT20,PL84,podlaskie,W,
2019-09-16,2019,6.0,Y_LT20,PL9,mazowieckie,W,
2019-09-16,2019,4.0,Y_LT20,PL51,dolnośląskie,W,
2019-09-16,2019,145.0,Y_GE80,PL63,pomorskie,W,
2019-09-16,2019,94.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,152.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,401.0,Y60-79,PL22,śląskie,W,
2019-09-16,2019,259.0,Y60-79,PL41,wielkopolskie,W,
2019-09-16,2019,167.0,Y60-79,PL42,zachodniopomorskie,W,
2019-09-16,2019,86.0,Y60-79,PL43,lubuskie,W,
2019-09-16,2019,222.0,Y60-79,PL51,dolnośląskie,W,
2019-09-16,2019,88.0,Y60-79,PL52,opolskie,W,
2019-09-16,2019,137.0,Y60-79,PL61,kujawsko-pomorskie,W,
2019-09-16,2019,118.0,Y60-79,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,164.0,Y60-79,PL63,pomorskie,W,
2019-09-16,2019,204.0,Y60-79,PL71,łódzkie,W,
2019-09-16,2019,97.0,Y60-79,PL72,świętokrzyskie,W,
2019-09-16,2019,185.0,Y60-79,PL81,lubelskie,W,
2019-09-16,2019,140.0,Y60-79,PL82,podkarpackie,W,
2019-09-16,2019,87.0,Y60-79,PL84,podlaskie,W,
2019-09-16,2019,368.0,Y60-79,PL9,mazowieckie,W,
2019-09-16,2019,231.0,Y_GE80,PL21,małopolskie,W,
2019-09-16,2019,341.0,Y_GE80,PL22,śląskie,W,
2019-09-16,2019,230.0,Y_GE80,PL41,wielkopolskie,W,
2019-09-16,2019,117.0,Y_GE80,PL42,zachodniopomorskie,W,
2019-09-16,2019,74.0,Y_GE80,PL43,lubuskie,W,
2019-09-16,2019,88.0,Y_GE80,PL52,opolskie,W,
2019-09-16,2019,113.0,Y40-59,PL9,mazowieckie,W,
2019-09-16,2019,2.0,Y_LT20,PL81,lubelskie,W,
2019-09-16,2019,3732.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,91.0,Y_LT20,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,388.0,TOTAL,SI,Słowenia,C,Slovenia
2019-09-16,2019,936.0,TOTAL,SK,Słowacja,C,Slovakia
2019-09-16,2019,10860.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,0.0,UNK,AL,Albania,C,Albania
2019-09-16,2019,0.0,UNK,AT,Austria,C,Austria
2019-09-16,2019,0.0,UNK,BE,Belgia,C,Belgium
2019-09-16,2019,0.0,UNK,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,0.0,UNK,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,0.0,UNK,CY,Cypr,C,Cyprus
2019-09-16,2019,0.0,UNK,CZ,Czechy,C,Czech Republic
2019-09-16,2019,0.0,UNK,GE,Niemcy,C,Germany
2019-09-16,2019,0.0,UNK,DK,Dania,C,Denmark
2019-09-16,2019,0.0,UNK,EE,Estonia,C,Estonia
2019-09-16,2019,1559.0,TOTAL,SE,Szwecja,C,Sweden
2019-09-16,2019,0.0,UNK,EL,Grecja,C,Greece
2019-09-16,2019,0.0,UNK,FI,Finlandia,C,Finland
2019-09-16,2019,62.0,UNK,FR,Francja,C,France
2019-09-16,2019,0.0,UNK,HR,Chorwacja,C,Croatia
2019-09-16,2019,0.0,UNK,HU,Węgry,C,Hungary
2019-09-16,2019,0.0,UNK,IS,Islandia,C,Iceland
2019-09-16,2019,0.0,UNK,IT,Włochy,C,Italy
2019-09-16,2019,0.0,UNK,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,0.0,UNK,LT,Litwa,C,Lithuania
2019-09-16,2019,0.0,UNK,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,0.0,UNK,LV,Łotwa,C,Latvia
2019-09-16,2019,0.0,UNK,ME,Montegegro,C,Montegegro
2019-09-16,2019,0.0,UNK,MT,Malta,C,Malta
2019-09-16,2019,153.0,Y_GE80,AL,Albania,C,Albania
2019-09-16,2019,0.0,UNK,ES,Hiszpania,C,Spain
2019-09-16,2019,810.0,Y_GE80,AT,Austria,C,Austria
2019-09-16,2019,1624.0,TOTAL,RS,Serbia,C,Serbia
2019-09-16,2019,1808.0,TOTAL,PT,Portugalia,C,Portugal
2019-09-16,2019,321.0,TOTAL,AL,Albania,C,Albania
2019-09-16,2019,1410.0,TOTAL,AT,Austria,C,Austria
2019-09-16,2019,1833.0,TOTAL,BE,Belgia,C,Belgium
2019-09-16,2019,1751.0,TOTAL,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,1252.0,TOTAL,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,112.0,TOTAL,CY,Cypr,C,Cyprus
2019-09-16,2019,1944.0,TOTAL,CZ,Czechy,C,Czech Republic
2019-09-16,2019,16303.0,TOTAL,GE,Niemcy,C,Germany
2019-09-16,2019,966.0,TOTAL,DK,Dania,C,Denmark
2019-09-16,2019,254.0,TOTAL,EE,Estonia,C,Estonia
2019-09-16,2019,2084.0,TOTAL,EL,Grecja,C,Greece
2019-09-16,2019,6939.0,TOTAL,ES,Hiszpania,C,Spain
2019-09-16,2019,990.0,TOTAL,FI,Finlandia,C,Finland
2019-09-16,2019,4319.0,TOTAL,RO,Rumunia,C,Romania
2019-09-16,2019,10797.0,TOTAL,FR,Francja,C,France
2019-09-16,2019,2154.0,TOTAL,HU,Węgry,C,Hungary
2019-09-16,2019,0.0,TOTAL,IE,Irlandia,C,Ireland
2019-09-16,2019,33.0,TOTAL,IS,Islandia,C,Iceland
2019-09-16,2019,11025.0,TOTAL,IT,Włochy,C,Italy
2019-09-16,2019,3.0,TOTAL,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,635.0,TOTAL,LT,Litwa,C,Lithuania
2019-09-16,2019,78.0,TOTAL,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,505.0,TOTAL,LV,Łotwa,C,Latvia
2019-09-16,2019,122.0,TOTAL,ME,Montegegro,C,Montegegro
2019-09-16,2019,60.0,TOTAL,MT,Malta,C,Malta
2019-09-16,2019,2642.0,TOTAL,NL,Holandia,C,Netherlands
2019-09-16,2019,707.0,TOTAL,NO,Norwegia,C,Norway
2019-09-16,2019,6970.0,TOTAL,PL,Polska,C,Poland
2019-09-16,2019,893.0,TOTAL,HR,Chorwacja,C,Croatia
2019-09-16,2019,1051.0,Y_GE80,BE,Belgia,C,Belgium
2019-09-16,2019,703.0,Y_GE80,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,756.0,Y_GE80,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,1.0,Y_LT20,CY,Cypr,C,Cyprus
2019-09-16,2019,12.0,Y_LT20,CZ,Czechy,C,Czech Republic
2019-09-16,2019,82.0,Y_LT20,GE,Niemcy,C,Germany
2019-09-16,2019,6.0,Y_LT20,DK,Dania,C,Denmark
2019-09-16,2019,0.0,Y_LT20,EE,Estonia,C,Estonia
2019-09-16,2019,15.0,Y_LT20,EL,Grecja,C,Greece
2019-09-16,2019,21.0,Y_LT20,ES,Hiszpania,C,Spain
2019-09-16,2019,3.0,Y_LT20,FI,Finlandia,C,Finland
2019-09-16,2019,85.0,Y_LT20,FR,Francja,C,France
2019-09-16,2019,0.0,Y_LT20,HR,Chorwacja,C,Croatia
2019-09-16,2019,14.0,Y_LT20,HU,Węgry,C,Hungary
2019-09-16,2019,0.0,Y_LT20,IS,Islandia,C,Iceland
2019-09-16,2019,52.0,Y_LT20,IT,Włochy,C,Italy
2019-09-16,2019,13.0,Y_LT20,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,0.0,Y_LT20,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,2.0,Y_LT20,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,1.0,Y_LT20,LV,Łotwa,C,Latvia
2019-09-16,2019,1.0,Y_LT20,ME,Montegegro,C,Montegegro
2019-09-16,2019,0.0,Y_LT20,MT,Malta,C,Malta
2019-09-16,2019,23.0,Y_LT20,NL,Holandia,C,Netherlands
2019-09-16,2019,1.0,Y_LT20,NO,Norwegia,C,Norway
2019-09-16,2019,51.0,Y_LT20,PL,Polska,C,Poland
2019-09-16,2019,9.0,Y_LT20,PT,Portugalia,C,Portugal
2019-09-16,2019,33.0,Y_LT20,RO,Rumunia,C,Romania
2019-09-16,2019,7.0,Y_LT20,RS,Serbia,C,Serbia
2019-09-16,2019,5.0,Y_LT20,SE,Szwecja,C,Sweden
2019-09-16,2019,2.0,Y_LT20,SI,Słowenia,C,Slovenia
2019-09-16,2019,11.0,Y_LT20,SK,Słowacja,C,Slovakia
2019-09-16,2019,3.0,Y_LT20,LT,Litwa,C,Lithuania
2019-09-16,2019,19.0,Y_LT20,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,12.0,Y_LT20,BE,Belgia,C,Belgium
2019-09-16,2019,7.0,Y_LT20,AT,Austria,C,Austria
2019-09-16,2019,60.0,Y_GE80,CY,Cypr,C,Cyprus
2019-09-16,2019,871.0,Y_GE80,CZ,Czechy,C,Czech Republic
2019-09-16,2019,9194.0,Y_GE80,GE,Niemcy,C,Germany
2019-09-16,2019,473.0,Y_GE80,DK,Dania,C,Denmark
2019-09-16,2019,122.0,Y_GE80,EE,Estonia,C,Estonia
2019-09-16,2019,1246.0,Y_GE80,EL,Grecja,C,Greece
2019-09-16,2019,4147.0,Y_GE80,ES,Hiszpania,C,Spain
2019-09-16,2019,524.0,Y_GE80,FI,Finlandia,C,Finland
2019-09-16,2019,6331.0,Y_GE80,FR,Francja,C,France
2019-09-16,2019,438.0,Y_GE80,HR,Chorwacja,C,Croatia
2019-09-16,2019,830.0,Y_GE80,HU,Węgry,C,Hungary
2019-09-16,2019,16.0,Y_GE80,IS,Islandia,C,Iceland
2019-09-16,2019,6921.0,Y_GE80,IT,Włochy,C,Italy
2019-09-16,2019,2.0,Y_GE80,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,278.0,Y_GE80,LT,Litwa,C,Lithuania
2019-09-16,2019,43.0,Y_GE80,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,234.0,Y_GE80,LV,Łotwa,C,Latvia
2019-09-16,2019,52.0,Y_GE80,ME,Montegegro,C,Montegegro
2019-09-16,2019,29.0,Y_GE80,MT,Malta,C,Malta
2019-09-16,2019,1415.0,Y_GE80,NL,Holandia,C,Netherlands
2019-09-16,2019,414.0,Y_GE80,NO,Norwegia,C,Norway
2019-09-16,2019,2914.0,Y_GE80,PL,Polska,C,Poland
2019-09-16,2019,1080.0,Y_GE80,PT,Portugalia,C,Portugal
2019-09-16,2019,1774.0,Y_GE80,RO,Rumunia,C,Romania
2019-09-16,2019,631.0,Y_GE80,RS,Serbia,C,Serbia
2019-09-16,2019,208.0,Y_GE80,SI,Słowenia,C,Slovenia
2019-09-16,2019,341.0,Y_GE80,SK,Słowacja,C,Slovakia
2019-09-16,2019,5851.0,Y_GE80,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,12.0,Y_LT20,AL,Albania,C,Albania
2019-09-16,2019,0.0,UNK,PL21,małopolskie,W,
2019-09-16,2019,963.0,TOTAL,PL9,mazowieckie,W,
2019-09-16,2019,908.0,Y_GE80,SE,Szwecja,C,Sweden
2019-09-16,2019,358.0,TOTAL,PL82,podkarpackie,W,
2019-09-16,2019,578.0,Y60-79,BE,Belgia,C,Belgium
2019-09-16,2019,466.0,Y60-79,AT,Austria,C,Austria
2019-09-16,2019,118.0,Y60-79,AL,Albania,C,Albania
2019-09-16,2019,956.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,129.0,Y40-59,SK,Słowacja,C,Slovakia
2019-09-16,2019,26.0,Y40-59,SI,Słowenia,C,Slovenia
2019-09-16,2019,85.0,Y40-59,SE,Szwecja,C,Sweden
2019-09-16,2019,188.0,Y40-59,RS,Serbia,C,Serbia
2019-09-16,2019,558.0,Y40-59,RO,Rumunia,C,Romania
2019-09-16,2019,140.0,Y40-59,PT,Portugalia,C,Portugal
2019-09-16,2019,911.0,Y40-59,PL,Polska,C,Poland
2019-09-16,2019,818.0,Y60-79,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,39.0,Y40-59,NO,Norwegia,C,Norway
2019-09-16,2019,5.0,Y40-59,MT,Malta,C,Malta
2019-09-16,2019,7.0,Y40-59,ME,Montegegro,C,Montegegro
2019-09-16,2019,60.0,Y40-59,LV,Łotwa,C,Latvia
2019-09-16,2019,10.0,Y40-59,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,106.0,Y40-59,LT,Litwa,C,Lithuania
2019-09-16,2019,0.0,Y40-59,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,726.0,Y40-59,IT,Włochy,C,Italy
2019-09-16,2019,4.0,Y40-59,IS,Islandia,C,Iceland
2019-09-16,2019,237.0,Y40-59,HU,Węgry,C,Hungary
2019-09-16,2019,72.0,Y40-59,HR,Chorwacja,C,Croatia
2019-09-16,2019,917.0,Y40-59,FR,Francja,C,France
2019-09-16,2019,193.0,Y40-59,NL,Holandia,C,Netherlands
2019-09-16,2019,86.0,Y40-59,FI,Finlandia,C,Finland
2019-09-16,2019,383.0,Y60-79,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,859.0,Y60-79,CZ,Czechy,C,Czech Republic
2019-09-16,2019,542.0,Y60-79,SE,Szwecja,C,Sweden
2019-09-16,2019,765.0,Y60-79,RS,Serbia,C,Serbia
2019-09-16,2019,1875.0,Y60-79,RO,Rumunia,C,Romania
2019-09-16,2019,552.0,Y60-79,PT,Portugalia,C,Portugal
2019-09-16,2019,2918.0,Y60-79,PL,Polska,C,Poland
2019-09-16,2019,236.0,Y60-79,NO,Norwegia,C,Norway
2019-09-16,2019,973.0,Y60-79,NL,Holandia,C,Netherlands
2019-09-16,2019,25.0,Y60-79,MT,Malta,C,Malta
2019-09-16,2019,60.0,Y60-79,ME,Montegegro,C,Montegegro
2019-09-16,2019,198.0,Y60-79,LV,Łotwa,C,Latvia
2019-09-16,2019,21.0,Y60-79,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,42.0,Y60-79,CY,Cypr,C,Cyprus
2019-09-16,2019,234.0,Y60-79,LT,Litwa,C,Lithuania
2019-09-16,2019,3238.0,Y60-79,IT,Włochy,C,Italy
2019-09-16,2019,13.0,Y60-79,IS,Islandia,C,Iceland
2019-09-16,2019,1033.0,Y60-79,HU,Węgry,C,Hungary
2019-09-16,2019,373.0,Y60-79,HR,Chorwacja,C,Croatia
2019-09-16,2019,3204.0,Y60-79,FR,Francja,C,France
2019-09-16,2019,361.0,Y60-79,FI,Finlandia,C,Finland
2019-09-16,2019,2103.0,Y60-79,ES,Hiszpania,C,Spain
2019-09-16,2019,633.0,Y60-79,EL,Grecja,C,Greece
2019-09-16,2019,95.0,Y60-79,EE,Estonia,C,Estonia
2019-09-16,2019,395.0,Y60-79,DK,Dania,C,Denmark
2019-09-16,2019,5507.0,Y60-79,GE,Niemcy,C,Germany
2019-09-16,2019,1.0,Y60-79,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,145.0,Y60-79,SI,Słowenia,C,Slovenia
2019-09-16,2019,594.0,Y40-59,ES,Hiszpania,C,Spain
2019-09-16,2019,32.0,Y40-59,EE,Estonia,C,Estonia
2019-09-16,2019,10.0,Y20-39,HR,Chorwacja,C,Croatia
2019-09-16,2019,198.0,Y20-39,FR,Francja,C,France
2019-09-16,2019,16.0,Y20-39,FI,Finlandia,C,Finland
2019-09-16,2019,74.0,Y20-39,ES,Hiszpania,C,Spain
2019-09-16,2019,27.0,Y20-39,EL,Grecja,C,Greece
2019-09-16,2019,5.0,Y20-39,EE,Estonia,C,Estonia
2019-09-16,2019,10.0,Y20-39,DK,Dania,C,Denmark
2019-09-16,2019,179.0,Y20-39,GE,Niemcy,C,Germany
2019-09-16,2019,35.0,Y20-39,CZ,Czechy,C,Czech Republic
2019-09-16,2019,2.0,Y20-39,CY,Cypr,C,Cyprus
2019-09-16,2019,13.0,Y20-39,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,40.0,Y20-39,HU,Węgry,C,Hungary
2019-09-16,2019,28.0,Y20-39,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,20.0,Y20-39,AT,Austria,C,Austria
2019-09-16,2019,6.0,Y20-39,AL,Albania,C,Albania
2019-09-16,2019,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,0.0,UNK,SK,Słowacja,C,Slovakia
2019-09-16,2019,0.0,UNK,SI,Słowenia,C,Slovenia
2019-09-16,2019,0.0,UNK,SE,Szwecja,C,Sweden
2019-09-16,2019,2.0,UNK,RS,Serbia,C,Serbia
2019-09-16,2019,0.0,UNK,RO,Rumunia,C,Romania
2019-09-16,2019,0.0,UNK,PT,Portugalia,C,Portugal
2019-09-16,2019,0.0,UNK,PL,Polska,C,Poland
2019-09-16,2019,0.0,UNK,NO,Norwegia,C,Norway
2019-09-16,2019,38.0,Y20-39,BE,Belgia,C,Belgium
2019-09-16,2019,163.0,Y40-59,EL,Grecja,C,Greece
2019-09-16,2019,0.0,Y20-39,IS,Islandia,C,Iceland
2019-09-16,2019,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2019-09-16,2019,82.0,Y40-59,DK,Dania,C,Denmark
2019-09-16,2019,1341.0,Y40-59,GE,Niemcy,C,Germany
2019-09-16,2019,167.0,Y40-59,CZ,Czechy,C,Czech Republic
2019-09-16,2019,7.0,Y40-59,CY,Cypr,C,Cyprus
2019-09-16,2019,87.0,Y40-59,CH,Szwajcaria,C,Switzerland
2019-09-16,2019,183.0,Y40-59,BG,Bułgaria,C,Bulgaria
2019-09-16,2019,154.0,Y40-59,BE,Belgia,C,Belgium
2019-09-16,2019,107.0,Y40-59,AT,Austria,C,Austria
2019-09-16,2019,32.0,Y40-59,AL,Albania,C,Albania
2019-09-16,2019,230.0,Y20-39,UK,Wielka Brytania,C,United Kingdom
2019-09-16,2019,27.0,Y20-39,SK,Słowacja,C,Slovakia
2019-09-16,2019,88.0,Y20-39,IT,Włochy,C,Italy
2019-09-16,2019,7.0,Y20-39,SI,Słowenia,C,Slovenia
2019-09-16,2019,31.0,Y20-39,RS,Serbia,C,Serbia
2019-09-16,2019,79.0,Y20-39,RO,Rumunia,C,Romania
2019-09-16,2019,27.0,Y20-39,PT,Portugalia,C,Portugal
2019-09-16,2019,176.0,Y20-39,PL,Polska,C,Poland
2019-09-16,2019,17.0,Y20-39,NO,Norwegia,C,Norway
2019-09-16,2019,38.0,Y20-39,NL,Holandia,C,Netherlands
2019-09-16,2019,1.0,Y20-39,MT,Malta,C,Malta
2019-09-16,2019,2.0,Y20-39,ME,Montegegro,C,Montegegro
2019-09-16,2019,12.0,Y20-39,LV,Łotwa,C,Latvia
2019-09-16,2019,2.0,Y20-39,LU,Luksemburg,C,Luxembourg
2019-09-16,2019,14.0,Y20-39,LT,Litwa,C,Lithuania
2019-09-16,2019,19.0,Y20-39,SE,Szwecja,C,Sweden
2019-09-16,2019,0.0,UNK,NL,Holandia,C,Netherlands
2019-09-16,2019,428.0,Y60-79,SK,Słowacja,C,Slovakia
2019-09-16,2019,893.0,TOTAL,PL22,śląskie,W,
2019-09-16,2019,232.0,TOTAL,PL84,podlaskie,W,
2019-09-16,2019,514.0,TOTAL,PL21,małopolskie,W,
2019-09-16,2019,587.0,TOTAL,PL41,wielkopolskie,W,
2019-09-16,2019,328.0,TOTAL,PL42,zachodniopomorskie,W,
2019-09-16,2019,553.0,TOTAL,PL51,dolnośląskie,W,
2019-09-16,2019,193.0,TOTAL,PL52,opolskie,W,
2019-09-16,2019,203.0,TOTAL,PL43,lubuskie,W,
2019-09-16,2019,272.0,TOTAL,PL62,warmińsko-mazurskie,W,
2019-09-16,2019,370.0,TOTAL,PL63,pomorskie,W,
2019-09-16,2019,506.0,TOTAL,PL71,łódzkie,W,
2019-09-16,2019,237.0,TOTAL,PL72,świętokrzyskie,W,
2019-09-16,2019,418.0,TOTAL,PL81,lubelskie,W,
2019-09-16,2019,343.0,TOTAL,PL61,kujawsko-pomorskie,W,
2019-09-23,2019,31.0,Y20-39,CZ,Czechy,C,Czech Republic
2019-09-23,2019,29.0,Y20-39,BG,Bułgaria,C,Bulgaria
2019-09-23,2019,14.0,Y20-39,CH,Szwajcaria,C,Switzerland
2019-09-23,2019,1.0,Y20-39,CY,Cypr,C,Cyprus
2019-09-23,2019,187.0,Y20-39,GE,Niemcy,C,Germany
2019-09-23,2019,13.0,Y20-39,SE,Szwecja,C,Sweden
2019-09-23,2019,3.0,Y20-39,EE,Estonia,C,Estonia
2019-09-23,2019,23.0,Y20-39,EL,Grecja,C,Greece
2019-09-23,2019,78.0,Y20-39,ES,Hiszpania,C,Spain
2019-09-23,2019,26.0,Y20-39,BE,Belgia,C,Belgium
2019-09-23,2019,7.0,Y20-39,DK,Dania,C,Denmark
2019-09-23,2019,23.0,Y20-39,AT,Austria,C,Austria
2019-09-23,2019,0.0,UNK,PT,Portugalia,C,Portugal
2019-09-23,2019,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2019-09-23,2019,0.0,UNK,SK,Słowacja,C,Slovakia
2019-09-23,2019,0.0,UNK,SI,Słowenia,C,Slovenia
2019-09-23,2019,0.0,UNK,SE,Szwecja,C,Sweden
2019-09-23,2019,1.0,UNK,RS,Serbia,C,Serbia
2019-09-23,2019,0.0,UNK,RO,Rumunia,C,Romania
2019-09-23,2019,12.0,Y20-39,FI,Finlandia,C,Finland
2019-09-23,2019,0.0,UNK,PL,Polska,C,Poland
2019-09-23,2019,0.0,UNK,NO,Norwegia,C,Norway
2019-09-23,2019,0.0,UNK,NL,Holandia,C,Netherlands
2019-09-23,2019,363.0,TOTAL,AL,Albania,C,Albania
2019-09-23,2019,12.0,Y20-39,AL,Albania,C,Albania
2019-09-23,2019,200.0,Y20-39,FR,Francja,C,France
2019-09-23,2019,2.0,Y20-39,LU,Luksemburg,C,Luxembourg
2019-09-23,2019,31.0,Y20-39,HU,Węgry,C,Hungary
2019-09-23,2019,1.0,Y_LT20,ME,Montegegro,C,Montegegro
2019-09-23,2019,1.0,Y_LT20,MT,Malta,C,Malta
2019-09-23,2019,25.0,Y_LT20,NL,Holandia,C,Netherlands
2019-09-23,2019,3.0,Y_LT20,NO,Norwegia,C,Norway
2019-09-23,2019,47.0,Y_LT20,PL,Polska,C,Poland
2019-09-23,2019,10.0,Y_LT20,PT,Portugalia,C,Portugal
2019-09-23,2019,33.0,Y_LT20,RO,Rumunia,C,Romania
2019-09-23,2019,10.0,Y_LT20,RS,Serbia,C,Serbia
2019-09-23,2019,6.0,Y_LT20,SE,Szwecja,C,Sweden
2019-09-23,2019,1.0,Y_LT20,SI,Słowenia,C,Slovenia
2019-09-23,2019,6.0,Y_LT20,SK,Słowacja,C,Slovakia
2019-09-23,2019,13.0,Y20-39,HR,Chorwacja,C,Croatia
2019-09-23,2019,79.0,Y_LT20,UK,Wielka Brytania,C,United Kingdom
2019-09-23,2019,179.0,Y20-39,PL,Polska,C,Poland
2019-09-23,2019,13.0,Y20-39,NO,Norwegia,C,Norway
2019-09-23,2019,23.0,Y20-39,NL,Holandia,C,Netherlands
2019-09-23,2019,0.0,Y20-39,MT,Malta,C,Malta
2019-09-23,2019,4.0,Y20-39,ME,Montegegro,C,Montegegro
2019-09-23,2019,10.0,Y20-39,LV,Łotwa,C,Latvia
2019-09-23,2019,1454.0,TOTAL,AT,Austria,C,Austria
2019-09-23,2019,15.0,Y20-39,LT,Litwa,C,Lithuania
2019-09-23,2019,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2019-09-23,2019,100.0,Y20-39,IT,Włochy,C,Italy
2019-09-23,2019,3.0,Y20-39,IS,Islandia,C,Iceland
2019-09-23,2019,22.0,Y20-39,PT,Portugalia,C,Portugal
2019-09-23,2019,1923.0,TOTAL,BE,Belgia,C,Belgium
2019-09-23,2019,277.0,TOTAL,EE,Estonia,C,Estonia
2019-09-23,2019,1296.0,TOTAL,CH,Szwajcaria,C,Switzerland
2019-09-23,2019,10751.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2019-09-23,2019,0.0,UNK,AL,Albania,C,Albania
2019-09-23,2019,0.0,UNK,AT,Austria,C,Austria
2019-09-23,2019,0.0,UNK,BE,Belgia,C,Belgium
2019-09-23,2019,0.0,UNK,BG,Bułgaria,C,Bulgaria
2019-09-23,2019,0.0,UNK,CH,Szwajcaria,C,Switzerland
2019-09-23,2019,0.0,UNK,CY,Cypr,C,Cyprus
2019-09-23,2019,0.0,UNK,CZ,Czechy,C,Czech Republic
2019-09-23,2019,0.0,UNK,GE,Niemcy,C,Germany
2019-09-23,2019,0.0,UNK,DK,Dania,C,Denmark
2019-09-23,2019,0.0,UNK,EE,Estonia,C,Estonia
2019-09-23,2019,943.0,TOTAL,SK,Słowacja,C,Slovakia
2019-09-23,2019,0.0,UNK,EL,Grecja,C,Greece
2019-09-23,2019,0.0,UNK,FI,Finlandia,C,Finland
2019-09-23,2019,69.0,UNK,FR,Francja,C,France
2019-09-23,2019,0.0,UNK,HR,Chorwacja,C,Croatia
2019-09-23,2019,0.0,UNK,ME,Montegegro,C,Montegegro
2019-09-23,2019,0.0,UNK,HU,Węgry,C,Hungary
2019-09-23,2019,0.0,UNK,IS,Islandia,C,Iceland
2019-09-23,2019,0.0,UNK,IT,Włochy,C,Italy
2019-09-23,2019,0.0,UNK,LI,Liechenstein,C,Liechenstein
2019-09-23,2019,0.0,UNK,LT,Litwa,C,Lithuania
2019-09-23,2019,0.0,UNK,LU,Luksemburg,C,Luxembourg
2019-09-23,2019,0.0,UNK,LV,Łotwa,C,Latvia
2019-09-23,2019,0.0,UNK,ES,Hiszpania,C,Spain
2019-09-23,2019,342.0,TOTAL,SI,Słowenia,C,Slovenia
2019-09-23,2019,1540.0,TOTAL,SE,Szwecja,C,Sweden
2019-09-23,2019,1679.0,TOTAL,RS,Serbia,C,Serbia
2019-09-23,2019,88.0,TOTAL,CY,Cypr,C,Cyprus
2019-09-23,2019,2030.0,TOTAL,CZ,Czechy,C,Czech Republic
2019-09-23,2019,16500.0,TOTAL,GE,Niemcy,C,Germany
2019-09-23,2019,1007.0,TOTAL,DK,Dania,C,Denmark
2019-09-23,2019,5.0,Y_LT20,LV,Łotwa,C,Latvia
2019-09-23,2019,2110.0,TOTAL,EL,Grecja,C,Greece
2019-09-23,2019,6996.0,TOTAL,ES,Hiszpania,C,Spain
2019-09-23,2019,1005.0,TOTAL,FI,Finlandia,C,Finland
