date,year,total,age,short,location,typ,country
2020-06-29,2020,954.0,TOTAL,PL22,śląskie,W,
2020-06-29,2020,573.0,TOTAL,PL21,małopolskie,W,
2020-06-29,2020,475.0,TOTAL,AL,Albania,C,Albania
2020-06-29,2020,1438.0,TOTAL,AT,Austria,C,Austria
2020-06-29,2020,1968.0,TOTAL,BE,Belgia,C,Belgium
2020-06-29,2020,1180.0,TOTAL,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,106.0,TOTAL,CY,Cypr,C,Cyprus
2020-06-29,2020,584.0,TOTAL,PL41,wielkopolskie,W,
2020-06-29,2020,2082.0,TOTAL,CZ,Czechy,C,Czech Republic
2020-06-29,2020,984.0,TOTAL,DK,Dania,C,Denmark
2020-06-29,2020,294.0,TOTAL,EE,Estonia,C,Estonia
2020-06-29,2020,2181.0,TOTAL,EL,Grecja,C,Greece
2020-06-29,2020,7502.0,TOTAL,ES,Hiszpania,C,Spain
2020-06-29,2020,1021.0,TOTAL,FI,Finlandia,C,Finland
2020-06-29,2020,11381.0,TOTAL,FR,Francja,C,France
2020-06-29,2020,927.0,TOTAL,HR,Chorwacja,C,Croatia
2020-06-29,2020,2263.0,TOTAL,HU,Węgry,C,Hungary
2020-06-29,2020,17297.0,TOTAL,GE,Niemcy,C,Germany
2020-06-29,2020,502.0,TOTAL,IE,Irlandia,C,Ireland
2020-06-29,2020,344.0,TOTAL,PL42,zachodniopomorskie,W,
2020-06-29,2020,598.0,TOTAL,PL51,dolnośląskie,W,
2020-06-29,2020,0.0,UNK,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,0.0,UNK,PL52,opolskie,W,
2020-06-29,2020,0.0,UNK,PL51,dolnośląskie,W,
2020-06-29,2020,0.0,UNK,PL43,lubuskie,W,
2020-06-29,2020,0.0,UNK,PL42,zachodniopomorskie,W,
2020-06-29,2020,0.0,UNK,PL41,wielkopolskie,W,
2020-06-29,2020,0.0,UNK,PL22,śląskie,W,
2020-06-29,2020,0.0,UNK,PL21,małopolskie,W,
2020-06-29,2020,164.0,TOTAL,PL43,lubuskie,W,
2020-06-29,2020,1055.0,TOTAL,PL9,mazowieckie,W,
2020-06-29,2020,382.0,TOTAL,PL82,podkarpackie,W,
2020-06-29,2020,438.0,TOTAL,PL81,lubelskie,W,
2020-06-29,2020,256.0,TOTAL,PL72,świętokrzyskie,W,
2020-06-29,2020,547.0,TOTAL,PL71,łódzkie,W,
2020-06-29,2020,391.0,TOTAL,PL63,pomorskie,W,
2020-06-29,2020,267.0,TOTAL,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,403.0,TOTAL,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,208.0,TOTAL,PL52,opolskie,W,
2020-06-29,2020,211.0,TOTAL,PL84,podlaskie,W,
2020-06-29,2020,0.0,UNK,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,34.0,TOTAL,IS,Islandia,C,Iceland
2020-06-29,2020,2.0,TOTAL,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,0.0,UNK,GE,Niemcy,C,Germany
2020-06-29,2020,0.0,UNK,DK,Dania,C,Denmark
2020-06-29,2020,0.0,UNK,EE,Estonia,C,Estonia
2020-06-29,2020,1.0,UNK,EL,Grecja,C,Greece
2020-06-29,2020,3.0,UNK,ES,Hiszpania,C,Spain
2020-06-29,2020,0.0,UNK,FI,Finlandia,C,Finland
2020-06-29,2020,69.0,UNK,FR,Francja,C,France
2020-06-29,2020,0.0,UNK,HR,Chorwacja,C,Croatia
2020-06-29,2020,0.0,UNK,CZ,Czechy,C,Czech Republic
2020-06-29,2020,0.0,UNK,HU,Węgry,C,Hungary
2020-06-29,2020,0.0,UNK,IT,Włochy,C,Italy
2020-06-29,2020,0.0,UNK,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,0.0,UNK,LT,Litwa,C,Lithuania
2020-06-29,2020,0.0,UNK,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,0.0,UNK,LV,Łotwa,C,Latvia
2020-06-29,2020,0.0,UNK,ME,Montegegro,C,Montegegro
2020-06-29,2020,0.0,UNK,MT,Malta,C,Malta
2020-06-29,2020,0.0,UNK,NL,Holandia,C,Netherlands
2020-06-29,2020,0.0,UNK,IS,Islandia,C,Iceland
2020-06-29,2020,12070.0,TOTAL,IT,Włochy,C,Italy
2020-06-29,2020,0.0,UNK,CY,Cypr,C,Cyprus
2020-06-29,2020,0.0,UNK,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,811.0,TOTAL,LT,Litwa,C,Lithuania
2020-06-29,2020,67.0,TOTAL,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,560.0,TOTAL,LV,Łotwa,C,Latvia
2020-06-29,2020,115.0,TOTAL,ME,Montegegro,C,Montegegro
2020-06-29,2020,47.0,TOTAL,MT,Malta,C,Malta
2020-06-29,2020,2659.0,TOTAL,NL,Holandia,C,Netherlands
2020-06-29,2020,684.0,TOTAL,NO,Norwegia,C,Norway
2020-06-29,2020,7375.0,TOTAL,PL,Polska,C,Poland
2020-06-29,2020,0.0,UNK,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,2118.0,TOTAL,PT,Portugalia,C,Portugal
2020-06-29,2020,1865.0,TOTAL,RS,Serbia,C,Serbia
2020-06-29,2020,1674.0,TOTAL,SE,Szwecja,C,Sweden
2020-06-29,2020,408.0,TOTAL,SI,Słowenia,C,Slovenia
2020-06-29,2020,937.0,TOTAL,SK,Słowacja,C,Slovakia
2020-06-29,2020,10270.0,TOTAL,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,0.0,UNK,AL,Albania,C,Albania
2020-06-29,2020,0.0,UNK,AT,Austria,C,Austria
2020-06-29,2020,0.0,UNK,BE,Belgia,C,Belgium
2020-06-29,2020,4827.0,TOTAL,RO,Rumunia,C,Romania
2020-06-29,2020,0.0,UNK,NO,Norwegia,C,Norway
2020-06-29,2020,0.0,UNK,PL63,pomorskie,W,
2020-06-29,2020,0.0,UNK,PL72,świętokrzyskie,W,
2020-06-29,2020,162.0,Y_GE80,PL63,pomorskie,W,
2020-06-29,2020,104.0,Y_GE80,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,157.0,Y_GE80,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,101.0,Y_GE80,PL52,opolskie,W,
2020-06-29,2020,236.0,Y_GE80,PL51,dolnośląskie,W,
2020-06-29,2020,67.0,Y_GE80,PL43,lubuskie,W,
2020-06-29,2020,148.0,Y_GE80,PL42,zachodniopomorskie,W,
2020-06-29,2020,245.0,Y_GE80,PL41,wielkopolskie,W,
2020-06-29,2020,222.0,Y_GE80,PL71,łódzkie,W,
2020-06-29,2020,370.0,Y_GE80,PL22,śląskie,W,
2020-06-29,2020,422.0,Y60-79,PL9,mazowieckie,W,
2020-06-29,2020,81.0,Y60-79,PL84,podlaskie,W,
2020-06-29,2020,137.0,Y60-79,PL82,podkarpackie,W,
2020-06-29,2020,160.0,Y60-79,PL81,lubelskie,W,
2020-06-29,2020,109.0,Y60-79,PL72,świętokrzyskie,W,
2020-06-29,2020,244.0,Y60-79,PL71,łódzkie,W,
2020-06-29,2020,165.0,Y60-79,PL63,pomorskie,W,
2020-06-29,2020,108.0,Y60-79,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,265.0,Y_GE80,PL21,małopolskie,W,
2020-06-29,2020,192.0,Y60-79,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,112.0,Y_GE80,PL72,świętokrzyskie,W,
2020-06-29,2020,188.0,Y_GE80,PL82,podkarpackie,W,
2020-06-29,2020,6.0,Y_LT20,PL9,mazowieckie,W,
2020-06-29,2020,1.0,Y_LT20,PL84,podlaskie,W,
2020-06-29,2020,3.0,Y_LT20,PL82,podkarpackie,W,
2020-06-29,2020,1.0,Y_LT20,PL81,lubelskie,W,
2020-06-29,2020,1.0,Y_LT20,PL72,świętokrzyskie,W,
2020-06-29,2020,4.0,Y_LT20,PL71,łódzkie,W,
2020-06-29,2020,3.0,Y_LT20,PL63,pomorskie,W,
2020-06-29,2020,3.0,Y_LT20,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,226.0,Y_GE80,PL81,lubelskie,W,
2020-06-29,2020,3.0,Y_LT20,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,4.0,Y_LT20,PL51,dolnośląskie,W,
2020-06-29,2020,2.0,Y_LT20,PL43,lubuskie,W,
2020-06-29,2020,2.0,Y_LT20,PL42,zachodniopomorskie,W,
2020-06-29,2020,4.0,Y_LT20,PL41,wielkopolskie,W,
2020-06-29,2020,6.0,Y_LT20,PL22,śląskie,W,
2020-06-29,2020,0.0,Y_LT20,PL21,małopolskie,W,
2020-06-29,2020,484.0,Y_GE80,PL9,mazowieckie,W,
2020-06-29,2020,103.0,Y_GE80,PL84,podlaskie,W,
2020-06-29,2020,1.0,Y_LT20,PL52,opolskie,W,
2020-06-29,2020,0.0,UNK,PL71,łódzkie,W,
2020-06-29,2020,69.0,Y60-79,PL52,opolskie,W,
2020-06-29,2020,62.0,Y60-79,PL43,lubuskie,W,
2020-06-29,2020,9.0,Y20-39,PL82,podkarpackie,W,
2020-06-29,2020,13.0,Y20-39,PL81,lubelskie,W,
2020-06-29,2020,3.0,Y20-39,PL72,świętokrzyskie,W,
2020-06-29,2020,18.0,Y20-39,PL71,łódzkie,W,
2020-06-29,2020,15.0,Y20-39,PL63,pomorskie,W,
2020-06-29,2020,11.0,Y20-39,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,6.0,Y20-39,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,7.0,Y20-39,PL52,opolskie,W,
2020-06-29,2020,7.0,Y20-39,PL84,podlaskie,W,
2020-06-29,2020,14.0,Y20-39,PL51,dolnośląskie,W,
2020-06-29,2020,12.0,Y20-39,PL42,zachodniopomorskie,W,
2020-06-29,2020,13.0,Y20-39,PL41,wielkopolskie,W,
2020-06-29,2020,18.0,Y20-39,PL22,śląskie,W,
2020-06-29,2020,13.0,Y20-39,PL21,małopolskie,W,
2020-06-29,2020,0.0,UNK,PL9,mazowieckie,W,
2020-06-29,2020,0.0,UNK,PL84,podlaskie,W,
2020-06-29,2020,0.0,UNK,PL82,podkarpackie,W,
2020-06-29,2020,0.0,UNK,PL81,lubelskie,W,
2020-06-29,2020,6.0,Y20-39,PL43,lubuskie,W,
2020-06-29,2020,286.0,Y60-79,PL51,dolnośląskie,W,
2020-06-29,2020,19.0,Y20-39,PL9,mazowieckie,W,
2020-06-29,2020,108.0,Y40-59,PL22,śląskie,W,
2020-06-29,2020,140.0,Y60-79,PL42,zachodniopomorskie,W,
2020-06-29,2020,263.0,Y60-79,PL41,wielkopolskie,W,
2020-06-29,2020,452.0,Y60-79,PL22,śląskie,W,
2020-06-29,2020,230.0,Y60-79,PL21,małopolskie,W,
2020-06-29,2020,124.0,Y40-59,PL9,mazowieckie,W,
2020-06-29,2020,19.0,Y40-59,PL84,podlaskie,W,
2020-06-29,2020,45.0,Y40-59,PL82,podkarpackie,W,
2020-06-29,2020,38.0,Y40-59,PL81,lubelskie,W,
2020-06-29,2020,65.0,Y40-59,PL21,małopolskie,W,
2020-06-29,2020,31.0,Y40-59,PL72,świętokrzyskie,W,
2020-06-29,2020,46.0,Y40-59,PL63,pomorskie,W,
2020-06-29,2020,41.0,Y40-59,PL62,warmińsko-mazurskie,W,
2020-06-29,2020,45.0,Y40-59,PL61,kujawsko-pomorskie,W,
2020-06-29,2020,30.0,Y40-59,PL52,opolskie,W,
2020-06-29,2020,58.0,Y40-59,PL51,dolnośląskie,W,
2020-06-29,2020,27.0,Y40-59,PL43,lubuskie,W,
2020-06-29,2020,42.0,Y40-59,PL42,zachodniopomorskie,W,
2020-06-29,2020,59.0,Y40-59,PL41,wielkopolskie,W,
2020-06-29,2020,59.0,Y40-59,PL71,łódzkie,W,
2020-06-29,2020,0.0,UNK,PL,Polska,C,Poland
2020-06-29,2020,1904.0,TOTAL,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,0.0,UNK,RO,Rumunia,C,Romania
2020-06-29,2020,16.0,Y_GE80,IS,Islandia,C,Iceland
2020-06-29,2020,858.0,Y_GE80,HU,Węgry,C,Hungary
2020-06-29,2020,470.0,Y_GE80,HR,Chorwacja,C,Croatia
2020-06-29,2020,6704.0,Y_GE80,FR,Francja,C,France
2020-06-29,2020,541.0,Y_GE80,FI,Finlandia,C,Finland
2020-06-29,2020,4554.0,Y_GE80,ES,Hiszpania,C,Spain
2020-06-29,2020,1333.0,Y_GE80,EL,Grecja,C,Greece
2020-06-29,2020,138.0,Y_GE80,EE,Estonia,C,Estonia
2020-06-29,2020,7843.0,Y_GE80,IT,Włochy,C,Italy
2020-06-29,2020,504.0,Y_GE80,DK,Dania,C,Denmark
2020-06-29,2020,929.0,Y_GE80,CZ,Czechy,C,Czech Republic
2020-06-29,2020,53.0,Y_GE80,CY,Cypr,C,Cyprus
2020-06-29,2020,701.0,Y_GE80,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,743.0,Y_GE80,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,1102.0,Y_GE80,BE,Belgia,C,Belgium
2020-06-29,2020,813.0,Y_GE80,AT,Austria,C,Austria
2020-06-29,2020,214.0,Y_GE80,AL,Albania,C,Albania
2020-06-29,2020,3613.0,Y60-79,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,9903.0,Y_GE80,GE,Niemcy,C,Germany
2020-06-29,2020,1.0,Y_GE80,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,340.0,Y_GE80,LT,Litwa,C,Lithuania
2020-06-29,2020,32.0,Y_GE80,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,1.0,Y_LT20,CY,Cypr,C,Cyprus
2020-06-29,2020,9.0,Y_LT20,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,10.0,Y_LT20,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,9.0,Y_LT20,BE,Belgia,C,Belgium
2020-06-29,2020,11.0,Y_LT20,AT,Austria,C,Austria
2020-06-29,2020,8.0,Y_LT20,AL,Albania,C,Albania
2020-06-29,2020,5455.0,Y_GE80,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,345.0,Y_GE80,SK,Słowacja,C,Slovakia
2020-06-29,2020,207.0,Y_GE80,SI,Słowenia,C,Slovenia
2020-06-29,2020,1025.0,Y_GE80,SE,Szwecja,C,Sweden
2020-06-29,2020,782.0,Y_GE80,RS,Serbia,C,Serbia
2020-06-29,2020,1954.0,Y_GE80,RO,Rumunia,C,Romania
2020-06-29,2020,1210.0,Y_GE80,PT,Portugalia,C,Portugal
2020-06-29,2020,3190.0,Y_GE80,PL,Polska,C,Poland
2020-06-29,2020,362.0,Y_GE80,NO,Norwegia,C,Norway
2020-06-29,2020,1451.0,Y_GE80,NL,Holandia,C,Netherlands
2020-06-29,2020,24.0,Y_GE80,MT,Malta,C,Malta
2020-06-29,2020,43.0,Y_GE80,ME,Montegegro,C,Montegegro
2020-06-29,2020,248.0,Y_GE80,LV,Łotwa,C,Latvia
2020-06-29,2020,447.0,Y60-79,SK,Słowacja,C,Slovakia
2020-06-29,2020,9.0,Y_LT20,CZ,Czechy,C,Czech Republic
2020-06-29,2020,149.0,Y60-79,SI,Słowenia,C,Slovenia
2020-06-29,2020,864.0,Y60-79,RS,Serbia,C,Serbia
2020-06-29,2020,34.0,Y60-79,CY,Cypr,C,Cyprus
2020-06-29,2020,361.0,Y60-79,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,877.0,Y60-79,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,669.0,Y60-79,BE,Belgia,C,Belgium
2020-06-29,2020,479.0,Y60-79,AT,Austria,C,Austria
2020-06-29,2020,197.0,Y60-79,AL,Albania,C,Albania
2020-06-29,2020,963.0,Y40-59,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,121.0,Y40-59,SK,Słowacja,C,Slovakia
2020-06-29,2020,928.0,Y60-79,CZ,Czechy,C,Czech Republic
2020-06-29,2020,43.0,Y40-59,SI,Słowenia,C,Slovenia
2020-06-29,2020,179.0,Y40-59,RS,Serbia,C,Serbia
2020-06-29,2020,608.0,Y40-59,RO,Rumunia,C,Romania
2020-06-29,2020,180.0,Y40-59,PT,Portugalia,C,Portugal
2020-06-29,2020,9.0,Y40-59,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,68.0,Y40-59,LV,Łotwa,C,Latvia
2020-06-29,2020,15.0,Y40-59,ME,Montegegro,C,Montegegro
2020-06-29,2020,1.0,Y40-59,MT,Malta,C,Malta
2020-06-29,2020,180.0,Y40-59,NL,Holandia,C,Netherlands
2020-06-29,2020,81.0,Y40-59,SE,Szwecja,C,Sweden
2020-06-29,2020,5753.0,Y60-79,GE,Niemcy,C,Germany
2020-06-29,2020,388.0,Y60-79,DK,Dania,C,Denmark
2020-06-29,2020,116.0,Y60-79,EE,Estonia,C,Estonia
2020-06-29,2020,2145.0,Y60-79,RO,Rumunia,C,Romania
2020-06-29,2020,699.0,Y60-79,PT,Portugalia,C,Portugal
2020-06-29,2020,3120.0,Y60-79,PL,Polska,C,Poland
2020-06-29,2020,253.0,Y60-79,NO,Norwegia,C,Norway
2020-06-29,2020,965.0,Y60-79,NL,Holandia,C,Netherlands
2020-06-29,2020,20.0,Y60-79,MT,Malta,C,Malta
2020-06-29,2020,53.0,Y60-79,ME,Montegegro,C,Montegegro
2020-06-29,2020,23.0,Y60-79,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,327.0,Y60-79,LT,Litwa,C,Lithuania
2020-06-29,2020,0.0,UNK,PT,Portugalia,C,Portugal
2020-06-29,2020,0.0,Y60-79,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,3334.0,Y60-79,IT,Włochy,C,Italy
2020-06-29,2020,8.0,Y60-79,IS,Islandia,C,Iceland
2020-06-29,2020,1092.0,Y60-79,HU,Węgry,C,Hungary
2020-06-29,2020,360.0,Y60-79,HR,Chorwacja,C,Croatia
2020-06-29,2020,3383.0,Y60-79,FR,Francja,C,France
2020-06-29,2020,379.0,Y60-79,FI,Finlandia,C,Finland
2020-06-29,2020,2215.0,Y60-79,ES,Hiszpania,C,Spain
2020-06-29,2020,661.0,Y60-79,EL,Grecja,C,Greece
2020-06-29,2020,524.0,Y60-79,SE,Szwecja,C,Sweden
2020-06-29,2020,41.0,Y40-59,NO,Norwegia,C,Norway
2020-06-29,2020,80.0,Y_LT20,GE,Niemcy,C,Germany
2020-06-29,2020,1.0,Y_LT20,EE,Estonia,C,Estonia
2020-06-29,2020,0.0,Y20-39,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,26.0,Y20-39,LT,Litwa,C,Lithuania
2020-06-29,2020,2.0,Y20-39,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,16.0,Y20-39,LV,Łotwa,C,Latvia
2020-06-29,2020,2.0,Y20-39,ME,Montegegro,C,Montegegro
2020-06-29,2020,2.0,Y20-39,MT,Malta,C,Malta
2020-06-29,2020,41.0,Y20-39,NL,Holandia,C,Netherlands
2020-06-29,2020,26.0,Y20-39,NO,Norwegia,C,Norway
2020-06-29,2020,87.0,Y20-39,IT,Włochy,C,Italy
2020-06-29,2020,184.0,Y20-39,PL,Polska,C,Poland
2020-06-29,2020,79.0,Y20-39,RO,Rumunia,C,Romania
2020-06-29,2020,27.0,Y20-39,RS,Serbia,C,Serbia
2020-06-29,2020,29.0,Y20-39,SE,Szwecja,C,Sweden
2020-06-29,2020,7.0,Y20-39,SI,Słowenia,C,Slovenia
2020-06-29,2020,16.0,Y20-39,SK,Słowacja,C,Slovakia
2020-06-29,2020,162.0,Y20-39,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,46.0,Y40-59,AL,Albania,C,Albania
2020-06-29,2020,117.0,Y40-59,AT,Austria,C,Austria
2020-06-29,2020,19.0,Y20-39,PT,Portugalia,C,Portugal
2020-06-29,2020,5.0,Y20-39,IS,Islandia,C,Iceland
2020-06-29,2020,34.0,Y20-39,HU,Węgry,C,Hungary
2020-06-29,2020,10.0,Y20-39,HR,Chorwacja,C,Croatia
2020-06-29,2020,4.0,UNK,RS,Serbia,C,Serbia
2020-06-29,2020,0.0,UNK,SE,Szwecja,C,Sweden
2020-06-29,2020,0.0,UNK,SI,Słowenia,C,Slovenia
2020-06-29,2020,0.0,UNK,SK,Słowacja,C,Slovakia
2020-06-29,2020,0.0,UNK,UK,Wielka Brytania,C,United Kingdom
2020-06-29,2020,10.0,Y20-39,AL,Albania,C,Albania
2020-06-29,2020,18.0,Y20-39,AT,Austria,C,Austria
2020-06-29,2020,43.0,Y20-39,BE,Belgia,C,Belgium
2020-06-29,2020,39.0,Y20-39,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,13.0,Y20-39,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,2.0,Y20-39,CY,Cypr,C,Cyprus
2020-06-29,2020,33.0,Y20-39,CZ,Czechy,C,Czech Republic
2020-06-29,2020,171.0,Y20-39,GE,Niemcy,C,Germany
2020-06-29,2020,11.0,Y20-39,DK,Dania,C,Denmark
2020-06-29,2020,7.0,Y20-39,EE,Estonia,C,Estonia
2020-06-29,2020,26.0,Y20-39,EL,Grecja,C,Greece
2020-06-29,2020,72.0,Y20-39,ES,Hiszpania,C,Spain
2020-06-29,2020,16.0,Y20-39,FI,Finlandia,C,Finland
2020-06-29,2020,169.0,Y20-39,FR,Francja,C,France
2020-06-29,2020,145.0,Y40-59,BE,Belgia,C,Belgium
2020-06-29,2020,10.0,Y_LT20,DK,Dania,C,Denmark
2020-06-29,2020,235.0,Y40-59,BG,Bułgaria,C,Bulgaria
2020-06-29,2020,16.0,Y40-59,CY,Cypr,C,Cyprus
2020-06-29,2020,10.0,Y_LT20,PT,Portugalia,C,Portugal
2020-06-29,2020,44.0,Y_LT20,PL,Polska,C,Poland
2020-06-29,2020,2.0,Y_LT20,NO,Norwegia,C,Norway
2020-06-29,2020,22.0,Y_LT20,NL,Holandia,C,Netherlands
2020-06-29,2020,0.0,Y_LT20,MT,Malta,C,Malta
2020-06-29,2020,2.0,Y_LT20,ME,Montegegro,C,Montegegro
2020-06-29,2020,8.0,Y_LT20,LV,Łotwa,C,Latvia
2020-06-29,2020,1.0,Y_LT20,LU,Luksemburg,C,Luxembourg
2020-06-29,2020,41.0,Y_LT20,RO,Rumunia,C,Romania
2020-06-29,2020,2.0,Y_LT20,LT,Litwa,C,Lithuania
2020-06-29,2020,45.0,Y_LT20,IT,Włochy,C,Italy
2020-06-29,2020,0.0,Y_LT20,IS,Islandia,C,Iceland
2020-06-29,2020,8.0,Y_LT20,HU,Węgry,C,Hungary
2020-06-29,2020,5.0,Y_LT20,HR,Chorwacja,C,Croatia
2020-06-29,2020,93.0,Y_LT20,FR,Francja,C,France
2020-06-29,2020,5.0,Y_LT20,FI,Finlandia,C,Finland
2020-06-29,2020,35.0,Y_LT20,ES,Hiszpania,C,Spain
2020-06-29,2020,11.0,Y_LT20,EL,Grecja,C,Greece
2020-06-29,2020,0.0,Y_LT20,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,9.0,Y_LT20,RS,Serbia,C,Serbia
2020-06-29,2020,15.0,Y_LT20,SE,Szwecja,C,Sweden
2020-06-29,2020,2.0,Y_LT20,SI,Słowenia,C,Slovenia
2020-06-29,2020,183.0,Y40-59,CZ,Czechy,C,Czech Republic
2020-06-29,2020,1390.0,Y40-59,GE,Niemcy,C,Germany
2020-06-29,2020,71.0,Y40-59,DK,Dania,C,Denmark
2020-06-29,2020,32.0,Y40-59,EE,Estonia,C,Estonia
2020-06-29,2020,149.0,Y40-59,EL,Grecja,C,Greece
2020-06-29,2020,623.0,Y40-59,ES,Hiszpania,C,Spain
2020-06-29,2020,80.0,Y40-59,FI,Finlandia,C,Finland
2020-06-29,2020,963.0,Y40-59,FR,Francja,C,France
2020-06-29,2020,82.0,Y40-59,HR,Chorwacja,C,Croatia
2020-06-29,2020,271.0,Y40-59,HU,Węgry,C,Hungary
2020-06-29,2020,5.0,Y40-59,IS,Islandia,C,Iceland
2020-06-29,2020,761.0,Y40-59,IT,Włochy,C,Italy
2020-06-29,2020,1.0,Y40-59,LI,Liechenstein,C,Liechenstein
2020-06-29,2020,116.0,Y40-59,LT,Litwa,C,Lithuania
2020-06-29,2020,96.0,Y40-59,CH,Szwajcaria,C,Switzerland
2020-06-29,2020,837.0,Y40-59,PL,Polska,C,Poland
2020-07-06,2020,1180.0,TOTAL,CH,Szwajcaria,C,Switzerland
2020-07-06,2020,2138.0,TOTAL,BG,Bułgaria,C,Bulgaria
2020-07-06,2020,1768.0,TOTAL,BE,Belgia,C,Belgium
2020-07-06,2020,1561.0,TOTAL,AT,Austria,C,Austria
2020-07-06,2020,530.0,TOTAL,AL,Albania,C,Albania
2020-07-06,2020,242.0,Y_GE80,PL51,dolnośląskie,W,
2020-07-06,2020,1.0,Y_LT20,PL84,podlaskie,W,
2020-07-06,2020,0.0,UNK,PL81,lubelskie,W,
2020-07-06,2020,0.0,UNK,PL82,podkarpackie,W,
2020-07-06,2020,0.0,UNK,PL84,podlaskie,W,
2020-07-06,2020,0.0,UNK,PL9,mazowieckie,W,
2020-07-06,2020,22.0,Y20-39,PL21,małopolskie,W,
2020-07-06,2020,30.0,Y20-39,PL22,śląskie,W,
2020-07-06,2020,18.0,Y20-39,PL41,wielkopolskie,W,
2020-07-06,2020,7.0,Y20-39,PL42,zachodniopomorskie,W,
2020-07-06,2020,2.0,Y20-39,PL43,lubuskie,W,
2020-07-06,2020,19.0,Y20-39,PL51,dolnośląskie,W,
2020-07-06,2020,4.0,Y20-39,PL52,opolskie,W,
2020-07-06,2020,0.0,UNK,PL72,świętokrzyskie,W,
2020-07-06,2020,11.0,Y20-39,PL61,kujawsko-pomorskie,W,
2020-07-06,2020,14.0,Y20-39,PL63,pomorskie,W,
2020-07-06,2020,12.0,Y20-39,PL71,łódzkie,W,
2020-07-06,2020,6.0,Y20-39,PL72,świętokrzyskie,W,
2020-07-06,2020,17.0,Y20-39,PL81,lubelskie,W,
2020-07-06,2020,12.0,Y20-39,PL82,podkarpackie,W,
2020-07-06,2020,5.0,Y20-39,PL84,podlaskie,W,
2020-07-06,2020,29.0,Y20-39,PL9,mazowieckie,W,
2020-07-06,2020,64.0,Y40-59,PL21,małopolskie,W,
2020-07-06,2020,113.0,Y40-59,PL22,śląskie,W,
2020-07-06,2020,74.0,Y40-59,PL41,wielkopolskie,W,
2020-07-06,2020,33.0,Y40-59,PL42,zachodniopomorskie,W,
2020-07-06,2020,12.0,Y20-39,PL62,warmińsko-mazurskie,W,
2020-07-06,2020,25.0,Y40-59,PL43,lubuskie,W,
2020-07-06,2020,0.0,UNK,PL71,łódzkie,W,
2020-07-06,2020,0.0,UNK,PL62,warmińsko-mazurskie,W,
2020-07-06,2020,112.0,TOTAL,CY,Cypr,C,Cyprus
2020-07-06,2020,1039.0,TOTAL,PL22,śląskie,W,
2020-07-06,2020,639.0,TOTAL,PL41,wielkopolskie,W,
2020-07-06,2020,314.0,TOTAL,PL42,zachodniopomorskie,W,
2020-07-06,2020,203.0,TOTAL,PL43,lubuskie,W,
2020-07-06,2020,610.0,TOTAL,PL51,dolnośląskie,W,
2020-07-06,2020,190.0,TOTAL,PL52,opolskie,W,
2020-07-06,2020,386.0,TOTAL,PL61,kujawsko-pomorskie,W,
2020-07-06,2020,283.0,TOTAL,PL62,warmińsko-mazurskie,W,
2020-07-06,2020,410.0,TOTAL,PL63,pomorskie,W,
2020-07-06,2020,585.0,TOTAL,PL71,łódzkie,W,
2020-07-06,2020,0.0,UNK,PL63,pomorskie,W,
2020-07-06,2020,279.0,TOTAL,PL72,świętokrzyskie,W,
