bin,date,type,count
3,2020-10-20,H,47
6,2020-10-20,H,45
1,2020-10-20,H,25
2,2020-10-20,H,19
7,2020-10-21,H,278
5,2020-10-21,H,87
4,2020-10-21,H,57
3,2020-10-21,H,48
6,2020-10-21,H,46
1,2020-10-21,H,36
2,2020-10-21,H,24
7,2020-10-22,H,280
5,2020-10-22,H,69
4,2020-10-22,H,55
6,2020-10-22,H,46
3,2020-10-22,H,43
1,2020-10-22,H,33
2,2020-10-22,H,28
7,2020-10-23,H,280
5,2020-10-23,H,85
4,2020-10-23,H,69
6,2020-10-23,H,50
3,2020-10-23,H,43
1,2020-10-23,H,32
2,2020-10-23,H,28
7,2020-10-24,H,243
5,2020-10-24,H,70
4,2020-10-24,H,56
6,2020-10-24,H,48
3,2020-10-24,H,35
2,2020-10-24,H,23
1,2020-10-24,H,21
7,2020-10-25,H,211
5,2020-10-25,H,73
6,2020-10-25,H,46
4,2020-10-25,H,42
3,2020-10-25,H,38
2,2020-10-25,H,28
1,2020-10-25,H,27
7,2020-10-26,H,274
5,2020-10-26,H,75
4,2020-10-26,H,61
6,2020-10-26,H,48
