country_code,age_group,new_cases,population,rate_14_day_per_100k,location,date
LU,15-24yr,5,71871,16.7,Luksemburg,2020-04-20
LU,25-49yr,31,239349,30.9,Luksemburg,2020-04-20
LU,50-64yr,12,124024,25.0,Luksemburg,2020-04-20
LU,65-79yr,3,65862,24.3,Luksemburg,2020-04-20
LU,80+yr,10,24925,120.4,Luksemburg,2020-04-20
LU,<15yr,0,100077,0.0,Luksemburg,2020-04-27
LU,15-24yr,2,71871,9.7,Luksemburg,2020-04-27
LU,25-49yr,19,239349,20.9,Luksemburg,2020-04-27
LU,50-64yr,5,124024,13.7,Luksemburg,2020-04-27
LU,65-79yr,3,65862,9.1,Luksemburg,2020-04-27
LU,80+yr,7,24925,68.2,Luksemburg,2020-04-27
LU,<15yr,2,100077,2.0,Luksemburg,2020-05-04
LU,15-24yr,4,71871,8.3,Luksemburg,2020-05-04
LU,25-49yr,15,239349,14.2,Luksemburg,2020-05-04
LU,50-64yr,7,124024,9.7,Luksemburg,2020-05-04
LU,65-79yr,2,65862,7.6,Luksemburg,2020-05-04
LU,80+yr,0,24925,28.1,Luksemburg,2020-05-04
LU,<15yr,0,100077,2.0,Luksemburg,2020-05-11
LU,15-24yr,4,71871,11.1,Luksemburg,2020-05-11
LU,25-49yr,23,239349,15.9,Luksemburg,2020-05-11
LU,50-64yr,2,124024,7.3,Luksemburg,2020-05-11
LU,65-79yr,1,65862,4.6,Luksemburg,2020-05-11
LU,80+yr,1,24925,4.0,Luksemburg,2020-05-11
LU,<15yr,7,100077,7.0,Luksemburg,2020-05-18
LU,15-24yr,3,71871,9.7,Luksemburg,2020-05-18
LU,25-49yr,12,239349,14.6,Luksemburg,2020-05-18
LU,50-64yr,5,124024,5.6,Luksemburg,2020-05-18
LU,65-79yr,1,65862,3.0,Luksemburg,2020-05-18
LU,80+yr,0,24925,4.0,Luksemburg,2020-05-18
LU,<15yr,0,100077,7.0,Luksemburg,2020-05-25
LU,15-24yr,0,71871,4.2,Luksemburg,2020-05-25
LU,25-49yr,5,239349,7.1,Luksemburg,2020-05-25
LU,50-64yr,3,124024,6.5,Luksemburg,2020-05-25
LU,65-79yr,3,65862,6.1,Luksemburg,2020-05-25
LU,80+yr,0,24925,0.0,Luksemburg,2020-05-25
LU,<15yr,0,100077,0.0,Luksemburg,2020-06-01
LU,15-24yr,0,71871,0.0,Luksemburg,2020-06-01
LU,25-49yr,7,239349,5.0,Luksemburg,2020-06-01
LU,50-64yr,1,124024,3.2,Luksemburg,2020-06-01
LU,65-79yr,2,65862,7.6,Luksemburg,2020-06-01
LU,80+yr,1,24925,4.0,Luksemburg,2020-06-01
LU,<15yr,0,100077,0.0,Luksemburg,2020-06-08
LU,15-24yr,6,71871,8.3,Luksemburg,2020-06-08
LU,25-49yr,11,239349,7.5,Luksemburg,2020-06-08
LU,50-64yr,3,124024,3.2,Luksemburg,2020-06-08
LU,65-79yr,1,65862,4.6,Luksemburg,2020-06-08
LU,80+yr,0,24925,4.0,Luksemburg,2020-06-08
LU,<15yr,5,100077,5.0,Luksemburg,2020-06-15
LU,15-24yr,5,71871,15.3,Luksemburg,2020-06-15
LU,25-49yr,11,239349,9.2,Luksemburg,2020-06-15
LU,50-64yr,2,124024,4.0,Luksemburg,2020-06-15
LU,65-79yr,1,65862,3.0,Luksemburg,2020-06-15
LU,80+yr,0,24925,0.0,Luksemburg,2020-06-15
LU,<15yr,18,100077,23.0,Luksemburg,2020-06-22
LU,15-24yr,11,71871,22.3,Luksemburg,2020-06-22
LU,25-49yr,38,239349,20.5,Luksemburg,2020-06-22
LU,50-64yr,15,124024,13.7,Luksemburg,2020-06-22
LU,65-79yr,4,65862,7.6,Luksemburg,2020-06-22
LU,80+yr,0,24925,0.0,Luksemburg,2020-06-22
LU,<15yr,26,100077,44.0,Luksemburg,2020-06-29
LU,15-24yr,29,71871,55.7,Luksemburg,2020-06-29
LU,25-49yr,80,239349,49.3,Luksemburg,2020-06-29
LU,50-64yr,27,124024,33.9,Luksemburg,2020-06-29
LU,65-79yr,6,65862,15.2,Luksemburg,2020-06-29
LU,80+yr,2,24925,8.0,Luksemburg,2020-06-29
LU,<15yr,22,100077,48.0,Luksemburg,2020-07-06
LU,15-24yr,44,71871,101.6,Luksemburg,2020-07-06
LU,25-49yr,95,239349,73.1,Luksemburg,2020-07-06
LU,50-64yr,44,124024,57.2,Luksemburg,2020-07-06
LU,65-79yr,13,65862,28.8,Luksemburg,2020-07-06
LU,80+yr,11,24925,52.2,Luksemburg,2020-07-06
LU,<15yr,68,100077,89.9,Luksemburg,2020-07-13
LU,15-24yr,40,71871,116.9,Luksemburg,2020-07-13
LU,25-49yr,169,239349,110.3,Luksemburg,2020-07-13
LU,50-64yr,65,124024,87.9,Luksemburg,2020-07-13
LU,65-79yr,18,65862,47.1,Luksemburg,2020-07-13
LU,80+yr,8,24925,76.2,Luksemburg,2020-07-13
LU,<15yr,61,100077,128.9,Luksemburg,2020-07-20
LU,15-24yr,61,71871,140.5,Luksemburg,2020-07-20
LU,25-49yr,150,239349,133.3,Luksemburg,2020-07-20
LU,50-64yr,71,124024,109.7,Luksemburg,2020-07-20
LU,65-79yr,18,65862,54.7,Luksemburg,2020-07-20
LU,80+yr,14,24925,88.3,Luksemburg,2020-07-20
LU,<15yr,36,100077,96.9,Luksemburg,2020-07-27
LU,15-24yr,45,71871,147.5,Luksemburg,2020-07-27
LU,25-49yr,114,239349,110.3,Luksemburg,2020-07-27
LU,50-64yr,42,124024,91.1,Luksemburg,2020-07-27
LU,65-79yr,12,65862,45.5,Luksemburg,2020-07-27
LU,80+yr,5,24925,76.2,Luksemburg,2020-07-27
LU,<15yr,34,100077,69.9,Luksemburg,2020-08-03
LU,15-24yr,29,71871,103.0,Luksemburg,2020-08-03
LU,25-49yr,83,239349,82.3,Luksemburg,2020-08-03
LU,50-64yr,33,124024,60.5,Luksemburg,2020-08-03
LU,65-79yr,7,65862,28.8,Luksemburg,2020-08-03
LU,80+yr,7,24925,48.1,Luksemburg,2020-08-03
LU,<15yr,20,100077,54.0,Luksemburg,2020-08-10
LU,15-24yr,39,71871,94.6,Luksemburg,2020-08-10
LU,25-49yr,67,239349,62.7,Luksemburg,2020-08-10
LU,50-64yr,22,124024,44.3,Luksemburg,2020-08-10
LU,65-79yr,2,65862,13.7,Luksemburg,2020-08-10
LU,80+yr,4,24925,44.1,Luksemburg,2020-08-10
LU,<15yr,21,100077,41.0,Luksemburg,2020-08-17
LU,15-24yr,39,71871,108.5,Luksemburg,2020-08-17
LU,25-49yr,96,239349,68.1,Luksemburg,2020-08-17
LU,50-64yr,42,124024,51.6,Luksemburg,2020-08-17
LU,65-79yr,6,65862,12.1,Luksemburg,2020-08-17
LU,80+yr,16,24925,80.2,Luksemburg,2020-08-17
LU,<15yr,21,100077,42.0,Luksemburg,2020-08-24
LU,15-24yr,26,71871,90.4,Luksemburg,2020-08-24
LU,25-49yr,107,239349,84.8,Luksemburg,2020-08-24
LU,50-64yr,51,124024,75.0,Luksemburg,2020-08-24
LU,65-79yr,5,65862,16.7,Luksemburg,2020-08-24
LU,80+yr,1,24925,68.2,Luksemburg,2020-08-24
LU,<15yr,24,100077,45.0,Luksemburg,2020-08-31
LU,15-24yr,36,71871,86.3,Luksemburg,2020-08-31
LU,25-49yr,90,239349,82.3,Luksemburg,2020-08-31
LU,50-64yr,30,124024,65.3,Luksemburg,2020-08-31
LU,65-79yr,10,65862,22.8,Luksemburg,2020-08-31
LU,80+yr,0,24925,4.0,Luksemburg,2020-08-31
LU,<15yr,24,100077,48.0,Luksemburg,2020-09-07
LU,15-24yr,25,71871,84.9,Luksemburg,2020-09-07
LU,25-49yr,95,239349,77.3,Luksemburg,2020-09-07
LU,50-64yr,18,124024,38.7,Luksemburg,2020-09-07
LU,65-79yr,10,65862,30.4,Luksemburg,2020-09-07
LU,80+yr,3,24925,12.0,Luksemburg,2020-09-07
LU,<15yr,73,100077,96.9,Luksemburg,2020-09-14
LU,15-24yr,68,71871,129.4,Luksemburg,2020-09-14
LU,25-49yr,244,239349,141.6,Luksemburg,2020-09-14
LU,50-64yr,87,124024,84.7,Luksemburg,2020-09-14
LU,65-79yr,34,65862,66.8,Luksemburg,2020-09-14
LU,80+yr,8,24925,44.1,Luksemburg,2020-09-14
LU,<15yr,47,100077,119.9,Luksemburg,2020-09-21
LU,15-24yr,56,71871,172.5,Luksemburg,2020-09-21
LU,25-49yr,118,239349,151.2,Luksemburg,2020-09-21
LU,50-64yr,57,124024,116.1,Luksemburg,2020-09-21
LU,65-79yr,14,65862,72.9,Luksemburg,2020-09-21
LU,80+yr,15,24925,92.3,Luksemburg,2020-09-21
LU,<15yr,55,100077,101.9,Luksemburg,2020-09-28
LU,15-24yr,53,71871,151.7,Luksemburg,2020-09-28
LU,25-49yr,137,239349,106.5,Luksemburg,2020-09-28
LU,50-64yr,57,124024,91.9,Luksemburg,2020-09-28
LU,65-79yr,16,65862,45.5,Luksemburg,2020-09-28
LU,80+yr,11,24925,104.3,Luksemburg,2020-09-28
LU,<15yr,68,100077,122.9,Luksemburg,2020-10-05
LU,15-24yr,109,71871,225.4,Luksemburg,2020-10-05
LU,25-49yr,164,239349,125.8,Luksemburg,2020-10-05
LU,50-64yr,70,124024,102.4,Luksemburg,2020-10-05
LU,65-79yr,33,65862,74.4,Luksemburg,2020-10-05
LU,80+yr,20,24925,124.4,Luksemburg,2020-10-05
LU,<15yr,61,100077,128.9,Luksemburg,2020-10-12
LU,15-24yr,104,71871,296.4,Luksemburg,2020-10-12
LU,25-49yr,261,239349,177.6,Luksemburg,2020-10-12
LU,50-64yr,110,124024,145.1,Luksemburg,2020-10-12
LU,65-79yr,38,65862,107.8,Luksemburg,2020-10-12
LU,80+yr,35,24925,220.7,Luksemburg,2020-10-12
LU,<15yr,174,100077,234.8,Luksemburg,2020-10-19
LU,15-24yr,215,71871,443.9,Luksemburg,2020-10-19
LU,25-49yr,714,239349,407.4,Luksemburg,2020-10-19
LU,50-64yr,271,124024,307.2,Luksemburg,2020-10-19
LU,65-79yr,127,65862,250.5,Luksemburg,2020-10-19
LU,80+yr,73,24925,433.3,Luksemburg,2020-10-19
LU,<15yr,191,100077,364.7,Luksemburg,2020-10-26
LU,15-24yr,251,71871,648.4,Luksemburg,2020-10-26
LU,25-49yr,826,239349,643.4,Luksemburg,2020-10-26
LU,50-64yr,406,124024,545.9,Luksemburg,2020-10-26
LU,65-79yr,201,65862,498.0,Luksemburg,2020-10-26
LU,80+yr,97,24925,682.0,Luksemburg,2020-10-26
LU,<15yr,232,100077,422.7,Luksemburg,2020-11-02
LU,15-24yr,253,71871,701.3,Luksemburg,2020-11-02
LU,25-49yr,794,239349,676.8,Luksemburg,2020-11-02
LU,50-64yr,430,124024,674.1,Luksemburg,2020-11-02
LU,65-79yr,195,65862,601.3,Luksemburg,2020-11-02
LU,80+yr,126,24925,894.7,Luksemburg,2020-11-02
LU,<15yr,255,100077,486.6,Luksemburg,2020-11-09
LU,15-24yr,274,71871,733.3,Luksemburg,2020-11-09
LU,25-49yr,768,239349,652.6,Luksemburg,2020-11-09
LU,50-64yr,402,124024,670.8,Luksemburg,2020-11-09
LU,65-79yr,171,65862,555.7,Luksemburg,2020-11-09
LU,80+yr,104,24925,922.8,Luksemburg,2020-11-09
LU,<15yr,297,100077,551.6,Luksemburg,2020-11-16
LU,15-24yr,252,71871,731.9,Luksemburg,2020-11-16
LU,25-49yr,786,239349,649.3,Luksemburg,2020-11-16
LU,50-64yr,377,124024,628.1,Luksemburg,2020-11-16
LU,65-79yr,180,65862,532.9,Luksemburg,2020-11-16
LU,80+yr,170,24925,1099.3,Luksemburg,2020-11-16
LU,<15yr,386,100077,682.5,Luksemburg,2020-11-23
LU,15-24yr,243,71871,688.7,Luksemburg,2020-11-23
LU,25-49yr,762,239349,646.8,Luksemburg,2020-11-23
LU,50-64yr,377,124024,607.9,Luksemburg,2020-11-23
LU,65-79yr,161,65862,517.7,Luksemburg,2020-11-23
LU,80+yr,102,24925,1091.3,Luksemburg,2020-11-23
LU,<15yr,306,100077,691.5,Luksemburg,2020-11-30
LU,15-24yr,293,71871,745.8,Luksemburg,2020-11-30
LU,25-49yr,874,239349,683.5,Luksemburg,2020-11-30
LU,50-64yr,410,124024,634.6,Luksemburg,2020-11-30
LU,65-79yr,176,65862,511.7,Luksemburg,2020-11-30
LU,80+yr,122,24925,898.7,Luksemburg,2020-11-30
LU,<15yr,361,100077,666.5,Luksemburg,2020-12-07
LU,15-24yr,275,71871,790.3,Luksemburg,2020-12-07
LU,25-49yr,753,239349,679.8,Luksemburg,2020-12-07
LU,50-64yr,364,124024,624.1,Luksemburg,2020-12-07
LU,65-79yr,172,65862,528.4,Luksemburg,2020-12-07
LU,80+yr,120,24925,970.9,Luksemburg,2020-12-07
LU,<15yr,297,100077,657.5,Luksemburg,2020-12-14
LU,15-24yr,209,71871,673.4,Luksemburg,2020-12-14
LU,25-49yr,627,239349,576.6,Luksemburg,2020-12-14
LU,50-64yr,281,124024,520.1,Luksemburg,2020-12-14
LU,65-79yr,117,65862,438.8,Luksemburg,2020-12-14
LU,80+yr,80,24925,802.4,Luksemburg,2020-12-14
LU,<15yr,128,100077,424.7,Luksemburg,2020-12-21
LU,15-24yr,101,71871,431.3,Luksemburg,2020-12-21
LU,25-49yr,328,239349,399.0,Luksemburg,2020-12-21
LU,50-64yr,161,124024,356.4,Luksemburg,2020-12-21
LU,65-79yr,52,65862,256.6,Luksemburg,2020-12-21
LU,80+yr,73,24925,613.8,Luksemburg,2020-12-21
LU,<15yr,120,100077,247.8,Luksemburg,2020-12-28
LU,15-24yr,127,71871,317.2,Luksemburg,2020-12-28
LU,25-49yr,356,239349,285.8,Luksemburg,2020-12-28
LU,50-64yr,138,124024,241.1,Luksemburg,2020-12-28
LU,65-79yr,55,65862,162.5,Luksemburg,2020-12-28
LU,80+yr,30,24925,413.2,Luksemburg,2020-12-28
LU,<15yr,99,100077,218.8,Luksemburg,2021-01-04
LU,15-24yr,80,71871,288.0,Luksemburg,2021-01-04
LU,25-49yr,296,239349,272.4,Luksemburg,2021-01-04
LU,50-64yr,118,124024,206.4,Luksemburg,2021-01-04
LU,65-79yr,44,65862,150.3,Luksemburg,2021-01-04
LU,80+yr,28,24925,232.7,Luksemburg,2021-01-04
LU,<15yr,97,100077,195.8,Luksemburg,2021-01-11
LU,15-24yr,68,71871,205.9,Luksemburg,2021-01-11
LU,25-49yr,258,239349,231.5,Luksemburg,2021-01-11
LU,50-64yr,126,124024,196.7,Luksemburg,2021-01-11
LU,65-79yr,34,65862,118.4,Luksemburg,2021-01-11
LU,80+yr,39,24925,268.8,Luksemburg,2021-01-11
LU,<15yr,83,100077,179.9,Luksemburg,2021-01-18
LU,15-24yr,69,71871,190.6,Luksemburg,2021-01-18
LU,25-49yr,242,239349,208.9,Luksemburg,2021-01-18
LU,50-64yr,101,124024,183.0,Luksemburg,2021-01-18
LU,65-79yr,38,65862,109.3,Luksemburg,2021-01-18
LU,80+yr,23,24925,248.7,Luksemburg,2021-01-18
LU,<15yr,146,100077,228.8,Luksemburg,2021-01-25
LU,15-24yr,101,71871,236.5,Luksemburg,2021-01-25
LU,25-49yr,273,239349,215.2,Luksemburg,2021-01-25
LU,50-64yr,126,124024,183.0,Luksemburg,2021-01-25
LU,65-79yr,36,65862,112.4,Luksemburg,2021-01-25
LU,80+yr,38,24925,244.7,Luksemburg,2021-01-25
LU,<15yr,223,100077,368.7,Luksemburg,2021-02-01
LU,15-24yr,110,71871,293.6,Luksemburg,2021-02-01
LU,25-49yr,313,239349,244.8,Luksemburg,2021-02-01
LU,50-64yr,130,124024,206.4,Luksemburg,2021-02-01
LU,65-79yr,43,65862,119.9,Luksemburg,2021-02-01
LU,80+yr,27,24925,260.8,Luksemburg,2021-02-01
LU,<15yr,186,100077,408.7,Luksemburg,2021-02-08
LU,15-24yr,85,71871,271.3,Luksemburg,2021-02-08
LU,25-49yr,308,239349,259.5,Luksemburg,2021-02-08
LU,50-64yr,104,124024,188.7,Luksemburg,2021-02-08
LU,65-79yr,39,65862,124.5,Luksemburg,2021-02-08
LU,80+yr,26,24925,212.6,Luksemburg,2021-02-08
LU,<15yr,143,100077,328.7,Luksemburg,2021-02-15
LU,15-24yr,118,71871,282.5,Luksemburg,2021-02-15
LU,25-49yr,370,239349,283.3,Luksemburg,2021-02-15
LU,50-64yr,157,124024,210.4,Luksemburg,2021-02-15
LU,65-79yr,54,65862,141.2,Luksemburg,2021-02-15
LU,80+yr,36,24925,248.7,Luksemburg,2021-02-15
LU,<15yr,187,100077,329.7,Luksemburg,2021-02-22
LU,15-24yr,138,71871,356.2,Luksemburg,2021-02-22
LU,25-49yr,363,239349,306.2,Luksemburg,2021-02-22
LU,50-64yr,161,124024,256.4,Luksemburg,2021-02-22
LU,65-79yr,54,65862,164.0,Luksemburg,2021-02-22
LU,80+yr,59,24925,381.1,Luksemburg,2021-02-22
LU,<15yr,147,100077,333.7,Luksemburg,2021-03-01
LU,15-24yr,127,71871,368.7,Luksemburg,2021-03-01
LU,25-49yr,331,239349,290.0,Luksemburg,2021-03-01
LU,50-64yr,157,124024,256.4,Luksemburg,2021-03-01
LU,65-79yr,72,65862,191.3,Luksemburg,2021-03-01
LU,80+yr,47,24925,425.3,Luksemburg,2021-03-01
LU,<15yr,182,100077,328.7,Luksemburg,2021-03-08
LU,15-24yr,118,71871,340.9,Luksemburg,2021-03-08
LU,25-49yr,346,239349,282.9,Luksemburg,2021-03-08
LU,50-64yr,146,124024,244.3,Luksemburg,2021-03-08
LU,65-79yr,65,65862,208.0,Luksemburg,2021-03-08
LU,80+yr,49,24925,385.2,Luksemburg,2021-03-08
LU,<15yr,217,100077,398.7,Luksemburg,2021-03-15
LU,15-24yr,150,71871,372.9,Luksemburg,2021-03-15
LU,25-49yr,404,239349,313.3,Luksemburg,2021-03-15
LU,50-64yr,185,124024,266.9,Luksemburg,2021-03-15
LU,65-79yr,64,65862,195.9,Luksemburg,2021-03-15
LU,80+yr,55,24925,417.3,Luksemburg,2021-03-15
LU,<15yr,202,100077,418.7,Luksemburg,2021-03-22
LU,15-24yr,160,71871,431.3,Luksemburg,2021-03-22
LU,25-49yr,449,239349,356.4,Luksemburg,2021-03-22
LU,50-64yr,206,124024,315.3,Luksemburg,2021-03-22
LU,65-79yr,65,65862,195.9,Luksemburg,2021-03-22
LU,80+yr,53,24925,433.3,Luksemburg,2021-03-22
LU,<15yr,157,100077,358.7,Luksemburg,2021-03-29
LU,15-24yr,156,71871,439.7,Luksemburg,2021-03-29
LU,25-49yr,448,239349,374.8,Luksemburg,2021-03-29
LU,50-64yr,171,124024,304.0,Luksemburg,2021-03-29
LU,65-79yr,47,65862,170.1,Luksemburg,2021-03-29
LU,80+yr,17,24925,280.8,Luksemburg,2021-03-29
MT,<15yr,0,69158,,Malta,2020-03-02
MT,15-24yr,0,54926,,Malta,2020-03-02
MT,25-49yr,4,205154,,Malta,2020-03-02
MT,50-64yr,0,90276,,Malta,2020-03-02
MT,65-79yr,0,73361,,Malta,2020-03-02
MT,80+yr,0,21689,,Malta,2020-03-02
MT,<15yr,0,69158,0.0,Malta,2020-03-09
MT,15-24yr,10,54926,18.2,Malta,2020-03-09
MT,25-49yr,21,205154,12.2,Malta,2020-03-09
MT,50-64yr,5,90276,5.5,Malta,2020-03-09
MT,65-79yr,0,73361,0.0,Malta,2020-03-09
MT,80+yr,0,21689,0.0,Malta,2020-03-09
MT,<15yr,3,69158,4.3,Malta,2020-03-16
MT,15-24yr,8,54926,32.8,Malta,2020-03-16
MT,25-49yr,37,205154,28.3,Malta,2020-03-16
MT,50-64yr,22,90276,29.9,Malta,2020-03-16
MT,65-79yr,7,73361,9.5,Malta,2020-03-16
MT,80+yr,0,21689,0.0,Malta,2020-03-16
MT,<15yr,0,69158,4.3,Malta,2020-03-23
MT,15-24yr,12,54926,36.4,Malta,2020-03-23
MT,25-49yr,24,205154,29.7,Malta,2020-03-23
MT,50-64yr,11,90276,36.6,Malta,2020-03-23
MT,65-79yr,1,73361,10.9,Malta,2020-03-23
MT,80+yr,1,21689,4.6,Malta,2020-03-23
MT,<15yr,2,69158,2.9,Malta,2020-03-30
MT,15-24yr,12,54926,43.7,Malta,2020-03-30
MT,25-49yr,41,205154,31.7,Malta,2020-03-30
MT,50-64yr,14,90276,27.7,Malta,2020-03-30
MT,65-79yr,8,73361,12.3,Malta,2020-03-30
MT,80+yr,2,21689,13.8,Malta,2020-03-30
MT,<15yr,8,69158,14.5,Malta,2020-04-06
MT,15-24yr,13,54926,45.5,Malta,2020-04-06
MT,25-49yr,76,205154,57.0,Malta,2020-04-06
MT,50-64yr,28,90276,46.5,Malta,2020-04-06
MT,65-79yr,13,73361,28.6,Malta,2020-04-06
MT,80+yr,11,21689,59.9,Malta,2020-04-06
MT,<15yr,0,69158,11.6,Malta,2020-04-13
MT,15-24yr,12,54926,45.5,Malta,2020-04-13
MT,25-49yr,22,205154,47.8,Malta,2020-04-13
MT,50-64yr,7,90276,38.8,Malta,2020-04-13
MT,65-79yr,2,73361,20.4,Malta,2020-04-13
MT,80+yr,1,21689,55.3,Malta,2020-04-13
MT,<15yr,0,69158,0.0,Malta,2020-04-20
MT,15-24yr,5,54926,31.0,Malta,2020-04-20
MT,25-49yr,10,205154,15.6,Malta,2020-04-20
MT,50-64yr,4,90276,12.2,Malta,2020-04-20
MT,65-79yr,0,73361,2.7,Malta,2020-04-20
MT,80+yr,1,21689,9.2,Malta,2020-04-20
MT,<15yr,0,69158,0.0,Malta,2020-04-27
MT,15-24yr,9,54926,25.5,Malta,2020-04-27
MT,25-49yr,18,205154,13.6,Malta,2020-04-27
MT,50-64yr,2,90276,6.6,Malta,2020-04-27
MT,65-79yr,1,73361,1.4,Malta,2020-04-27
MT,80+yr,0,21689,4.6,Malta,2020-04-27
MT,<15yr,0,69158,0.0,Malta,2020-05-04
MT,15-24yr,2,54926,20.0,Malta,2020-05-04
MT,25-49yr,14,205154,15.6,Malta,2020-05-04
MT,50-64yr,3,90276,5.5,Malta,2020-05-04
MT,65-79yr,1,73361,2.7,Malta,2020-05-04
MT,80+yr,2,21689,9.2,Malta,2020-05-04
MT,<15yr,0,69158,0.0,Malta,2020-05-11
MT,15-24yr,9,54926,20.0,Malta,2020-05-11
MT,25-49yr,22,205154,17.5,Malta,2020-05-11
MT,50-64yr,17,90276,22.2,Malta,2020-05-11
MT,65-79yr,3,73361,5.5,Malta,2020-05-11
MT,80+yr,2,21689,18.4,Malta,2020-05-11
MT,<15yr,0,69158,0.0,Malta,2020-05-18
MT,15-24yr,9,54926,32.8,Malta,2020-05-18
MT,25-49yr,25,205154,22.9,Malta,2020-05-18
MT,50-64yr,11,90276,31.0,Malta,2020-05-18
MT,65-79yr,7,73361,13.6,Malta,2020-05-18
MT,80+yr,2,21689,18.4,Malta,2020-05-18
MT,<15yr,0,69158,0.0,Malta,2020-05-25
MT,15-24yr,0,54926,16.4,Malta,2020-05-25
MT,25-49yr,4,205154,14.1,Malta,2020-05-25
MT,50-64yr,1,90276,13.3,Malta,2020-05-25
MT,65-79yr,2,73361,12.3,Malta,2020-05-25
MT,80+yr,0,21689,9.2,Malta,2020-05-25
MT,<15yr,0,69158,0.0,Malta,2020-06-01
MT,15-24yr,1,54926,1.8,Malta,2020-06-01
MT,25-49yr,8,205154,5.8,Malta,2020-06-01
MT,50-64yr,1,90276,2.2,Malta,2020-06-01
MT,65-79yr,0,73361,2.7,Malta,2020-06-01
MT,80+yr,0,21689,0.0,Malta,2020-06-01
MT,<15yr,0,69158,0.0,Malta,2020-06-08
MT,15-24yr,2,54926,5.5,Malta,2020-06-08
MT,25-49yr,12,205154,9.7,Malta,2020-06-08
MT,50-64yr,4,90276,5.5,Malta,2020-06-08
MT,65-79yr,1,73361,1.4,Malta,2020-06-08
MT,80+yr,2,21689,9.2,Malta,2020-06-08
MT,<15yr,0,69158,0.0,Malta,2020-06-15
MT,15-24yr,1,54926,5.5,Malta,2020-06-15
MT,25-49yr,8,205154,9.7,Malta,2020-06-15
MT,50-64yr,2,90276,6.6,Malta,2020-06-15
MT,65-79yr,3,73361,5.5,Malta,2020-06-15
MT,80+yr,0,21689,9.2,Malta,2020-06-15
MT,<15yr,0,69158,0.0,Malta,2020-06-22
MT,15-24yr,0,54926,1.8,Malta,2020-06-22
MT,25-49yr,4,205154,5.8,Malta,2020-06-22
MT,50-64yr,1,90276,3.3,Malta,2020-06-22
MT,65-79yr,0,73361,4.1,Malta,2020-06-22
MT,80+yr,0,21689,0.0,Malta,2020-06-22
MT,<15yr,0,69158,0.0,Malta,2020-06-29
MT,15-24yr,0,54926,0.0,Malta,2020-06-29
MT,25-49yr,2,205154,2.9,Malta,2020-06-29
MT,50-64yr,0,90276,1.1,Malta,2020-06-29
MT,65-79yr,0,73361,0.0,Malta,2020-06-29
MT,80+yr,0,21689,0.0,Malta,2020-06-29
MT,<15yr,0,69158,0.0,Malta,2020-07-06
MT,15-24yr,0,54926,0.0,Malta,2020-07-06
MT,25-49yr,2,205154,1.9,Malta,2020-07-06
MT,50-64yr,0,90276,0.0,Malta,2020-07-06
MT,65-79yr,0,73361,0.0,Malta,2020-07-06
MT,80+yr,0,21689,0.0,Malta,2020-07-06
MT,<15yr,0,69158,0.0,Malta,2020-07-13
MT,15-24yr,0,54926,0.0,Malta,2020-07-13
MT,25-49yr,1,205154,1.5,Malta,2020-07-13
MT,50-64yr,0,90276,0.0,Malta,2020-07-13
MT,65-79yr,0,73361,0.0,Malta,2020-07-13
MT,80+yr,0,21689,0.0,Malta,2020-07-13
MT,<15yr,0,69158,0.0,Malta,2020-07-20
MT,15-24yr,13,54926,23.7,Malta,2020-07-20
MT,25-49yr,10,205154,5.4,Malta,2020-07-20
MT,50-64yr,1,90276,1.1,Malta,2020-07-20
MT,65-79yr,0,73361,0.0,Malta,2020-07-20
MT,80+yr,0,21689,0.0,Malta,2020-07-20
MT,<15yr,0,69158,0.0,Malta,2020-07-27
MT,15-24yr,90,54926,187.5,Malta,2020-07-27
MT,25-49yr,61,205154,34.6,Malta,2020-07-27
MT,50-64yr,7,90276,8.9,Malta,2020-07-27
MT,65-79yr,4,73361,5.5,Malta,2020-07-27
MT,80+yr,1,21689,4.6,Malta,2020-07-27
MT,<15yr,16,69158,23.1,Malta,2020-08-03
MT,15-24yr,61,54926,274.9,Malta,2020-08-03
MT,25-49yr,131,205154,93.6,Malta,2020-08-03
MT,50-64yr,19,90276,28.8,Malta,2020-08-03
MT,65-79yr,12,73361,21.8,Malta,2020-08-03
MT,80+yr,4,21689,23.1,Malta,2020-08-03
MT,<15yr,18,69158,49.2,Malta,2020-08-10
MT,15-24yr,71,54926,240.3,Malta,2020-08-10
MT,25-49yr,190,205154,156.5,Malta,2020-08-10
MT,50-64yr,60,90276,87.5,Malta,2020-08-10
MT,65-79yr,26,73361,51.8,Malta,2020-08-10
MT,80+yr,2,21689,27.7,Malta,2020-08-10
MT,<15yr,12,69158,43.4,Malta,2020-08-17
MT,15-24yr,55,54926,229.4,Malta,2020-08-17
MT,25-49yr,146,205154,163.8,Malta,2020-08-17
MT,50-64yr,40,90276,110.8,Malta,2020-08-17
MT,65-79yr,25,73361,69.5,Malta,2020-08-17
MT,80+yr,14,21689,73.8,Malta,2020-08-17
MT,<15yr,12,69158,34.7,Malta,2020-08-24
MT,15-24yr,54,54926,198.4,Malta,2020-08-24
MT,25-49yr,114,205154,126.7,Malta,2020-08-24
MT,50-64yr,31,90276,78.6,Malta,2020-08-24
MT,65-79yr,19,73361,60.0,Malta,2020-08-24
MT,80+yr,11,21689,115.3,Malta,2020-08-24
MT,<15yr,11,69158,33.3,Malta,2020-08-31
