country_code,age_group,new_cases,population,rate_14_day_per_100k,location,date
BE,80+yr,52,656762,16.7,Belgia,2020-06-29
BE,<15yr,62,1942114,6.7,Belgia,2020-07-06
BE,15-24yr,112,1308759,15.4,Belgia,2020-07-06
BE,25-49yr,294,3751281,14.6,Belgia,2020-07-06
BE,50-64yr,128,2315644,10.4,Belgia,2020-07-06
BE,65-79yr,61,1547880,7.4,Belgia,2020-07-06
BE,80+yr,46,656762,14.9,Belgia,2020-07-06
BE,<15yr,132,1942114,10.0,Belgia,2020-07-13
BE,15-24yr,240,1308759,26.9,Belgia,2020-07-13
BE,25-49yr,597,3751281,23.8,Belgia,2020-07-13
BE,50-64yr,227,2315644,15.3,Belgia,2020-07-13
BE,65-79yr,110,1547880,11.0,Belgia,2020-07-13
BE,80+yr,70,656762,17.7,Belgia,2020-07-13
BE,<15yr,262,1942114,20.3,Belgia,2020-07-20
BE,15-24yr,473,1308759,54.5,Belgia,2020-07-20
BE,25-49yr,1124,3751281,45.9,Belgia,2020-07-20
BE,50-64yr,385,2315644,26.4,Belgia,2020-07-20
BE,65-79yr,149,1547880,16.7,Belgia,2020-07-20
BE,80+yr,91,656762,24.5,Belgia,2020-07-20
BE,<15yr,382,1942114,33.2,Belgia,2020-07-27
BE,15-24yr,678,1308759,87.9,Belgia,2020-07-27
BE,25-49yr,1745,3751281,76.5,Belgia,2020-07-27
BE,50-64yr,604,2315644,42.7,Belgia,2020-07-27
BE,65-79yr,210,1547880,23.2,Belgia,2020-07-27
BE,80+yr,125,656762,32.9,Belgia,2020-07-27
BE,<15yr,465,1942114,43.6,Belgia,2020-08-03
BE,15-24yr,868,1308759,118.1,Belgia,2020-08-03
BE,25-49yr,1947,3751281,98.4,Belgia,2020-08-03
BE,50-64yr,695,2315644,56.1,Belgia,2020-08-03
BE,65-79yr,229,1547880,28.4,Belgia,2020-08-03
BE,80+yr,123,656762,37.8,Belgia,2020-08-03
BE,<15yr,430,1942114,46.1,Belgia,2020-08-10
BE,15-24yr,647,1308759,115.8,Belgia,2020-08-10
BE,25-49yr,1718,3751281,97.7,Belgia,2020-08-10
BE,50-64yr,563,2315644,54.3,Belgia,2020-08-10
BE,65-79yr,198,1547880,27.6,Belgia,2020-08-10
BE,80+yr,173,656762,45.1,Belgia,2020-08-10
BE,<15yr,377,1942114,41.6,Belgia,2020-08-17
BE,15-24yr,633,1308759,97.8,Belgia,2020-08-17
BE,25-49yr,1639,3751281,89.5,Belgia,2020-08-17
BE,50-64yr,538,2315644,47.5,Belgia,2020-08-17
BE,65-79yr,156,1547880,22.9,Belgia,2020-08-17
BE,80+yr,96,656762,41.0,Belgia,2020-08-17
BE,<15yr,377,1942114,38.8,Belgia,2020-08-24
BE,15-24yr,582,1308759,92.8,Belgia,2020-08-24
BE,25-49yr,1484,3751281,83.3,Belgia,2020-08-24
BE,50-64yr,464,2315644,43.3,Belgia,2020-08-24
BE,65-79yr,144,1547880,19.4,Belgia,2020-08-24
BE,80+yr,65,656762,24.5,Belgia,2020-08-24
BE,<15yr,418,1942114,40.9,Belgia,2020-08-31
BE,15-24yr,759,1308759,102.5,Belgia,2020-08-31
BE,25-49yr,1670,3751281,84.1,Belgia,2020-08-31
BE,50-64yr,557,2315644,44.1,Belgia,2020-08-31
BE,65-79yr,160,1547880,19.6,Belgia,2020-08-31
BE,80+yr,82,656762,22.4,Belgia,2020-08-31
BE,<15yr,773,1942114,61.3,Belgia,2020-09-07
BE,15-24yr,1325,1308759,159.2,Belgia,2020-09-07
BE,25-49yr,2649,3751281,115.1,Belgia,2020-09-07
BE,50-64yr,904,2315644,63.1,Belgia,2020-09-07
BE,65-79yr,350,1547880,32.9,Belgia,2020-09-07
BE,80+yr,143,656762,34.3,Belgia,2020-09-07
BE,<15yr,1194,1942114,101.3,Belgia,2020-09-14
BE,15-24yr,2350,1308759,280.8,Belgia,2020-09-14
BE,25-49yr,4080,3751281,179.4,Belgia,2020-09-14
BE,50-64yr,1562,2315644,106.5,Belgia,2020-09-14
BE,65-79yr,609,1547880,62.0,Belgia,2020-09-14
BE,80+yr,301,656762,67.6,Belgia,2020-09-14
BE,<15yr,1063,1942114,116.2,Belgia,2020-09-21
BE,15-24yr,2878,1308759,399.5,Belgia,2020-09-21
BE,25-49yr,4368,3751281,225.2,Belgia,2020-09-21
BE,50-64yr,1821,2315644,146.1,Belgia,2020-09-21
BE,65-79yr,672,1547880,82.8,Belgia,2020-09-21
BE,80+yr,385,656762,104.5,Belgia,2020-09-21
BE,<15yr,1328,1942114,123.1,Belgia,2020-09-28
BE,15-24yr,4711,1308759,579.9,Belgia,2020-09-28
BE,25-49yr,7201,3751281,308.4,Belgia,2020-09-28
BE,50-64yr,2987,2315644,207.6,Belgia,2020-09-28
BE,65-79yr,1102,1547880,114.6,Belgia,2020-09-28
BE,80+yr,669,656762,160.5,Belgia,2020-09-28
BE,<15yr,2826,1942114,213.9,Belgia,2020-10-05
BE,15-24yr,8868,1308759,1037.5,Belgia,2020-10-05
BE,25-49yr,16160,3751281,622.7,Belgia,2020-10-05
BE,50-64yr,6826,2315644,423.8,Belgia,2020-10-05
BE,65-79yr,2532,1547880,234.8,Belgia,2020-10-05
BE,80+yr,1264,656762,294.3,Belgia,2020-10-05
BE,<15yr,5653,1942114,436.6,Belgia,2020-10-12
BE,15-24yr,14467,1308759,1783.0,Belgia,2020-10-12
BE,25-49yr,30006,3751281,1230.7,Belgia,2020-10-12
BE,50-64yr,13451,2315644,875.7,Belgia,2020-10-12
BE,65-79yr,5278,1547880,504.6,Belgia,2020-10-12
BE,80+yr,3012,656762,651.1,Belgia,2020-10-12
BE,<15yr,6507,1942114,626.1,Belgia,2020-10-19
BE,15-24yr,16355,1308759,2355.1,Belgia,2020-10-19
BE,25-49yr,45832,3751281,2021.7,Belgia,2020-10-19
BE,50-64yr,21356,2315644,1503.1,Belgia,2020-10-19
BE,65-79yr,8869,1547880,914.0,Belgia,2020-10-19
BE,80+yr,5999,656762,1372.0,Belgia,2020-10-19
BE,<15yr,3997,1942114,540.9,Belgia,2020-10-26
BE,15-24yr,12166,1308759,2179.2,Belgia,2020-10-26
BE,25-49yr,43026,3751281,2368.7,Belgia,2020-10-26
BE,50-64yr,22109,2315644,1877.0,Belgia,2020-10-26
BE,65-79yr,10253,1547880,1235.4,Belgia,2020-10-26
BE,80+yr,7632,656762,2075.5,Belgia,2020-10-26
BE,<15yr,1569,1942114,286.6,Belgia,2020-11-02
BE,15-24yr,5722,1308759,1366.8,Belgia,2020-11-02
BE,25-49yr,22752,3751281,1753.5,Belgia,2020-11-02
BE,50-64yr,12282,2315644,1485.2,Belgia,2020-11-02
BE,65-79yr,6112,1547880,1057.3,Belgia,2020-11-02
BE,80+yr,5310,656762,1970.6,Belgia,2020-11-02
BE,<15yr,1144,1942114,139.7,Belgia,2020-11-09
BE,15-24yr,3581,1308759,710.8,Belgia,2020-11-09
BE,25-49yr,13230,3751281,959.2,Belgia,2020-11-09
BE,50-64yr,7493,2315644,854.0,Belgia,2020-11-09
BE,65-79yr,3809,1547880,640.9,Belgia,2020-11-09
BE,80+yr,4555,656762,1502.1,Belgia,2020-11-09
BE,<15yr,1073,1942114,114.2,Belgia,2020-11-16
BE,15-24yr,2683,1308759,478.6,Belgia,2020-11-16
BE,25-49yr,8215,3751281,571.7,Belgia,2020-11-16
BE,50-64yr,4518,2315644,518.7,Belgia,2020-11-16
BE,65-79yr,2395,1547880,400.8,Belgia,2020-11-16
BE,80+yr,3317,656762,1198.6,Belgia,2020-11-16
BE,<15yr,1079,1942114,110.8,Belgia,2020-11-23
BE,15-24yr,2010,1308759,358.6,Belgia,2020-11-23
BE,25-49yr,5619,3751281,368.8,Belgia,2020-11-23
BE,50-64yr,3138,2315644,330.6,Belgia,2020-11-23
BE,65-79yr,1733,1547880,266.7,Belgia,2020-11-23
BE,80+yr,2433,656762,875.5,Belgia,2020-11-23
BE,<15yr,108,1942114,61.1,Belgia,2020-11-30
BE,15-24yr,165,1308759,166.2,Belgia,2020-11-30
BE,25-49yr,478,3751281,162.5,Belgia,2020-11-30
BE,50-64yr,269,2315644,147.1,Belgia,2020-11-30
BE,65-79yr,159,1547880,122.2,Belgia,2020-11-30
BE,80+yr,200,656762,400.9,Belgia,2020-11-30
BE,<15yr,762,1942114,44.8,Belgia,2020-12-07
BE,15-24yr,1962,1308759,162.5,Belgia,2020-12-07
BE,25-49yr,5810,3751281,167.6,Belgia,2020-12-07
BE,50-64yr,3102,2315644,145.6,Belgia,2020-12-07
BE,65-79yr,1724,1547880,121.7,Belgia,2020-12-07
BE,80+yr,2499,656762,411.0,Belgia,2020-12-07
BE,<15yr,792,1942114,80.0,Belgia,2020-12-14
BE,15-24yr,2079,1308759,308.8,Belgia,2020-12-14
BE,25-49yr,6510,3751281,328.4,Belgia,2020-12-14
BE,50-64yr,3321,2315644,277.4,Belgia,2020-12-14
BE,65-79yr,1793,1547880,227.2,Belgia,2020-12-14
BE,80+yr,2313,656762,732.7,Belgia,2020-12-14
BE,<15yr,475,1942114,65.2,Belgia,2020-12-21
BE,15-24yr,1468,1308759,271.0,Belgia,2020-12-21
BE,25-49yr,4678,3751281,298.2,Belgia,2020-12-21
BE,50-64yr,2556,2315644,253.8,Belgia,2020-12-21
BE,65-79yr,1292,1547880,199.3,Belgia,2020-12-21
BE,80+yr,1482,656762,577.8,Belgia,2020-12-21
BE,<15yr,351,1942114,42.5,Belgia,2020-12-28
BE,15-24yr,1329,1308759,213.7,Belgia,2020-12-28
BE,25-49yr,3951,3751281,230.0,Belgia,2020-12-28
BE,50-64yr,2254,2315644,207.7,Belgia,2020-12-28
BE,65-79yr,1182,1547880,159.8,Belgia,2020-12-28
BE,80+yr,1299,656762,423.4,Belgia,2020-12-28
BE,<15yr,561,1942114,47.0,Belgia,2021-01-04
BE,15-24yr,1809,1308759,239.8,Belgia,2021-01-04
BE,25-49yr,5756,3751281,258.8,Belgia,2021-01-04
BE,50-64yr,2813,2315644,218.8,Belgia,2021-01-04
BE,65-79yr,1382,1547880,165.6,Belgia,2021-01-04
BE,80+yr,1757,656762,465.3,Belgia,2021-01-04
BE,<15yr,614,1942114,60.5,Belgia,2021-01-11
BE,15-24yr,1714,1308759,269.2,Belgia,2021-01-11
BE,25-49yr,5559,3751281,301.6,Belgia,2021-01-11
BE,50-64yr,2805,2315644,242.6,Belgia,2021-01-11
BE,65-79yr,1316,1547880,174.3,Belgia,2021-01-11
BE,80+yr,1390,656762,479.2,Belgia,2021-01-11
BE,<15yr,1005,1942114,83.4,Belgia,2021-01-18
BE,15-24yr,1847,1308759,272.1,Belgia,2021-01-18
BE,25-49yr,5729,3751281,300.9,Belgia,2021-01-18
BE,50-64yr,2778,2315644,241.1,Belgia,2021-01-18
BE,65-79yr,1319,1547880,170.2,Belgia,2021-01-18
BE,80+yr,1442,656762,431.2,Belgia,2021-01-18
BE,<15yr,1393,1942114,123.5,Belgia,2021-01-25
BE,15-24yr,2038,1308759,296.8,Belgia,2021-01-25
BE,25-49yr,6067,3751281,314.5,Belgia,2021-01-25
BE,50-64yr,2909,2315644,245.6,Belgia,2021-01-25
BE,65-79yr,1367,1547880,173.5,Belgia,2021-01-25
BE,80+yr,1481,656762,445.1,Belgia,2021-01-25
BE,<15yr,1213,1942114,134.2,Belgia,2021-02-01
BE,15-24yr,2005,1308759,308.9,Belgia,2021-02-01
BE,25-49yr,5608,3751281,311.2,Belgia,2021-02-01
BE,50-64yr,2643,2315644,239.8,Belgia,2021-02-01
BE,65-79yr,1264,1547880,170.0,Belgia,2021-02-01
BE,80+yr,1122,656762,396.3,Belgia,2021-02-01
BE,<15yr,926,1942114,110.1,Belgia,2021-02-08
BE,15-24yr,1758,1308759,287.5,Belgia,2021-02-08
BE,25-49yr,4814,3751281,277.8,Belgia,2021-02-08
BE,50-64yr,2309,2315644,213.8,Belgia,2021-02-08
BE,65-79yr,1095,1547880,152.4,Belgia,2021-02-08
BE,80+yr,851,656762,300.4,Belgia,2021-02-08
BE,<15yr,984,1942114,98.3,Belgia,2021-02-15
BE,15-24yr,1998,1308759,287.0,Belgia,2021-02-15
BE,25-49yr,6126,3751281,291.6,Belgia,2021-02-15
BE,50-64yr,2986,2315644,228.7,Belgia,2021-02-15
BE,65-79yr,1357,1547880,158.4,Belgia,2021-02-15
BE,80+yr,891,656762,265.2,Belgia,2021-02-15
BE,<15yr,1070,1942114,105.8,Belgia,2021-02-22
BE,15-24yr,2468,1308759,341.2,Belgia,2021-02-22
BE,25-49yr,6596,3751281,339.1,Belgia,2021-02-22
BE,50-64yr,3075,2315644,261.7,Belgia,2021-02-22
BE,65-79yr,1513,1547880,185.4,Belgia,2021-02-22
BE,80+yr,821,656762,260.7,Belgia,2021-02-22
BE,<15yr,1197,1942114,116.7,Belgia,2021-03-01
BE,15-24yr,2332,1308759,366.8,Belgia,2021-03-01
BE,25-49yr,6397,3751281,346.4,Belgia,2021-03-01
BE,50-64yr,3036,2315644,263.9,Belgia,2021-03-01
BE,65-79yr,1424,1547880,189.7,Belgia,2021-03-01
BE,80+yr,756,656762,240.1,Belgia,2021-03-01
BE,<15yr,1931,1942114,161.1,Belgia,2021-03-08
BE,15-24yr,3014,1308759,408.5,Belgia,2021-03-08
BE,25-49yr,8381,3751281,393.9,Belgia,2021-03-08
BE,50-64yr,3851,2315644,297.4,Belgia,2021-03-08
BE,65-79yr,1681,1547880,200.6,Belgia,2021-03-08
BE,80+yr,771,656762,232.5,Belgia,2021-03-08
BE,<15yr,2913,1942114,249.4,Belgia,2021-03-15
BE,15-24yr,4306,1308759,559.3,Belgia,2021-03-15
BE,25-49yr,11609,3751281,532.9,Belgia,2021-03-15
BE,50-64yr,5161,2315644,389.2,Belgia,2021-03-15
BE,65-79yr,2325,1547880,258.8,Belgia,2021-03-15
BE,80+yr,1066,656762,279.7,Belgia,2021-03-15
BE,<15yr,3144,1942114,311.9,Belgia,2021-03-22
BE,15-24yr,5091,1308759,718.0,Belgia,2021-03-22
BE,25-49yr,14278,3751281,690.1,Belgia,2021-03-22
BE,50-64yr,6644,2315644,509.8,Belgia,2021-03-22
BE,65-79yr,3217,1547880,358.0,Belgia,2021-03-22
BE,80+yr,1555,656762,399.1,Belgia,2021-03-22
BE,<15yr,2044,1942114,267.1,Belgia,2021-03-29
BE,15-24yr,4678,1308759,746.4,Belgia,2021-03-29
BE,25-49yr,13974,3751281,753.1,Belgia,2021-03-29
BE,50-64yr,7954,2315644,630.4,Belgia,2021-03-29
BE,65-79yr,4204,1547880,479.4,Belgia,2021-03-29
BE,80+yr,2457,656762,610.9,Belgia,2021-03-29
HR,<15yr,0,581471,,Chorwacja,2020-02-24
HR,15-24yr,1,436962,,Chorwacja,2020-02-24
HR,25-49yr,4,1319478,,Chorwacja,2020-02-24
HR,50-64yr,2,866470,,Chorwacja,2020-02-24
HR,65-79yr,0,631476,,Chorwacja,2020-02-24
HR,80+yr,0,222308,,Chorwacja,2020-02-24
HR,<15yr,0,581471,0.0,Chorwacja,2020-03-02
HR,15-24yr,2,436962,0.7,Chorwacja,2020-03-02
HR,25-49yr,3,1319478,0.5,Chorwacja,2020-03-02
HR,50-64yr,3,866470,0.6,Chorwacja,2020-03-02
HR,65-79yr,0,631476,0.0,Chorwacja,2020-03-02
HR,80+yr,0,222308,0.0,Chorwacja,2020-03-02
HR,<15yr,0,581471,0.0,Chorwacja,2020-03-09
HR,15-24yr,1,436962,0.7,Chorwacja,2020-03-09
HR,25-49yr,4,1319478,0.5,Chorwacja,2020-03-09
HR,50-64yr,0,866470,0.3,Chorwacja,2020-03-09
HR,65-79yr,0,631476,0.0,Chorwacja,2020-03-09
HR,80+yr,0,222308,0.0,Chorwacja,2020-03-09
HR,<15yr,4,581471,0.7,Chorwacja,2020-03-16
HR,15-24yr,5,436962,1.4,Chorwacja,2020-03-16
HR,25-49yr,69,1319478,5.5,Chorwacja,2020-03-16
HR,50-64yr,46,866470,5.3,Chorwacja,2020-03-16
HR,65-79yr,14,631476,2.2,Chorwacja,2020-03-16
HR,80+yr,4,222308,1.8,Chorwacja,2020-03-16
HR,<15yr,8,581471,2.1,Chorwacja,2020-03-23
HR,15-24yr,26,436962,7.1,Chorwacja,2020-03-23
HR,25-49yr,163,1319478,17.6,Chorwacja,2020-03-23
HR,50-64yr,125,866470,19.7,Chorwacja,2020-03-23
HR,65-79yr,55,631476,10.9,Chorwacja,2020-03-23
HR,80+yr,11,222308,6.7,Chorwacja,2020-03-23
HR,<15yr,20,581471,4.8,Chorwacja,2020-03-30
HR,15-24yr,23,436962,11.2,Chorwacja,2020-03-30
HR,25-49yr,172,1319478,25.4,Chorwacja,2020-03-30
HR,50-64yr,123,866470,28.6,Chorwacja,2020-03-30
HR,65-79yr,79,631476,21.2,Chorwacja,2020-03-30
HR,80+yr,16,222308,12.1,Chorwacja,2020-03-30
HR,<15yr,23,581471,7.4,Chorwacja,2020-04-06
HR,15-24yr,35,436962,13.3,Chorwacja,2020-04-06
HR,25-49yr,157,1319478,24.9,Chorwacja,2020-04-06
HR,50-64yr,129,866470,29.1,Chorwacja,2020-04-06
HR,65-79yr,76,631476,24.5,Chorwacja,2020-04-06
HR,80+yr,29,222308,20.2,Chorwacja,2020-04-06
HR,<15yr,15,581471,6.5,Chorwacja,2020-04-13
HR,15-24yr,32,436962,15.3,Chorwacja,2020-04-13
HR,25-49yr,107,1319478,20.0,Chorwacja,2020-04-13
HR,50-64yr,95,866470,25.9,Chorwacja,2020-04-13
HR,65-79yr,47,631476,19.5,Chorwacja,2020-04-13
HR,80+yr,81,222308,49.5,Chorwacja,2020-04-13
HR,<15yr,7,581471,3.8,Chorwacja,2020-04-20
HR,15-24yr,18,436962,11.4,Chorwacja,2020-04-20
HR,25-49yr,57,1319478,12.4,Chorwacja,2020-04-20
HR,50-64yr,49,866470,16.6,Chorwacja,2020-04-20
HR,65-79yr,42,631476,14.1,Chorwacja,2020-04-20
HR,80+yr,67,222308,66.6,Chorwacja,2020-04-20
HR,<15yr,2,581471,1.5,Chorwacja,2020-04-27
HR,15-24yr,6,436962,5.5,Chorwacja,2020-04-27
HR,25-49yr,24,1319478,6.1,Chorwacja,2020-04-27
HR,50-64yr,25,866470,8.5,Chorwacja,2020-04-27
HR,65-79yr,11,631476,8.4,Chorwacja,2020-04-27
HR,80+yr,4,222308,31.9,Chorwacja,2020-04-27
HR,<15yr,4,581471,1.0,Chorwacja,2020-05-04
HR,15-24yr,4,436962,2.3,Chorwacja,2020-05-04
HR,25-49yr,24,1319478,3.6,Chorwacja,2020-05-04
HR,50-64yr,16,866470,4.7,Chorwacja,2020-05-04
HR,65-79yr,20,631476,4.9,Chorwacja,2020-05-04
HR,80+yr,13,222308,7.6,Chorwacja,2020-05-04
HR,<15yr,6,581471,1.7,Chorwacja,2020-05-11
HR,15-24yr,5,436962,2.1,Chorwacja,2020-05-11
HR,25-49yr,19,1319478,3.3,Chorwacja,2020-05-11
HR,50-64yr,9,866470,2.9,Chorwacja,2020-05-11
HR,65-79yr,9,631476,4.6,Chorwacja,2020-05-11
HR,80+yr,5,222308,8.1,Chorwacja,2020-05-11
HR,<15yr,0,581471,1.0,Chorwacja,2020-05-18
HR,15-24yr,2,436962,1.6,Chorwacja,2020-05-18
HR,25-49yr,9,1319478,2.1,Chorwacja,2020-05-18
HR,50-64yr,4,866470,1.5,Chorwacja,2020-05-18
HR,65-79yr,3,631476,1.9,Chorwacja,2020-05-18
HR,80+yr,4,222308,4.0,Chorwacja,2020-05-18
HR,<15yr,0,581471,0.0,Chorwacja,2020-05-25
HR,15-24yr,0,436962,0.5,Chorwacja,2020-05-25
HR,25-49yr,1,1319478,0.8,Chorwacja,2020-05-25
HR,50-64yr,1,866470,0.6,Chorwacja,2020-05-25
HR,65-79yr,0,631476,0.5,Chorwacja,2020-05-25
HR,80+yr,3,222308,3.1,Chorwacja,2020-05-25
HR,<15yr,4,581471,0.7,Chorwacja,2020-06-15
HR,15-24yr,5,436962,1.1,Chorwacja,2020-06-15
HR,25-49yr,11,1319478,0.9,Chorwacja,2020-06-15
HR,50-64yr,5,866470,0.7,Chorwacja,2020-06-15
HR,65-79yr,6,631476,1.0,Chorwacja,2020-06-15
HR,80+yr,0,222308,1.3,Chorwacja,2020-06-15
HR,<15yr,7,581471,1.9,Chorwacja,2020-06-22
HR,15-24yr,32,436962,8.5,Chorwacja,2020-06-22
HR,25-49yr,96,1319478,8.1,Chorwacja,2020-06-22
HR,50-64yr,30,866470,4.0,Chorwacja,2020-06-22
HR,65-79yr,14,631476,3.2,Chorwacja,2020-06-22
HR,80+yr,6,222308,2.7,Chorwacja,2020-06-22
HR,<15yr,15,581471,3.8,Chorwacja,2020-06-29
HR,15-24yr,98,436962,29.8,Chorwacja,2020-06-29
HR,25-49yr,169,1319478,20.1,Chorwacja,2020-06-29
HR,50-64yr,50,866470,9.2,Chorwacja,2020-06-29
HR,65-79yr,17,631476,4.9,Chorwacja,2020-06-29
HR,80+yr,2,222308,3.6,Chorwacja,2020-06-29
HR,<15yr,15,581471,5.2,Chorwacja,2020-07-06
HR,15-24yr,64,436962,37.1,Chorwacja,2020-07-06
HR,25-49yr,193,1319478,27.4,Chorwacja,2020-07-06
HR,50-64yr,121,866470,19.7,Chorwacja,2020-07-06
HR,65-79yr,67,631476,13.3,Chorwacja,2020-07-06
HR,80+yr,18,222308,9.0,Chorwacja,2020-07-06
HR,<15yr,52,581471,11.5,Chorwacja,2020-07-13
HR,15-24yr,91,436962,35.5,Chorwacja,2020-07-13
HR,25-49yr,310,1319478,38.1,Chorwacja,2020-07-13
HR,50-64yr,155,866470,31.9,Chorwacja,2020-07-13
HR,65-79yr,65,631476,20.9,Chorwacja,2020-07-13
HR,80+yr,21,222308,17.5,Chorwacja,2020-07-13
HR,<15yr,45,581471,16.7,Chorwacja,2020-07-20
HR,15-24yr,82,436962,39.6,Chorwacja,2020-07-20
HR,25-49yr,282,1319478,44.9,Chorwacja,2020-07-20
HR,50-64yr,171,866470,37.6,Chorwacja,2020-07-20
HR,65-79yr,120,631476,29.3,Chorwacja,2020-07-20
HR,80+yr,55,222308,34.2,Chorwacja,2020-07-20
HR,<15yr,17,581471,10.7,Chorwacja,2020-07-27
HR,15-24yr,49,436962,30.0,Chorwacja,2020-07-27
HR,25-49yr,170,1319478,34.3,Chorwacja,2020-07-27
HR,50-64yr,121,866470,33.7,Chorwacja,2020-07-27
HR,65-79yr,42,631476,25.7,Chorwacja,2020-07-27
HR,80+yr,23,222308,35.1,Chorwacja,2020-07-27
HR,<15yr,4,581471,3.6,Chorwacja,2020-08-03
HR,15-24yr,65,436962,26.1,Chorwacja,2020-08-03
HR,25-49yr,110,1319478,21.2,Chorwacja,2020-08-03
HR,50-64yr,50,866470,19.7,Chorwacja,2020-08-03
HR,65-79yr,35,631476,12.2,Chorwacja,2020-08-03
HR,80+yr,19,222308,18.9,Chorwacja,2020-08-03
HR,<15yr,7,581471,1.9,Chorwacja,2020-08-10
HR,15-24yr,261,436962,74.6,Chorwacja,2020-08-10
HR,25-49yr,245,1319478,26.9,Chorwacja,2020-08-10
HR,50-64yr,81,866470,15.1,Chorwacja,2020-08-10
HR,65-79yr,16,631476,8.1,Chorwacja,2020-08-10
HR,80+yr,8,222308,12.1,Chorwacja,2020-08-10
HR,<15yr,29,581471,6.2,Chorwacja,2020-08-17
HR,15-24yr,327,436962,134.6,Chorwacja,2020-08-17
HR,25-49yr,421,1319478,50.5,Chorwacja,2020-08-17
HR,50-64yr,132,866470,24.6,Chorwacja,2020-08-17
HR,65-79yr,44,631476,9.5,Chorwacja,2020-08-17
HR,80+yr,14,222308,9.9,Chorwacja,2020-08-17
HR,<15yr,57,581471,14.8,Chorwacja,2020-08-24
HR,15-24yr,317,436962,147.4,Chorwacja,2020-08-24
HR,25-49yr,658,1319478,81.8,Chorwacja,2020-08-24
HR,50-64yr,241,866470,43.0,Chorwacja,2020-08-24
HR,65-79yr,79,631476,19.5,Chorwacja,2020-08-24
HR,80+yr,24,222308,17.1,Chorwacja,2020-08-24
HR,<15yr,81,581471,23.7,Chorwacja,2020-08-31
HR,15-24yr,270,436962,134.3,Chorwacja,2020-08-31
HR,25-49yr,654,1319478,99.4,Chorwacja,2020-08-31
HR,50-64yr,252,866470,56.9,Chorwacja,2020-08-31
HR,65-79yr,121,631476,31.7,Chorwacja,2020-08-31
HR,80+yr,32,222308,25.2,Chorwacja,2020-08-31
HR,<15yr,93,581471,29.9,Chorwacja,2020-09-07
HR,15-24yr,244,436962,117.6,Chorwacja,2020-09-07
HR,25-49yr,769,1319478,107.8,Chorwacja,2020-09-07
HR,50-64yr,340,866470,68.3,Chorwacja,2020-09-07
HR,65-79yr,164,631476,45.1,Chorwacja,2020-09-07
HR,80+yr,57,222308,40.0,Chorwacja,2020-09-07
HR,<15yr,111,581471,35.1,Chorwacja,2020-09-14
HR,15-24yr,198,436962,101.2,Chorwacja,2020-09-14
HR,25-49yr,700,1319478,111.3,Chorwacja,2020-09-14
HR,50-64yr,366,866470,81.5,Chorwacja,2020-09-14
HR,65-79yr,190,631476,56.1,Chorwacja,2020-09-14
HR,80+yr,42,222308,44.5,Chorwacja,2020-09-14
HR,<15yr,81,581471,33.0,Chorwacja,2020-09-21
HR,15-24yr,208,436962,92.9,Chorwacja,2020-09-21
HR,25-49yr,625,1319478,100.4,Chorwacja,2020-09-21
HR,50-64yr,336,866470,81.0,Chorwacja,2020-09-21
HR,65-79yr,202,631476,62.1,Chorwacja,2020-09-21
HR,80+yr,78,222308,54.0,Chorwacja,2020-09-21
HR,<15yr,110,581471,32.8,Chorwacja,2020-09-28
HR,15-24yr,233,436962,100.9,Chorwacja,2020-09-28
HR,25-49yr,684,1319478,99.2,Chorwacja,2020-09-28
HR,50-64yr,382,866470,82.9,Chorwacja,2020-09-28
HR,65-79yr,187,631476,61.6,Chorwacja,2020-09-28
HR,80+yr,69,222308,66.1,Chorwacja,2020-09-28
HR,<15yr,106,581471,37.1,Chorwacja,2020-10-05
HR,15-24yr,268,436962,114.7,Chorwacja,2020-10-05
HR,25-49yr,710,1319478,105.6,Chorwacja,2020-10-05
HR,50-64yr,402,866470,90.5,Chorwacja,2020-10-05
HR,65-79yr,203,631476,61.8,Chorwacja,2020-10-05
HR,80+yr,83,222308,68.4,Chorwacja,2020-10-05
HR,<15yr,193,581471,51.4,Chorwacja,2020-10-12
HR,15-24yr,456,436962,165.7,Chorwacja,2020-10-12
HR,25-49yr,1184,1319478,143.5,Chorwacja,2020-10-12
HR,50-64yr,556,866470,110.6,Chorwacja,2020-10-12
HR,65-79yr,274,631476,75.5,Chorwacja,2020-10-12
HR,80+yr,113,222308,88.2,Chorwacja,2020-10-12
HR,<15yr,177,581471,63.6,Chorwacja,2020-10-19
HR,15-24yr,481,436962,214.4,Chorwacja,2020-10-19
HR,25-49yr,1320,1319478,189.8,Chorwacja,2020-10-19
HR,50-64yr,667,866470,141.1,Chorwacja,2020-10-19
HR,65-79yr,336,631476,96.6,Chorwacja,2020-10-19
HR,80+yr,168,222308,126.4,Chorwacja,2020-10-19
HR,<15yr,206,581471,65.9,Chorwacja,2020-10-26
HR,15-24yr,601,436962,247.6,Chorwacja,2020-10-26
HR,25-49yr,1830,1319478,238.7,Chorwacja,2020-10-26
HR,50-64yr,967,866470,188.6,Chorwacja,2020-10-26
HR,65-79yr,390,631476,115.0,Chorwacja,2020-10-26
HR,80+yr,214,222308,171.8,Chorwacja,2020-10-26
HR,<15yr,283,581471,84.1,Chorwacja,2020-11-02
HR,15-24yr,648,436962,285.8,Chorwacja,2020-11-02
HR,25-49yr,2403,1319478,320.8,Chorwacja,2020-11-02
HR,50-64yr,1294,866470,260.9,Chorwacja,2020-11-02
